            (14, 15)           201326592             5400.49             5392.29               34.72               34.77
             (15, 0)           201326592             5395.70             5388.37               34.75               34.80
             (15, 1)           201326592             5395.40             5390.30               34.75               34.78
             (15, 2)           201326592             1435.12             1427.37              130.65              131.36
             (15, 3)           201326592             5401.33             5391.74               34.71               34.78
             (15, 4)           201326592             5403.80             5394.77               34.70               34.76
             (15, 5)           201326592             5398.65             5391.25               34.73               34.78
             (15, 6)           201326592             5391.05             5385.50               34.78               34.82
             (15, 7)           201326592             2720.26             2714.59               68.93               69.07
             (15, 8)           201326592             5398.67             5392.54               34.73               34.77
             (15, 9)           201326592             5402.17             5395.58               34.71               34.75
            (15, 10)           201326592             5393.21             5387.57               34.77               34.80
            (15, 11)           201326592             5392.25             5387.73               34.77               34.80
            (15, 12)           201326592             5394.77             5388.37               34.76               34.80
            (15, 13)           201326592             4374.70             4368.36               42.86               42.92
            (15, 14)           201326592             5403.72             5394.29               34.70               34.76



