AG_tree_file=symmetric/sym_split2_IB20_NV300_bw_k_1_320
####################################################### Allgather #######################################################
nranks=16
k=1
check_iters=0, warmup_iters=100, iters=100
nblocks=16, n_parallel_sm_blocks=1
KERNEL=pipeline_allgather_kernel_parallel_sm.cu::pipeline_allgather_schedule
BENCH_METHOD=2

             size(B)        send_size(B)        avg_time(us)        min_time(us)     avg_algbw(GB/s)     max_algbw(GB/s)
           100663296              524288              598.80              598.80              168.11              168.11
           100663296             1048576              495.60              495.60              203.12              203.12
           100663296             2097152              465.81              465.81              216.11              216.11
           100663296             4194304              460.57              460.57              218.56              218.56
           201326592               65536             4088.25             4088.25               49.25               49.25
           201326592              131072             2454.90             2454.90               82.01               82.01
           201326592              262144             1579.17             1579.17              127.49              127.49
           201326592              524288             1176.31             1176.31              171.15              171.15
           201326592             1048576              948.95              948.95              212.16              212.16
           201326592             2097152              860.35              860.35              234.00              234.00
           201326592             4194304              860.17              860.17              234.05              234.05
           402653184               65536             8153.29             8153.29               49.39               49.39
           402653184              131072             4891.53             4891.53               82.32               82.32
           402653184              262144             3090.83             3090.83              130.27              130.27
           402653184              524288             2253.21             2253.21              178.70              178.70
           402653184             1048576             1811.91             1811.91              222.23              222.23
           402653184             2097152             1619.96             1619.96              248.56              248.56
           402653184             4194304             1584.74             1584.74              254.08              254.08
           805306368               65536            16287.98            16287.98               49.44               49.44
           805306368              131072             9739.06             9739.06               82.69               82.69
           805306368              262144             6136.50             6136.50              131.23              131.23
           805306368              524288             4381.46             4381.46              183.80              183.80
           805306368             1048576             3529.70             3529.70              228.15              228.15
           805306368             2097152             3117.36             3117.36              258.33              258.33
           805306368             4194304             3061.43             3061.43              263.05              263.05
          1610612736               65536            32597.40            32597.40               49.41               49.41
          1610612736              131072            19453.23            19453.23               82.79               82.79
          1610612736              262144            12201.65            12201.65              132.00              132.00
          1610612736              524288             8588.43             8588.43              187.53              187.53
          1610612736             1048576             6968.83             6968.83              231.12              231.12
          1610612736             2097152             6138.08             6138.08              262.40              262.40
          1610612736             4194304             6069.48             6069.48              265.36              265.36
          3221225472               65536            65269.55            65269.55               49.35               49.35
          3221225472              131072            38859.93            38859.93               82.89               82.89
          3221225472              262144            24283.45            24283.45              132.65              132.65
          3221225472              524288            16967.56            16967.56              189.85              189.85
          3221225472             1048576            13873.00            13873.00              232.19              232.19
          3221225472             2097152            12238.03            12238.03              263.21              263.21
          3221225472             4194304            12106.28            12106.28              266.08              266.08

####################################################### Allgather #######################################################
nranks=16
k=1
check_iters=0, warmup_iters=100, iters=100
nblocks=58, n_parallel_sm_blocks=4
KERNEL=pipeline_allgather_kernel_parallel_sm.cu::pipeline_allgather_schedule
BENCH_METHOD=2

             size(B)        send_size(B)        avg_time(us)        min_time(us)     avg_algbw(GB/s)     max_algbw(GB/s)
                3072               65536               44.48               44.48                0.07                0.07
                3072              131072               44.37               44.37                0.07                0.07
                3072              262144               45.39               45.39                0.07                0.07
                3072              524288               44.71               44.71                0.07                0.07
                3072             1048576               45.00               45.00                0.07                0.07
                3072             2097152               44.47               44.47                0.07                0.07
                3072             4194304               44.49               44.49                0.07                0.07
                6144               65536               45.91               45.91                0.13                0.13
                6144              131072               44.29               44.29                0.14                0.14
                6144              262144               44.83               44.83                0.14                0.14
                6144              524288               44.52               44.52                0.14                0.14
                6144             1048576               44.39               44.39                0.14                0.14
                6144             2097152               44.30               44.30                0.14                0.14
                6144             4194304               44.49               44.49                0.14                0.14
               12288               65536               44.27               44.27                0.28                0.28
               12288              131072               45.17               45.17                0.27                0.27
               12288              262144               44.96               44.96                0.27                0.27
               12288              524288               44.95               44.95                0.27                0.27
               12288             1048576               44.55               44.55                0.28                0.28
               12288             2097152               44.60               44.60                0.28                0.28
               12288             4194304               45.43               45.43                0.27                0.27
               24576               65536               44.58               44.58                0.55                0.55
               24576              131072               44.75               44.75                0.55                0.55
               24576              262144               44.61               44.61                0.55                0.55
               24576              524288               44.66               44.66                0.55                0.55
               24576             1048576               44.73               44.73                0.55                0.55
               24576             2097152               44.63               44.63                0.55                0.55
               24576             4194304               44.56               44.56                0.55                0.55
               49152               65536               44.69               44.69                1.10                1.10
               49152              131072               44.86               44.86                1.10                1.10
               49152              262144               44.71               44.71                1.10                1.10
               49152              524288               44.64               44.64                1.10                1.10
               49152             1048576               44.73               44.73                1.10                1.10
               49152             2097152               44.65               44.65                1.10                1.10
               49152             4194304               44.71               44.71                1.10                1.10
               98304               65536               45.30               45.30                2.17                2.17
               98304              131072               45.52               45.52                2.16                2.16
               98304              262144               45.42               45.42                2.16                2.16
               98304              524288               45.48               45.48                2.16                2.16
               98304             1048576               45.30               45.30                2.17                2.17
               98304             2097152               45.34               45.34                2.17                2.17
               98304             4194304               45.40               45.40                2.17                2.17
              196608               65536               46.25               46.25                4.25                4.25
              196608              131072               46.38               46.38                4.24                4.24
              196608              262144               46.48               46.48                4.23                4.23
              196608              524288               46.37               46.37                4.24                4.24
              196608             1048576               46.20               46.20                4.26                4.26
              196608             2097152               46.20               46.20                4.26                4.26
              196608             4194304               46.47               46.47                4.23                4.23
              393216               65536               47.64               47.64                8.25                8.25
              393216              131072               46.95               46.95                8.38                8.38
              393216              262144               47.24               47.24                8.32                8.32
              393216              524288               47.21               47.21                8.33                8.33
              393216             1048576               47.27               47.27                8.32                8.32
              393216             2097152               47.39               47.39                8.30                8.30
              393216             4194304               47.37               47.37                8.30                8.30
              786432               65536               48.61               48.61               16.18               16.18
              786432              131072               48.73               48.73               16.14               16.14
              786432              262144               48.82               48.82               16.11               16.11
              786432              524288               48.57               48.57               16.19               16.19
              786432             1048576               48.54               48.54               16.20               16.20
              786432             2097152               49.02               49.02               16.04               16.04
              786432             4194304               48.66               48.66               16.16               16.16
             1572864               65536               68.32               68.32               23.02               23.02
             1572864              131072               55.37               55.37               28.41               28.41
             1572864              262144               55.40               55.40               28.39               28.39
             1572864              524288               54.14               54.14               29.05               29.05
             1572864             1048576               53.53               53.53               29.38               29.38
             1572864             2097152               53.18               53.18               29.58               29.58
             1572864             4194304               53.18               53.18               29.58               29.58
             3145728               65536               92.91               92.91               33.86               33.86
             3145728              131072               75.83               75.83               41.49               41.49
             3145728              262144               62.53               62.53               50.31               50.31
             3145728              524288               63.07               63.07               49.88               49.88
             3145728             1048576               61.99               61.99               50.74               50.74
             3145728             2097152               62.33               62.33               50.47               50.47
             3145728             4194304               62.10               62.10               50.66               50.66
             6291456               65536              157.66              157.66               39.91               39.91
             6291456              131072              107.30              107.30               58.63               58.63
             6291456              262144               90.21               90.21               69.74               69.74
             6291456              524288               81.61               81.61               77.09               77.09
             6291456             1048576               78.06               78.06               80.60               80.60
             6291456             2097152               78.57               78.57               80.07               80.07
             6291456             4194304               79.56               79.56               79.07               79.07
            12582912               65536              278.98              278.98               45.10               45.10
            12582912              131072              182.29              182.29               69.03               69.03
            12582912              262144              129.86              129.86               96.89               96.89
            12582912              524288              112.72              112.72              111.63              111.63
            12582912             1048576              110.38              110.38              114.00              114.00
            12582912             2097152              110.27              110.27              114.11              114.11
            12582912             4194304              110.63              110.63              113.74              113.74
            25165824               65536              527.84              527.84               47.68               47.68
            25165824              131072              330.66              330.66               76.11               76.11
            25165824              262144              224.20              224.20              112.24              112.24
            25165824              524288              179.49              179.49              140.21              140.21
            25165824             1048576              161.28              161.28              156.04              156.04
            25165824             2097152              172.24              172.24              146.11              146.11
            25165824             4194304              174.99              174.99              143.81              143.81
            50331648               65536             1034.32             1034.32               48.66               48.66
            50331648              131072              635.32              635.32               79.22               79.22
            50331648              262144              416.76              416.76              120.77              120.77
            50331648              524288              318.74              318.74              157.91              157.91
            50331648             1048576              277.11              277.11              181.63              181.63
            50331648             2097152              254.36              254.36              197.87              197.87
            50331648             4194304              294.62              294.62              170.84              170.84
           100663296               65536             2064.04             2064.04               48.77               48.77
           100663296              131072             1250.36             1250.36               80.51               80.51
           100663296              262144              803.18              803.18              125.33              125.33
           100663296              524288              598.48              598.48              168.20              168.20
           100663296             1048576              494.80              494.80              203.44              203.44
           100663296             2097152              469.53              469.53              214.39              214.39
           100663296             4194304              462.36              462.36              217.72              217.72
           201326592               65536             4099.79             4099.79               49.11               49.11
           201326592              131072             2463.46             2463.46               81.73               81.73
           201326592              262144             1567.54             1567.54              128.43              128.43
           201326592              524288             1160.25             1160.25              173.52              173.52
           201326592             1048576              930.21              930.21              216.43              216.43
           201326592             2097152              851.76              851.76              236.36              236.36
           201326592             4194304              851.95              851.95              236.31              236.31
           402653184               65536             8178.80             8178.80               49.23               49.23
           402653184              131072             4906.01             4906.01               82.07               82.07
           402653184              262144             3097.15             3097.15              130.01              130.01
           402653184              524288             2245.24             2245.24              179.34              179.34
           402653184             1048576             1800.08             1800.08              223.69              223.69
           402653184             2097152             1622.65             1622.65              248.15              248.15
           402653184             4194304             1582.04             1582.04              254.52              254.52
           805306368               65536            16358.86            16358.86               49.23               49.23
           805306368              131072             9764.61             9764.61               82.47               82.47
           805306368              262144             6134.46             6134.46              131.28              131.28
           805306368              524288             4368.62             4368.62              184.34              184.34
           805306368             1048576             3484.94             3484.94              231.08              231.08
           805306368             2097152             3115.92             3115.92              258.45              258.45
           805306368             4194304             3059.38             3059.38              263.22              263.22
          1610612736               65536            32719.83            32719.83               49.22               49.22
          1610612736              131072            19512.91            19512.91               82.54               82.54
          1610612736              262144            12214.83            12214.83              131.86              131.86
          1610612736              524288             8581.02             8581.02              187.69              187.69
          1610612736             1048576             6954.28             6954.28              231.60              231.60
          1610612736             2097152             6183.06             6183.06              260.49              260.49
          1610612736             4194304             6084.56             6084.56              264.71              264.71
          3221225472               65536            65482.10            65482.10               49.19               49.19
          3221225472              131072            38987.39            38987.39               82.62               82.62
          3221225472              262144            24383.09            24383.09              132.11              132.11
          3221225472              524288            16984.66            16984.66              189.66              189.66
          3221225472             1048576            13886.47            13886.47              231.97              231.97
          3221225472             2097152            12301.31            12301.31              261.86              261.86
          3221225472             4194304            12144.01            12144.01              265.25              265.25

####################################################### Allgather #######################################################
nranks=16
k=1
check_iters=0, warmup_iters=100, iters=100
nblocks=86, n_parallel_sm_blocks=6
KERNEL=pipeline_allgather_kernel_parallel_sm.cu::pipeline_allgather_schedule
BENCH_METHOD=2

             size(B)        send_size(B)        avg_time(us)        min_time(us)     avg_algbw(GB/s)     max_algbw(GB/s)
                3072               65536               44.85               44.85                0.07                0.07
                3072              131072               44.71               44.71                0.07                0.07
                3072              262144               44.78               44.78                0.07                0.07
                3072              524288               44.78               44.78                0.07                0.07
                3072             1048576               44.76               44.76                0.07                0.07
                3072             2097152               44.97               44.97                0.07                0.07
                3072             4194304               46.21               46.21                0.07                0.07
                6144               65536               44.68               44.68                0.14                0.14
                6144              131072               44.87               44.87                0.14                0.14
                6144              262144               45.02               45.02                0.14                0.14
                6144              524288               45.07               45.07                0.14                0.14
                6144             1048576               44.60               44.60                0.14                0.14
                6144             2097152               44.92               44.92                0.14                0.14
                6144             4194304               44.73               44.73                0.14                0.14
               12288               65536               44.61               44.61                0.28                0.28
               12288              131072               45.07               45.07                0.27                0.27
               12288              262144               45.17               45.17                0.27                0.27
               12288              524288               45.06               45.06                0.27                0.27
               12288             1048576               44.85               44.85                0.27                0.27
               12288             2097152               44.67               44.67                0.28                0.28
               12288             4194304               44.73               44.73                0.27                0.27
               24576               65536               44.75               44.75                0.55                0.55
               24576              131072               45.00               45.00                0.55                0.55
               24576              262144               44.61               44.61                0.55                0.55
               24576              524288               44.56               44.56                0.55                0.55
               24576             1048576               45.08               45.08                0.55                0.55
               24576             2097152               44.87               44.87                0.55                0.55
               24576             4194304               44.72               44.72                0.55                0.55
               49152               65536               45.48               45.48                1.08                1.08
               49152              131072               45.20               45.20                1.09                1.09
               49152              262144               44.81               44.81                1.10                1.10
               49152              524288               45.05               45.05                1.09                1.09
               49152             1048576               45.12               45.12                1.09                1.09
               49152             2097152               44.97               44.97                1.09                1.09
               49152             4194304               45.18               45.18                1.09                1.09
               98304               65536               46.04               46.04                2.14                2.14
               98304              131072               46.02               46.02                2.14                2.14
               98304              262144               45.68               45.68                2.15                2.15
               98304              524288               45.86               45.86                2.14                2.14
               98304             1048576               46.09               46.09                2.13                2.13
               98304             2097152               45.91               45.91                2.14                2.14
               98304             4194304               45.95               45.95                2.14                2.14
              196608               65536               46.38               46.38                4.24                4.24
              196608              131072               46.74               46.74                4.21                4.21
              196608              262144               46.69               46.69                4.21                4.21
              196608              524288               46.56               46.56                4.22                4.22
              196608             1048576               46.64               46.64                4.22                4.22
              196608             2097152               46.73               46.73                4.21                4.21
              196608             4194304               46.56               46.56                4.22                4.22
              393216               65536               47.76               47.76                8.23                8.23
              393216              131072               47.78               47.78                8.23                8.23
              393216              262144               47.97               47.97                8.20                8.20
              393216              524288               47.97               47.97                8.20                8.20
              393216             1048576               47.51               47.51                8.28                8.28
              393216             2097152               47.94               47.94                8.20                8.20
              393216             4194304               47.99               47.99                8.19                8.19
              786432               65536               49.01               49.01               16.05               16.05
              786432              131072               49.14               49.14               16.00               16.00
              786432              262144               48.94               48.94               16.07               16.07
              786432              524288               48.88               48.88               16.09               16.09
              786432             1048576               48.92               48.92               16.08               16.08
              786432             2097152               49.09               49.09               16.02               16.02
              786432             4194304               48.98               48.98               16.06               16.06
             1572864               65536               69.02               69.02               22.79               22.79
             1572864              131072               56.03               56.03               28.07               28.07
             1572864              262144               55.98               55.98               28.10               28.10
             1572864              524288               54.90               54.90               28.65               28.65
             1572864             1048576               53.92               53.92               29.17               29.17
             1572864             2097152               54.16               54.16               29.04               29.04
             1572864             4194304               53.68               53.68               29.30               29.30
             3145728               65536               93.36               93.36               33.70               33.70
             3145728              131072               75.97               75.97               41.41               41.41
             3145728              262144               63.21               63.21               49.77               49.77
             3145728              524288               64.31               64.31               48.92               48.92
             3145728             1048576               63.67               63.67               49.40               49.40
             3145728             2097152               67.39               67.39               46.68               46.68
             3145728             4194304               62.65               62.65               50.21               50.21
             6291456               65536              161.52              161.52               38.95               38.95
             6291456              131072              109.64              109.64               57.38               57.38
             6291456              262144               89.19               89.19               70.54               70.54
             6291456              524288               80.07               80.07               78.58               78.58
             6291456             1048576               82.32               82.32               76.43               76.43
             6291456             2097152               82.66               82.66               76.11               76.11
             6291456             4194304               81.60               81.60               77.10               77.10
            12582912               65536              280.45              280.45               44.87               44.87
            12582912              131072              185.32              185.32               67.90               67.90
            12582912              262144              131.87              131.87               95.42               95.42
            12582912              524288              114.17              114.17              110.22              110.22
            12582912             1048576              112.45              112.45              111.90              111.90
            12582912             2097152              111.90              111.90              112.45              112.45
            12582912             4194304              110.28              110.28              114.09              114.09
            25165824               65536              530.34              530.34               47.45               47.45
            25165824              131072              335.64              335.64               74.98               74.98
            25165824              262144              226.80              226.80              110.96              110.96
            25165824              524288              182.89              182.89              137.60              137.60
            25165824             1048576              161.55              161.55              155.78              155.78
            25165824             2097152              174.37              174.37              144.33              144.33
            25165824             4194304              173.04              173.04              145.44              145.44
            50331648               65536             1032.77             1032.77               48.73               48.73
            50331648              131072              639.70              639.70               78.68               78.68
            50331648              262144              417.31              417.31              120.61              120.61
            50331648              524288              322.66              322.66              155.99              155.99
            50331648             1048576              277.20              277.20              181.57              181.57
            50331648             2097152              259.64              259.64              193.86              193.86
            50331648             4194304              300.93              300.93              167.25              167.25
           100663296               65536             2061.68             2061.68               48.83               48.83
           100663296              131072             1257.87             1257.87               80.03               80.03
           100663296              262144              807.82              807.82              124.61              124.61
           100663296              524288              603.93              603.93              166.68              166.68
           100663296             1048576              496.97              496.97              202.56              202.56
           100663296             2097152              467.63              467.63              215.26              215.26
           100663296             4194304              460.42              460.42              218.63              218.63
           201326592               65536             4104.36             4104.36               49.05               49.05
           201326592              131072             2479.65             2479.65               81.19               81.19
           201326592              262144             1580.51             1580.51              127.38              127.38
           201326592              524288             1169.31             1169.31              172.18              172.18
           201326592             1048576              939.48              939.48              214.30              214.30
           201326592             2097152              860.47              860.47              233.97              233.97
           201326592             4194304              857.47              857.47              234.79              234.79
           402653184               65536             8196.92             8196.92               49.12               49.12
           402653184              131072             4938.85             4938.85               81.53               81.53
           402653184              262144             3112.92             3112.92              129.35              129.35
           402653184              524288             2263.19             2263.19              177.91              177.91
           402653184             1048576             1832.00             1832.00              219.79              219.79
           402653184             2097152             1629.14             1629.14              247.16              247.16
           402653184             4194304             1588.08             1588.08              253.55              253.55
           805306368               65536            16399.35            16399.35               49.11               49.11
           805306368              131072             9827.73             9827.73               81.94               81.94
           805306368              262144             6175.76             6175.76              130.40              130.40
           805306368              524288             4383.61             4383.61              183.71              183.71
           805306368             1048576             3501.36             3501.36              230.00              230.00
           805306368             2097152             3167.13             3167.13              254.27              254.27
           805306368             4194304             3097.91             3097.91              259.95              259.95
          1610612736               65536            32789.86            32789.86               49.12               49.12
          1610612736              131072            19585.28            19585.28               82.24               82.24
          1610612736              262144            12250.47            12250.47              131.47              131.47
          1610612736              524288             8581.51             8581.51              187.68              187.68
          1610612736             1048576             6922.07             6922.07              232.68              232.68
          1610612736             2097152             6303.61             6303.61              255.51              255.51
          1610612736             4194304             6162.58             6162.58              261.35              261.35
          3221225472               65536            65605.58            65605.58               49.10               49.10
          3221225472              131072            39159.44            39159.44               82.26               82.26
          3221225472              262144            24431.15            24431.15              131.85              131.85
          3221225472              524288            16967.64            16967.64              189.85              189.85
          3221225472             1048576            13779.59            13779.59              233.77              233.77
          3221225472             2097152            12576.53            12576.53              256.13              256.13
          3221225472             4194304            12308.04            12308.04              261.72              261.72

ThreadBlockLimitException: nblocks=114, ninstance=1, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=114, ninstance=1, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=114, ninstance=1, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=114, ninstance=1, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=114, ninstance=1, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=114, ninstance=1, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=114, ninstance=1, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=114, ninstance=1, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=114, ninstance=1, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=114, ninstance=1, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=114, ninstance=1, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=114, ninstance=1, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=114, ninstance=1, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=114, ninstance=1, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=114, ninstance=1, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=114, ninstance=1, n_parallel_sm_blocks=8

####################################################### Allgather #######################################################
nranks=16
k=2
check_iters=0, warmup_iters=100, iters=100
nblocks=32, n_parallel_sm_blocks=1
KERNEL=pipeline_allgather_kernel_parallel_sm.cu::pipeline_allgather_schedule
BENCH_METHOD=2

             size(B)        send_size(B)        avg_time(us)        min_time(us)     avg_algbw(GB/s)     max_algbw(GB/s)
                3072               65536               55.23               55.23                0.06                0.06
                3072              131072               55.92               55.92                0.05                0.05
                3072              262144               55.10               55.10                0.06                0.06
                3072              524288               55.13               55.13                0.06                0.06
                3072             1048576               55.29               55.29                0.06                0.06
                3072             2097152               55.88               55.88                0.05                0.05
                3072             4194304               55.63               55.63                0.06                0.06
                6144               65536               55.50               55.50                0.11                0.11
                6144              131072               55.76               55.76                0.11                0.11
                6144              262144               55.99               55.99                0.11                0.11
                6144              524288               55.89               55.89                0.11                0.11
                6144             1048576               56.01               56.01                0.11                0.11
                6144             2097152               56.18               56.18                0.11                0.11
                6144             4194304               55.31               55.31                0.11                0.11
               12288               65536               55.56               55.56                0.22                0.22
               12288              131072               55.55               55.55                0.22                0.22
               12288              262144               55.62               55.62                0.22                0.22
               12288              524288               55.40               55.40                0.22                0.22
               12288             1048576               55.94               55.94                0.22                0.22
