AG_tree_file=symmetric/sym_split2_IB20_NV300_bw_k_1_320
####################################################### Allgather #######################################################
nranks=16
k=1
check_iters=0, warmup_iters=100, iters=100
nblocks=16, n_parallel_sm_blocks=1
KERNEL=pipeline_allgather_kernel_parallel_sm.cu::pipeline_allgather_schedule
BENCH_METHOD=2

             size(B)        send_size(B)        avg_time(us)        min_time(us)     avg_algbw(GB/s)     max_algbw(GB/s)
               12288             4194304               59.63               59.63                0.21                0.21
               24576               65536               59.46               59.46                0.41                0.41
               24576              131072               59.67               59.67                0.41                0.41
               24576              262144               59.11               59.11                0.42                0.42
               24576              524288               59.54               59.54                0.41                0.41
               24576             1048576               59.33               59.33                0.41                0.41
               24576             2097152               59.55               59.55                0.41                0.41
               24576             4194304               59.12               59.12                0.42                0.42
               49152               65536               59.66               59.66                0.82                0.82
               49152              131072               59.62               59.62                0.82                0.82
               49152              262144               59.59               59.59                0.82                0.82
               49152              524288               59.62               59.62                0.82                0.82
               49152             1048576               59.27               59.27                0.83                0.83
               49152             2097152               59.31               59.31                0.83                0.83
               49152             4194304               59.54               59.54                0.83                0.83
               98304               65536               59.68               59.68                1.65                1.65
               98304              131072               60.01               60.01                1.64                1.64
               98304              262144               59.94               59.94                1.64                1.64
               98304              524288               59.89               59.89                1.64                1.64
               98304             1048576               59.93               59.93                1.64                1.64
               98304             2097152               59.70               59.70                1.65                1.65
               98304             4194304               59.78               59.78                1.64                1.64
              196608               65536               61.29               61.29                3.21                3.21
              196608              131072               63.84               63.84                3.08                3.08
              196608              262144               61.61               61.61                3.19                3.19
              196608              524288               61.32               61.32                3.21                3.21
              196608             1048576               61.80               61.80                3.18                3.18
              196608             2097152               61.49               61.49                3.20                3.20
              196608             4194304               61.70               61.70                3.19                3.19
              393216               65536               63.34               63.34                6.21                6.21
              393216              131072               62.75               62.75                6.27                6.27
              393216              262144               63.10               63.10                6.23                6.23
              393216              524288               62.86               62.86                6.26                6.26
              393216             1048576               62.96               62.96                6.25                6.25
              393216             2097152               63.21               63.21                6.22                6.22
              393216             4194304               63.02               63.02                6.24                6.24
              786432               65536               65.05               65.05               12.09               12.09
              786432              131072               64.83               64.83               12.13               12.13
              786432              262144               65.04               65.04               12.09               12.09
              786432              524288               64.89               64.89               12.12               12.12
              786432             1048576               64.63               64.63               12.17               12.17
              786432             2097152               64.82               64.82               12.13               12.13
              786432             4194304               65.16               65.16               12.07               12.07
             1572864               65536               69.00               69.00               22.80               22.80
             1572864              131072               68.22               68.22               23.06               23.06
             1572864              262144               71.59               71.59               21.97               21.97
             1572864              524288               68.58               68.58               22.94               22.94
             1572864             1048576               67.77               67.77               23.21               23.21
             1572864             2097152               68.57               68.57               22.94               22.94
             1572864             4194304               67.85               67.85               23.18               23.18
             3145728               65536              107.94              107.94               29.14               29.14
             3145728              131072               75.43               75.43               41.71               41.71
             3145728              262144               75.25               75.25               41.80               41.80
             3145728              524288               77.09               77.09               40.81               40.81
             3145728             1048576               75.78               75.78               41.51               41.51
             3145728             2097152               74.47               74.47               42.24               42.24
             3145728             4194304               73.59               73.59               42.74               42.74
             6291456               65536              154.31              154.31               40.77               40.77
             6291456              131072              122.26              122.26               51.46               51.46
             6291456              262144               85.10               85.10               73.93               73.93
             6291456              524288               83.36               83.36               75.47               75.47
             6291456             1048576               84.82               84.82               74.18               74.18
             6291456             2097152               86.25               86.25               72.94               72.94
             6291456             4194304               86.44               86.44               72.79               72.79
            12582912               65536              274.83              274.83               45.78               45.78
            12582912              131072              182.17              182.17               69.07               69.07
            12582912              262144              146.04              146.04               86.16               86.16
            12582912              524288              108.40              108.40              116.08              116.08
            12582912             1048576              110.43              110.43              113.95              113.95
            12582912             2097152              108.76              108.76              115.70              115.70
            12582912             4194304              107.75              107.75              116.78              116.78
            25165824               65536              520.41              520.41               48.36               48.36
            25165824              131072              328.95              328.95               76.50               76.50
            25165824              262144              225.63              225.63              111.54              111.54
            25165824              524288              190.70              190.70              131.97              131.97
            25165824             1048576              158.42              158.42              158.85              158.85
            25165824             2097152              158.87              158.87              158.40              158.40
            25165824             4194304              159.13              159.13              158.15              158.15
            50331648               65536             1013.74             1013.74               49.65               49.65
            50331648              131072              623.61              623.61               80.71               80.71
            50331648              262144              415.52              415.52              121.13              121.13
            50331648              524288              319.73              319.73              157.42              157.42
            50331648             1048576              277.23              277.23              181.55              181.55
            50331648             2097152              263.49              263.49              191.02              191.02
            50331648             4194304              259.29              259.29              194.12              194.12
           100663296               65536             2013.99             2013.99               49.98               49.98
           100663296              131072             1225.68             1225.68               82.13               82.13
           100663296              262144              790.94              790.94              127.27              127.27
           100663296              524288              597.64              597.64              168.44              168.44
           100663296             1048576              497.37              497.37              202.39              202.39
           100663296             2097152              458.43              458.43              219.58              219.58
           100663296             4194304              468.63              468.63              214.80              214.80
           201326592               65536             3992.70             3992.70               50.42               50.42
           201326592              131072             2413.25             2413.25               83.43               83.43
           201326592              262144             1551.13             1551.13              129.79              129.79
           201326592              524288             1160.21             1160.21              173.53              173.53
           201326592             1048576              942.61              942.61              213.58              213.58
           201326592             2097152              849.36              849.36              237.03              237.03
           201326592             4194304              824.29              824.29              244.24              244.24
           402653184               65536             7980.84             7980.84               50.45               50.45
           402653184              131072             4777.51             4777.51               84.28               84.28
           402653184              262144             3050.30             3050.30              132.00              132.00
           402653184              524288             2234.94             2234.94              180.16              180.16
           402653184             1048576             1825.95             1825.95              220.52              220.52
           402653184             2097152             1608.63             1608.63              250.31              250.31
           402653184             4194304             1573.78             1573.78              255.85              255.85
           805306368               65536            15963.04            15963.04               50.45               50.45
           805306368              131072             9533.98             9533.98               84.47               84.47
           805306368              262144             5990.10             5990.10              134.44              134.44
           805306368              524288             4290.06             4290.06              187.71              187.71
           805306368             1048576             3536.46             3536.46              227.72              227.72
           805306368             2097152             3076.98             3076.98              261.72              261.72
           805306368             4194304             3052.60             3052.60              263.81              263.81
          1610612736               65536            31941.76            31941.76               50.42               50.42
          1610612736              131072            19048.26            19048.26               84.55               84.55
          1610612736              262144            11938.75            11938.75              134.91              134.91
          1610612736              524288             8485.64             8485.64              189.80              189.80
          1610612736             1048576             6961.70             6961.70              231.35              231.35
          1610612736             2097152             6104.22             6104.22              263.85              263.85
          1610612736             4194304             6081.35             6081.35              264.84              264.84
          3221225472               65536            63890.37            63890.37               50.42               50.42
          3221225472              131072            38055.61            38055.61               84.65               84.65
          3221225472              262144            23818.02            23818.02              135.24              135.24
          3221225472              524288            16613.11            16613.11              193.90              193.90
          3221225472             1048576            13766.07            13766.07              234.00              234.00
          3221225472             2097152            12191.88            12191.88              264.21              264.21
          3221225472             4194304            12132.86            12132.86              265.50              265.50

ThreadBlockLimitException: nblocks=116, ninstance=2, n_parallel_sm_blocks=4
ThreadBlockLimitException: nblocks=116, ninstance=2, n_parallel_sm_blocks=4
ThreadBlockLimitException: nblocks=116, ninstance=2, n_parallel_sm_blocks=4
ThreadBlockLimitException: nblocks=116, ninstance=2, n_parallel_sm_blocks=4
ThreadBlockLimitException: nblocks=116, ninstance=2, n_parallel_sm_blocks=4
ThreadBlockLimitException: nblocks=116, ninstance=2, n_parallel_sm_blocks=4
ThreadBlockLimitException: nblocks=116, ninstance=2, n_parallel_sm_blocks=4
ThreadBlockLimitException: nblocks=116, ninstance=2, n_parallel_sm_blocks=4
ThreadBlockLimitException: nblocks=116, ninstance=2, n_parallel_sm_blocks=4
ThreadBlockLimitException: nblocks=116, ninstance=2, n_parallel_sm_blocks=4
ThreadBlockLimitException: nblocks=116, ninstance=2, n_parallel_sm_blocks=4
ThreadBlockLimitException: nblocks=116, ninstance=2, n_parallel_sm_blocks=4
ThreadBlockLimitException: nblocks=116, ninstance=2, n_parallel_sm_blocks=4
ThreadBlockLimitException: nblocks=116, ninstance=2, n_parallel_sm_blocks=4
ThreadBlockLimitException: nblocks=116, ninstance=2, n_parallel_sm_blocks=4
ThreadBlockLimitException: nblocks=116, ninstance=2, n_parallel_sm_blocks=4

ThreadBlockLimitException: nblocks=172, ninstance=2, n_parallel_sm_blocks=6
ThreadBlockLimitException: nblocks=172, ninstance=2, n_parallel_sm_blocks=6
ThreadBlockLimitException: nblocks=172, ninstance=2, n_parallel_sm_blocks=6
ThreadBlockLimitException: nblocks=172, ninstance=2, n_parallel_sm_blocks=6
ThreadBlockLimitException: nblocks=172, ninstance=2, n_parallel_sm_blocks=6
ThreadBlockLimitException: nblocks=172, ninstance=2, n_parallel_sm_blocks=6
ThreadBlockLimitException: nblocks=172, ninstance=2, n_parallel_sm_blocks=6
ThreadBlockLimitException: nblocks=172, ninstance=2, n_parallel_sm_blocks=6
ThreadBlockLimitException: nblocks=172, ninstance=2, n_parallel_sm_blocks=6
ThreadBlockLimitException: nblocks=172, ninstance=2, n_parallel_sm_blocks=6
ThreadBlockLimitException: nblocks=172, ninstance=2, n_parallel_sm_blocks=6
ThreadBlockLimitException: nblocks=172, ninstance=2, n_parallel_sm_blocks=6
ThreadBlockLimitException: nblocks=172, ninstance=2, n_parallel_sm_blocks=6
ThreadBlockLimitException: nblocks=172, ninstance=2, n_parallel_sm_blocks=6
ThreadBlockLimitException: nblocks=172, ninstance=2, n_parallel_sm_blocks=6
ThreadBlockLimitException: nblocks=172, ninstance=2, n_parallel_sm_blocks=6

ThreadBlockLimitException: nblocks=228, ninstance=2, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=228, ninstance=2, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=228, ninstance=2, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=228, ninstance=2, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=228, ninstance=2, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=228, ninstance=2, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=228, ninstance=2, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=228, ninstance=2, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=228, ninstance=2, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=228, ninstance=2, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=228, ninstance=2, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=228, ninstance=2, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=228, ninstance=2, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=228, ninstance=2, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=228, ninstance=2, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=228, ninstance=2, n_parallel_sm_blocks=8

####################################################### Allgather #######################################################
nranks=16
k=3
check_iters=0, warmup_iters=100, iters=100
nblocks=48, n_parallel_sm_blocks=1
KERNEL=pipeline_allgather_kernel_parallel_sm.cu::pipeline_allgather_schedule
BENCH_METHOD=2

             size(B)        send_size(B)        avg_time(us)        min_time(us)     avg_algbw(GB/s)     max_algbw(GB/s)
                3072               65536               74.12               74.12                0.04                0.04
                3072              131072               73.22               73.22                0.04                0.04
                3072              262144               72.74               72.74                0.04                0.04
                3072              524288               74.85               74.85                0.04                0.04
                3072             1048576               73.80               73.80                0.04                0.04
                3072             2097152               74.04               74.04                0.04                0.04
                3072             4194304               74.30               74.30                0.04                0.04
                6144               65536               73.34               73.34                0.08                0.08
                6144              131072               73.96               73.96                0.08                0.08
                6144              262144               73.10               73.10                0.08                0.08
                6144              524288               72.86               72.86                0.08                0.08
                6144             1048576               73.52               73.52                0.08                0.08
                6144             2097152               74.20               74.20                0.08                0.08
                6144             4194304               73.79               73.79                0.08                0.08
               12288               65536               73.52               73.52                0.17                0.17
               12288              131072               72.34               72.34                0.17                0.17
               12288              262144               70.81               70.81                0.17                0.17
               12288              524288               70.51               70.51                0.17                0.17
               12288             1048576               69.80               69.80                0.18                0.18
               12288             2097152               70.21               70.21                0.18                0.18
               12288             4194304               69.66               69.66                0.18                0.18
               24576               65536               69.91               69.91                0.35                0.35
               24576              131072               70.18               70.18                0.35                0.35
               24576              262144               70.01               70.01                0.35                0.35
               24576              524288               69.83               69.83                0.35                0.35
               24576             1048576               69.84               69.84                0.35                0.35
               24576             2097152               70.40               70.40                0.35                0.35
               24576             4194304               70.36               70.36                0.35                0.35
               49152               65536               69.92               69.92                0.70                0.70
               49152              131072               70.10               70.10                0.70                0.70
               49152              262144               70.13               70.13                0.70                0.70
               49152              524288               69.88               69.88                0.70                0.70
               49152             1048576               69.78               69.78                0.70                0.70
               49152             2097152               70.45               70.45                0.70                0.70
               49152             4194304               70.62               70.62                0.70                0.70
               98304               65536               70.79               70.79                1.39                1.39
               98304              131072               70.51               70.51                1.39                1.39
               98304              262144               70.63               70.63                1.39                1.39
               98304              524288               70.25               70.25                1.40                1.40
               98304             1048576               70.13               70.13                1.40                1.40
               98304             2097152               70.80               70.80                1.39                1.39
               98304             4194304               70.40               70.40                1.40                1.40
              196608               65536               73.41               73.41                2.68                2.68
              196608              131072               73.53               73.53                2.67                2.67
              196608              262144               72.92               72.92                2.70                2.70
              196608              524288               73.25               73.25                2.68                2.68
              196608             1048576               73.27               73.27                2.68                2.68
              196608             2097152               73.51               73.51                2.67                2.67
              196608             4194304               73.84               73.84                2.66                2.66
              393216               65536               74.97               74.97                5.25                5.25
              393216              131072               74.99               74.99                5.24                5.24
              393216              262144               74.28               74.28                5.29                5.29
              393216              524288               74.87               74.87                5.25                5.25
              393216             1048576               74.98               74.98                5.24                5.24
              393216             2097152               74.28               74.28                5.29                5.29
              393216             4194304               74.48               74.48                5.28                5.28
              786432               65536               76.93               76.93               10.22               10.22
              786432              131072               77.57               77.57               10.14               10.14
              786432              262144               76.82               76.82               10.24               10.24
              786432              524288               76.64               76.64               10.26               10.26
              786432             1048576               76.69               76.69               10.26               10.26
              786432             2097152               77.04               77.04               10.21               10.21
              786432             4194304               76.63               76.63               10.26               10.26
             1572864               65536               81.18               81.18               19.37               19.37
             1572864              131072               80.67               80.67               19.50               19.50
             1572864              262144               80.59               80.59               19.52               19.52
             1572864              524288               81.00               81.00               19.42               19.42
             1572864             1048576               81.38               81.38               19.33               19.33
             1572864             2097152               81.40               81.40               19.32               19.32
             1572864             4194304               80.62               80.62               19.51               19.51
             3145728               65536               87.12               87.12               36.11               36.11
             3145728              131072               87.78               87.78               35.84               35.84
             3145728              262144               87.17               87.17               36.09               36.09
             3145728              524288               86.67               86.67               36.29               36.29
             3145728             1048576               86.32               86.32               36.44               36.44
             3145728             2097152               87.06               87.06               36.13               36.13
             3145728             4194304               87.13               87.13               36.10               36.10
             6291456               65536              154.28              154.28               40.78               40.78
             6291456              131072              101.38              101.38               62.06               62.06
             6291456              262144              100.94              100.94               62.33               62.33
             6291456              524288              100.00              100.00               62.91               62.91
             6291456             1048576              100.62              100.62               62.53               62.53
             6291456             2097152              101.93              101.93               61.72               61.72
             6291456             4194304              100.92              100.92               62.34               62.34
            12582912               65536              275.04              275.04               45.75               45.75
            12582912              131072              183.85              183.85               68.44               68.44
            12582912              262144              119.92              119.92              104.93              104.93
            12582912              524288              119.24              119.24              105.52              105.52
            12582912             1048576              122.01              122.01              103.13              103.13
            12582912             2097152              120.71              120.71              104.24              104.24
            12582912             4194304              119.23              119.23              105.53              105.53
            25165824               65536              521.34              521.34               48.27               48.27
            25165824              131072              328.33              328.33               76.65               76.65
            25165824              262144              239.68              239.68              105.00              105.00
            25165824              524288              174.83              174.83              143.95              143.95
            25165824             1048576              175.58              175.58              143.33              143.33
            25165824             2097152              175.21              175.21              143.64              143.64
            25165824             4194304              176.27              176.27              142.77              142.77
            50331648               65536             1017.35             1017.35               49.47               49.47
            50331648              131072              627.48              627.48               80.21               80.21
            50331648              262144              422.05              422.05              119.25              119.25
            50331648              524288              332.74              332.74              151.26              151.26
            50331648             1048576              280.38              280.38              179.51              179.51
            50331648             2097152              287.76              287.76              174.91              174.91
            50331648             4194304              283.56              283.56              177.50              177.50
           100663296               65536             2018.82             2018.82               49.86               49.86
           100663296              131072             1227.59             1227.59               82.00               82.00
           100663296              262144              805.25              805.25              125.01              125.01
           100663296              524288              617.16              617.16              163.11              163.11
           100663296             1048576              521.79              521.79              192.92              192.92
           100663296             2097152              516.20              516.20              195.01              195.01
           100663296             4194304              515.11              515.11              195.42              195.42
           201326592               65536             4010.69             4010.69               50.20               50.20
           201326592              131072             2423.89             2423.89               83.06               83.06
           201326592              262144             1567.59             1567.59              128.43              128.43
           201326592              524288             1184.58             1184.58              169.96              169.96
           201326592             1048576              973.22              973.22              206.87              206.87
           201326592             2097152              899.44              899.44              223.84              223.84
           201326592             4194304              996.55              996.55              202.02              202.02
           402653184               65536             7981.52             7981.52               50.45               50.45
           402653184              131072             4789.63             4789.63               84.07               84.07
           402653184              262144             3053.07             3053.07              131.88              131.88
           402653184              524288             2252.48             2252.48              178.76              178.76
           402653184             1048576             1849.73             1849.73              217.68              217.68
           402653184             2097152             1657.82             1657.82              242.88              242.88
           402653184             4194304             1685.01             1685.01              238.96              238.96
           805306368               65536            15923.61            15923.61               50.57               50.57
           805306368              131072             9525.84             9525.84               84.54               84.54
           805306368              262144             6004.94             6004.94              134.11              134.11
           805306368              524288             4331.97             4331.97              185.90              185.90
           805306368             1048576             3584.85             3584.85              224.64              224.64
           805306368             2097152             3100.89             3100.89              259.70              259.70
           805306368             4194304             3121.36             3121.36              258.00              258.00
          1610612736               65536            31917.09            31917.09               50.46               50.46
          1610612736              131072            19003.30            19003.30               84.75               84.75
          1610612736              262144            11941.67            11941.67              134.87              134.87
          1610612736              524288             8451.38             8451.38              190.57              190.57
          1610612736             1048576             7074.70             7074.70              227.66              227.66
          1610612736             2097152             6085.50             6085.50              264.66              264.66
          1610612736             4194304             6130.42             6130.42              262.72              262.72
          3221225472               65536            63929.79            63929.79               50.39               50.39
          3221225472              131072            38030.39            38030.39               84.70               84.70
          3221225472              262144            23764.43            23764.43              135.55              135.55
          3221225472              524288            16599.84            16599.84              194.05              194.05
          3221225472             1048576            13917.02            13917.02              231.46              231.46
          3221225472             2097152            12073.12            12073.12              266.81              266.81
          3221225472             4194304            12143.37            12143.37              265.27              265.27

####################################################### Allgather #######################################################
nranks=16
k=3
check_iters=0, warmup_iters=100, iters=100
nblocks=90, n_parallel_sm_blocks=2
KERNEL=pipeline_allgather_kernel_parallel_sm.cu::pipeline_allgather_schedule
BENCH_METHOD=2

             size(B)        send_size(B)        avg_time(us)        min_time(us)     avg_algbw(GB/s)     max_algbw(GB/s)
                3072               65536               72.17               72.17                0.04                0.04
                3072              131072               73.19               73.19                0.04                0.04
                3072              262144               72.35               72.35                0.04                0.04
                3072              524288               74.37               74.37                0.04                0.04
                3072             1048576               72.69               72.69                0.04                0.04
                3072             2097152               73.00               73.00                0.04                0.04
                3072             4194304               72.76               72.76                0.04                0.04
                6144               65536               72.60               72.60                0.08                0.08
                6144              131072               72.79               72.79                0.08                0.08
                6144              262144               72.82               72.82                0.08                0.08
                6144              524288               72.79               72.79                0.08                0.08
                6144             1048576               73.82               73.82                0.08                0.08
                6144             2097152               73.00               73.00                0.08                0.08
                6144             4194304               72.54               72.54                0.08                0.08
               12288               65536               73.12               73.12                0.17                0.17
               12288              131072               73.08               73.08                0.17                0.17
               12288              262144               72.69               72.69                0.17                0.17
               12288              524288               72.93               72.93                0.17                0.17
               12288             1048576               72.56               72.56                0.17                0.17
               12288             2097152               72.63               72.63                0.17                0.17
               12288             4194304               72.78               72.78                0.17                0.17
               24576               65536               72.74               72.74                0.34                0.34
               24576              131072               72.19               72.19                0.34                0.34
               24576              262144               72.86               72.86                0.34                0.34
               24576              524288               72.19               72.19                0.34                0.34
               24576             1048576               72.63               72.63                0.34                0.34
               24576             2097152               72.54               72.54                0.34                0.34
               24576             4194304               72.50               72.50                0.34                0.34
               49152               65536               72.13               72.13                0.68                0.68
               49152              131072               72.46               72.46                0.68                0.68
               49152              262144               73.09               73.09                0.67                0.67
               49152              524288               72.65               72.65                0.68                0.68
               49152             1048576               72.77               72.77                0.68                0.68
               49152             2097152               73.00               73.00                0.67                0.67
               49152             4194304               72.43               72.43                0.68                0.68
               98304               65536               73.34               73.34                1.34                1.34
               98304              131072               72.84               72.84                1.35                1.35
               98304              262144               72.90               72.90                1.35                1.35
               98304              524288               73.50               73.50                1.34                1.34
               98304             1048576               73.03               73.03                1.35                1.35
               98304             2097152               72.92               72.92                1.35                1.35
               98304             4194304               73.28               73.28                1.34                1.34
              196608               65536               76.13               76.13                2.58                2.58
              196608              131072               76.22               76.22                2.58                2.58
              196608              262144               76.48               76.48                2.57                2.57
              196608              524288               75.80               75.80                2.59                2.59
              196608             1048576               76.21               76.21                2.58                2.58
              196608             2097152               76.84               76.84                2.56                2.56
              196608             4194304               76.04               76.04                2.59                2.59
              393216               65536               78.71               78.71                5.00                5.00
              393216              131072               77.98               77.98                5.04                5.04
              393216              262144               76.80               76.80                5.12                5.12
              393216              524288               77.56               77.56                5.07                5.07
              393216             1048576               77.11               77.11                5.10                5.10
              393216             2097152               77.30               77.30                5.09                5.09
              393216             4194304               77.51               77.51                5.07                5.07
              786432               65536               83.50               83.50                9.42                9.42
              786432              131072               82.55               82.55                9.53                9.53
              786432              262144               80.19               80.19                9.81                9.81
              786432              524288               80.09               80.09                9.82                9.82
              786432             1048576               79.79               79.79                9.86                9.86
