root@vmss-a100000005:~# /usr/local/mpi/bin/mpirun -allow-run-as-root -np 16 --bind-to numa -hostfile /root/hosts.txt -x MSCCLPP_DEBUG=WARN -x LD_LIBRARY_PATH=/root/mscclpp-public/build:$LD_LIBRARY_PATH -mca pml ob1 -mca btl ^openib -mca btl_tcp_if_include eth0 -x NCCL_IB_PCI_RELAXED_ORDERING=1 -x NCCL_SOCKET_IFNAME=eth0 -x CUDA_DEVICE_ORDER=PCI_BUS_ID -x NCCL_NET_GDR_LEVEL=5 -x NCCL_TOPO_FILE=/topo.xml -x NCCL_NET_PLUGIN=none -x NCCL_IB_DISABLE=0 -x NCCL_MIN_NCHANNELS=32 -x NCCL_DEBUG=WARN -x NCCL_P2P_DISABLE=0 -x NCCL_SHM_DISABLE=0 -x MSCCLPP_HOME=/root/mscclpp-public -np 16 -npernode 8 python3 /root/mscclpp-public/python/test/pipeline_expt_2_node.py
tree_file=symmetric/sym_split_IB20_NV300_bw_k_1_320
####################################################### Allgather #######################################################
nranks=16
k=1
check_iters=0, warmup_iters=100, iters=100
KERNEL_FILE=pipeline_kernel.cu, BENCH_METHOD=2

             size(B)        send_size(B)        avg_time(us)        min_time(us)     avg_algbw(GB/s)     max_algbw(GB/s)
                3072              524288               80.41               80.41                0.04                0.04
                3072             1048576               80.21               80.21                0.04                0.04
                3072             2097152               79.43               79.43                0.04                0.04
                6144               65536               78.95               78.95                0.08                0.08
                6144              131072               78.03               78.03                0.08                0.08
                6144              262144               76.78               76.78                0.08                0.08
                6144              524288               76.25               76.25                0.08                0.08
                6144             1048576               75.75               75.75                0.08                0.08
                6144             2097152               75.10               75.10                0.08                0.08
               12288               65536               73.80               73.80                0.17                0.17
               12288              131072               74.17               74.17                0.17                0.17
               12288              262144               73.82               73.82                0.17                0.17
               12288              524288               73.64               73.64                0.17                0.17
               12288             1048576               73.00               73.00                0.17                0.17
               12288             2097152               71.12               71.12                0.17                0.17
               24576               65536               70.29               70.29                0.35                0.35
               24576              131072               70.65               70.65                0.35                0.35
               24576              262144               70.77               70.77                0.35                0.35
               24576              524288               70.32               70.32                0.35                0.35
               24576             1048576               70.75               70.75                0.35                0.35
               24576             2097152               70.25               70.25                0.35                0.35
               49152               65536               73.33               73.33                0.67                0.67
               49152              131072               70.43               70.43                0.70                0.70
               49152              262144               70.70               70.70                0.70                0.70
               49152              524288               70.56               70.56                0.70                0.70
               49152             1048576               70.33               70.33                0.70                0.70
               49152             2097152               70.49               70.49                0.70                0.70
               98304               65536               70.90               70.90                1.39                1.39
               98304              131072               70.72               70.72                1.39                1.39
               98304              262144               70.64               70.64                1.39                1.39
               98304              524288               70.77               70.77                1.39                1.39
               98304             1048576               71.29               71.29                1.38                1.38
               98304             2097152               71.18               71.18                1.38                1.38
              196608               65536               72.21               72.21                2.72                2.72
              196608              131072               71.97               71.97                2.73                2.73
              196608              262144               72.09               72.09                2.73                2.73
              196608              524288               71.87               71.87                2.74                2.74
              196608             1048576               72.03               72.03                2.73                2.73
              196608             2097152               72.77               72.77                2.70                2.70
              393216               65536               79.94               79.94                4.92                4.92
              393216              131072               80.55               80.55                4.88                4.88
              393216              262144               80.34               80.34                4.89                4.89
              393216              524288               80.40               80.40                4.89                4.89
              393216             1048576               80.49               80.49                4.89                4.89
              393216             2097152               80.66               80.66                4.87                4.87
              786432               65536               89.74               89.74                8.76                8.76
              786432              131072               88.28               88.28                8.91                8.91
              786432              262144               88.17               88.17                8.92                8.92
              786432              524288               88.69               88.69                8.87                8.87
              786432             1048576               89.08               89.08                8.83                8.83
              786432             2097152               92.98               92.98                8.46                8.46
             1572864               65536              104.21              104.21               15.09               15.09
             1572864              131072              111.33              111.33               14.13               14.13
             1572864              262144              110.79              110.79               14.20               14.20
             1572864              524288              110.49              110.49               14.24               14.24
             1572864             1048576              110.34              110.34               14.26               14.26
             1572864             2097152              110.32              110.32               14.26               14.26
             3145728               65536              120.27              120.27               26.16               26.16
             3145728              131072              133.29              133.29               23.60               23.60
             3145728              262144              154.15              154.15               20.41               20.41
             3145728              524288              154.07              154.07               20.42               20.42
             3145728             1048576              154.47              154.47               20.36               20.36
             3145728             2097152              154.23              154.23               20.40               20.40
             6291456               65536              154.55              154.55               40.71               40.71
             6291456              131072              159.50              159.50               39.45               39.45
             6291456              262144              193.81              193.81               32.46               32.46
             6291456              524288              239.39              239.39               26.28               26.28
             6291456             1048576              238.30              238.30               26.40               26.40
             6291456             2097152              238.59              238.59               26.37               26.37
            12582912               65536              224.70              224.70               56.00               56.00
            12582912              131072              205.26              205.26               61.30               61.30
            12582912              262144              233.84              233.84               53.81               53.81
            12582912              524288              315.19              315.19               39.92               39.92
            12582912             1048576              408.81              408.81               30.78               30.78
            12582912             2097152              409.13              409.13               30.76               30.76
            25165824               65536              354.32              354.32               71.02               71.02
            25165824              131072              296.66              296.66               84.83               84.83
            25165824              262144              302.26              302.26               83.26               83.26
            25165824              524288              375.63              375.63               67.00               67.00
            25165824             1048576              554.35              554.35               45.40               45.40
            25165824             2097152              745.30              745.30               33.77               33.77
            50331648               65536              616.91              616.91               81.59               81.59
            50331648              131072              477.75              477.75              105.35              105.35
            50331648              262144              438.44              438.44              114.80              114.80
            50331648              524288              489.94              489.94              102.73              102.73
            50331648             1048576              662.28              662.28               76.00               76.00
            50331648             2097152             1037.37             1037.37               48.52               48.52
           100663296               65536             1143.38             1143.38               88.04               88.04
           100663296              131072              840.61              840.61              119.75              119.75
           100663296              262144              719.72              719.72              139.86              139.86
           100663296              524288              747.09              747.09              134.74              134.74
           100663296             1048576              917.86              917.86              109.67              109.67
           100663296             2097152             1380.06             1380.06               72.94               72.94
           201326592               65536             2223.71             2223.71               90.54               90.54
           201326592              131072             1572.28             1572.28              128.05              128.05
           201326592              262144             1283.08             1283.08              156.91              156.91
           201326592              524288             1274.38             1274.38              157.98              157.98
           201326592             1048576             1440.61             1440.61              139.75              139.75
           201326592             2097152             1905.39             1905.39              105.66              105.66
           402653184               65536             4454.14             4454.14               90.40               90.40
           402653184              131072             3063.98             3063.98              131.41              131.41
           402653184              262144             2414.60             2414.60              166.76              166.76
           402653184              524288             2368.66             2368.66              169.99              169.99
           402653184             1048576             2479.02             2479.02              162.42              162.42
           402653184             2097152             2927.91             2927.91              137.52              137.52
           805306368               65536             8897.64             8897.64               90.51               90.51
           805306368              131072             6042.01             6042.01              133.28              133.28
           805306368              262144             4685.81             4685.81              171.86              171.86
           805306368              524288             4540.64             4540.64              177.36              177.36
           805306368             1048576             4582.15             4582.15              175.75              175.75
           805306368             2097152             5032.24             5032.24              160.03              160.03
          1610612736               65536            17789.83            17789.83               90.54               90.54
          1610612736              131072            12064.16            12064.16              133.50              133.50
          1610612736              262144            10944.29            10944.29              147.16              147.16
          1610612736              524288             8912.33             8912.33              180.72              180.72
          1610612736             1048576             9710.84             9710.84              165.86              165.86
          1610612736             2097152            10660.02            10660.02              151.09              151.09
          3221225472               65536            35564.34            35564.34               90.57               90.57
          3221225472              131072            25910.97            25910.97              124.32              124.32
          3221225472              262144            19568.89            19568.89              164.61              164.61
          3221225472              524288            17687.47            17687.47              182.12              182.12
          3221225472             1048576            17278.92            17278.92              186.43              186.43
          3221225472             2097152            17707.44            17707.44              181.91              181.91

####################################################### Allgather #######################################################
nranks=16
k=2
check_iters=0, warmup_iters=100, iters=100
KERNEL_FILE=pipeline_kernel.cu, BENCH_METHOD=2

             size(B)        send_size(B)        avg_time(us)        min_time(us)     avg_algbw(GB/s)     max_algbw(GB/s)
                3072               65536               85.40               85.40                0.04                0.04
                3072              131072               86.44               86.44                0.04                0.04
                3072              262144               86.77               86.77                0.04                0.04
                3072              524288               86.06               86.06                0.04                0.04
                3072             1048576               85.84               85.84                0.04                0.04
                3072             2097152               87.45               87.45                0.04                0.04
                6144               65536               85.48               85.48                0.07                0.07
                6144              131072               85.53               85.53                0.07                0.07
                6144              262144               85.35               85.35                0.07                0.07
                6144              524288               85.52               85.52                0.07                0.07
                6144             1048576               85.45               85.45                0.07                0.07
                6144             2097152               85.36               85.36                0.07                0.07
               12288               65536               84.83               84.83                0.14                0.14
               12288              131072               85.40               85.40                0.14                0.14
               12288              262144               85.39               85.39                0.14                0.14
               12288              524288               84.85               84.85                0.14                0.14
               12288             1048576               86.42               86.42                0.14                0.14
               12288             2097152               84.95               84.95                0.14                0.14
               24576               65536               84.17               84.17                0.29                0.29
               24576              131072               84.91               84.91                0.29                0.29
               24576              262144               85.44               85.44                0.29                0.29
               24576              524288               84.36               84.36                0.29                0.29
               24576             1048576               84.54               84.54                0.29                0.29
               24576             2097152               84.90               84.90                0.29                0.29
               49152               65536               85.02               85.02                0.58                0.58
               49152              131072               88.09               88.09                0.56                0.56
               49152              262144               87.23               87.23                0.56                0.56
               49152              524288               84.63               84.63                0.58                0.58
               49152             1048576               84.54               84.54                0.58                0.58
               49152             2097152               84.63               84.63                0.58                0.58
               98304               65536               85.74               85.74                1.15                1.15
               98304              131072               85.41               85.41                1.15                1.15
               98304              262144               84.79               84.79                1.16                1.16
               98304              524288               85.37               85.37                1.15                1.15
               98304             1048576               85.09               85.09                1.16                1.16
               98304             2097152               85.45               85.45                1.15                1.15
              196608               65536               86.46               86.46                2.27                2.27
              196608              131072               86.93               86.93                2.26                2.26
              196608              262144               87.12               87.12                2.26                2.26
              196608              524288               87.07               87.07                2.26                2.26
              196608             1048576               87.02               87.02                2.26                2.26
              196608             2097152               87.08               87.08                2.26                2.26
              393216               65536               89.30               89.30                4.40                4.40
              393216              131072               88.94               88.94                4.42                4.42
              393216              262144               88.70               88.70                4.43                4.43
              393216              524288               89.67               89.67                4.39                4.39
              393216             1048576               88.90               88.90                4.42                4.42
              393216             2097152               89.19               89.19                4.41                4.41
              786432               65536               98.08               98.08                8.02                8.02
              786432              131072              101.06              101.06                7.78                7.78
              786432              262144               99.72               99.72                7.89                7.89
              786432              524288               97.99               97.99                8.03                8.03
              786432             1048576               98.38               98.38                7.99                7.99
              786432             2097152               98.03               98.03                8.02                8.02
             1572864               65536              108.75              108.75               14.46               14.46
             1572864              131072              108.06              108.06               14.56               14.56
             1572864              262144              108.29              108.29               14.52               14.52
             1572864              524288              108.25              108.25               14.53               14.53
             1572864             1048576              108.18              108.18               14.54               14.54
             1572864             2097152              108.29              108.29               14.52               14.52
             3145728               65536              127.49              127.49               24.67               24.67
             3145728              131072              133.51              133.51               23.56               23.56
             3145728              262144              134.03              134.03               23.47               23.47
             3145728              524288              134.00              134.00               23.48               23.48
             3145728             1048576              134.94              134.94               23.31               23.31
             3145728             2097152              134.34              134.34               23.42               23.42
             6291456               65536              153.87              153.87               40.89               40.89
             6291456              131072              161.68              161.68               38.91               38.91
             6291456              262144              180.05              180.05               34.94               34.94
             6291456              524288              176.95              176.95               35.56               35.56
             6291456             1048576              180.92              180.92               34.77               34.77
             6291456             2097152              179.48              179.48               35.05               35.05
            12582912               65536              217.42              217.42               57.87               57.87
            12582912              131072              204.91              204.91               61.41               61.41
            12582912              262144              233.02              233.02               54.00               54.00
            12582912              524288              270.47              270.47               46.52               46.52
            12582912             1048576              269.88              269.88               46.62               46.62
            12582912             2097152              271.92              271.92               46.27               46.27
            25165824               65536              358.18              358.18               70.26               70.26
            25165824              131072              290.16              290.16               86.73               86.73
            25165824              262144              297.40              297.40               84.62               84.62
            25165824              524288              373.49              373.49               67.38               67.38
            25165824             1048576              454.75              454.75               55.34               55.34
            25165824             2097152              456.97              456.97               55.07               55.07
            50331648               65536              624.50              624.50               80.60               80.60
            50331648              131072              487.34              487.34              103.28              103.28
            50331648              262144              432.96              432.96              116.25              116.25
            50331648              524288              485.12              485.12              103.75              103.75
            50331648             1048576              655.55              655.55               76.78               76.78
            50331648             2097152              830.36              830.36               60.61               60.61
           100663296               65536             1162.65             1162.65               86.58               86.58
           100663296              131072              859.24              859.24              117.15              117.15
           100663296              262144              724.03              724.03              139.03              139.03
           100663296              524288              713.49              713.49              141.09              141.09
           100663296             1048576              904.80              904.80              111.26              111.26
           100663296             2097152             1380.21             1380.21               72.93               72.93
           201326592               65536             2264.52             2264.52               88.90               88.90
           201326592              131072             1615.03             1615.03              124.66              124.66
           201326592              262144             1307.28             1307.28              154.00              154.00
           201326592              524288             1160.29             1160.29              173.51              173.51
           201326592             1048576             1355.10             1355.10              148.57              148.57
           201326592             2097152             1809.26             1809.26              111.28              111.28
           402653184               65536             4466.85             4466.85               90.14               90.14
           402653184              131072             3113.32             3113.32              129.33              129.33
           402653184              262144             2455.29             2455.29              163.99              163.99
           402653184              524288             2044.65             2044.65              196.93              196.93
           402653184             1048576             2162.67             2162.67              186.18              186.18
           402653184             2097152             2645.19             2645.19              152.22              152.22
           805306368               65536             8889.84             8889.84               90.59               90.59
           805306368              131072             6108.03             6108.03              131.84              131.84
           805306368              262144             4780.50             4780.50              168.46              168.46
           805306368              524288             3807.15             3807.15              211.52              211.52
           805306368             1048576             3720.63             3720.63              216.44              216.44
           805306368             2097152             4208.34             4208.34              191.36              191.36
          1610612736               65536            17744.79            17744.79               90.77               90.77
          1610612736              131072            12088.56            12088.56              133.23              133.23
          1610612736              262144             9411.73             9411.73              171.13              171.13
          1610612736              524288             7335.01             7335.01              219.58              219.58
          1610612736             1048576             6714.54             6714.54              239.87              239.87
          1610612736             2097152             7218.16             7218.16              223.13              223.13
          3221225472               65536            35345.87            35345.87               91.13               91.13
          3221225472              131072            24027.00            24027.00              134.07              134.07
          3221225472              262144            18645.02            18645.02              172.77              172.77
          3221225472              524288            14310.50            14310.50              225.10              225.10
          3221225472             1048576            12762.47            12762.47              252.40              252.40
          3221225472             2097152            13212.28            13212.28              243.81              243.81

####################################################### Allgather #######################################################
nranks=16
k=4
check_iters=0, warmup_iters=100, iters=100
KERNEL_FILE=pipeline_kernel.cu, BENCH_METHOD=2

             size(B)        send_size(B)        avg_time(us)        min_time(us)     avg_algbw(GB/s)     max_algbw(GB/s)
                3072               65536              115.42              115.42                0.03                0.03
                3072              131072              115.17              115.17                0.03                0.03
                3072              262144              116.95              116.95                0.03                0.03
                3072              524288              115.16              115.16                0.03                0.03
                3072             1048576              115.38              115.38                0.03                0.03
                3072             2097152              115.48              115.48                0.03                0.03
                6144               65536              115.10              115.10                0.05                0.05
                6144              131072              114.57              114.57                0.05                0.05
                6144              262144              115.12              115.12                0.05                0.05
                6144              524288              115.53              115.53                0.05                0.05
                6144             1048576              115.26              115.26                0.05                0.05
                6144             2097152              115.05              115.05                0.05                0.05
               12288               65536              115.04              115.04                0.11                0.11
               12288              131072              115.57              115.57                0.11                0.11
               12288              262144              114.86              114.86                0.11                0.11
               12288              524288              115.05              115.05                0.11                0.11
               12288             1048576              114.93              114.93                0.11                0.11
               12288             2097152              115.21              115.21                0.11                0.11
               24576               65536              114.96              114.96                0.21                0.21
               24576              131072              114.61              114.61                0.21                0.21
               24576              262144              114.73              114.73                0.21                0.21
               24576              524288              115.31              115.31                0.21                0.21
               24576             1048576              114.93              114.93                0.21                0.21
               24576             2097152              114.97              114.97                0.21                0.21
               49152               65536              115.40              115.40                0.43                0.43
               49152              131072              114.83              114.83                0.43                0.43
               49152              262144              114.67              114.67                0.43                0.43
               49152              524288              114.80              114.80                0.43                0.43
               49152             1048576              114.57              114.57                0.43                0.43
               49152             2097152              114.90              114.90                0.43                0.43
               98304               65536              115.08              115.08                0.85                0.85
               98304              131072              114.41              114.41                0.86                0.86
               98304              262144              114.63              114.63                0.86                0.86
               98304              524288              115.59              115.59                0.85                0.85
               98304             1048576              115.11              115.11                0.85                0.85
               98304             2097152              115.06              115.06                0.85                0.85
              196608               65536              115.67              115.67                1.70                1.70
              196608              131072              116.05              116.05                1.69                1.69
              196608              262144              120.49              120.49                1.63                1.63
              196608              524288              115.94              115.94                1.70                1.70
              196608             1048576              117.07              117.07                1.68                1.68
              196608             2097152              115.96              115.96                1.70                1.70
              393216               65536              119.26              119.26                3.30                3.30
              393216              131072              119.34              119.34                3.30                3.30
              393216              262144              119.13              119.13                3.30                3.30
              393216              524288              119.29              119.29                3.30                3.30
              393216             1048576              119.04              119.04                3.30                3.30
              393216             2097152              118.76              118.76                3.31                3.31
              786432               65536              123.21              123.21                6.38                6.38
              786432              131072              123.03              123.03                6.39                6.39
              786432              262144              123.14              123.14                6.39                6.39
              786432              524288              122.73              122.73                6.41                6.41
              786432             1048576              123.06              123.06                6.39                6.39
              786432             2097152              123.39              123.39                6.37                6.37
             1572864               65536              133.91              133.91               11.75               11.75
             1572864              131072              133.52              133.52               11.78               11.78
             1572864              262144              133.63              133.63               11.77               11.77
             1572864              524288              133.73              133.73               11.76               11.76
             1572864             1048576              133.75              133.75               11.76               11.76
             1572864             2097152              133.61              133.61               11.77               11.77
             3145728               65536              146.29              146.29               21.50               21.50
             3145728              131072              146.31              146.31               21.50               21.50
             3145728              262144              146.61              146.61               21.46               21.46
             3145728              524288              146.95              146.95               21.41               21.41
             3145728             1048576              146.40              146.40               21.49               21.49
             3145728             2097152              146.58              146.58               21.46               21.46
             6291456               65536              188.93              188.93               33.30               33.30
             6291456              131072              179.51              179.51               35.05               35.05
             6291456              262144              179.63              179.63               35.02               35.02
             6291456              524288              179.89              179.89               34.97               34.97
             6291456             1048576              180.06              180.06               34.94               34.94
             6291456             2097152              181.74              181.74               34.62               34.62
            12582912               65536              237.47              237.47               52.99               52.99
            12582912              131072              237.24              237.24               53.04               53.04
            12582912              262144              243.73              243.73               51.63               51.63
            12582912              524288              243.54              243.54               51.67               51.67
            12582912             1048576              243.43              243.43               51.69               51.69
            12582912             2097152              241.95              241.95               52.01               52.01
            25165824               65536              348.46              348.46               72.22               72.22
            25165824              131072              300.05              300.05               83.87               83.87
            25165824              262144              338.33              338.33               74.38               74.38
            25165824              524288              347.61              347.61               72.40               72.40
            25165824             1048576              345.18              345.18               72.91               72.91
            25165824             2097152              348.33              348.33               72.25               72.25
            50331648               65536              659.87              659.87               76.28               76.28
            50331648              131072              475.63              475.63              105.82              105.82
            50331648              262144              446.55              446.55              112.71              112.71
            50331648              524288              524.78              524.78               95.91               95.91
            50331648             1048576              572.77              572.77               87.87               87.87
            50331648             2097152              571.89              571.89               88.01               88.01
           100663296               65536             1205.02             1205.02               83.54               83.54
           100663296              131072              889.82              889.82              113.13              113.13
           100663296              262144              721.32              721.32              139.56              139.56
           100663296              524288              707.52              707.52              142.28              142.28
           100663296             1048576              910.89              910.89              110.51              110.51
           100663296             2097152             1187.89             1187.89               84.74               84.74
           201326592               65536             2287.25             2287.25               88.02               88.02
           201326592              131072             1643.09             1643.09              122.53              122.53
           201326592              262144             1348.51             1348.51              149.30              149.30
           201326592              524288             1163.76             1163.76              173.00              173.00
           201326592             1048576             1267.87             1267.87              158.79              158.79
           201326592             2097152             1748.73             1748.73              115.13              115.13
           402653184               65536             4478.01             4478.01               89.92               89.92
           402653184              131072             3126.29             3126.29              128.80              128.80
           402653184              262144             2503.36             2503.36              160.84              160.84
           402653184              524288             2082.97             2082.97              193.31              193.31
           402653184             1048576             2089.30             2089.30              192.72              192.72
           402653184             2097152             2467.15             2467.15              163.21              163.21
           805306368               65536             8876.57             8876.57               90.72               90.72
           805306368              131072             6110.18             6110.18              131.80              131.80
           805306368              262144             4807.26             4807.26              167.52              167.52
           805306368              524288             3869.04             3869.04              208.14              208.14
           805306368             1048576             3654.23             3654.23              220.38              220.38
           805306368             2097152             4023.66             4023.66              200.14              200.14
          1610612736               65536            17733.85            17733.85               90.82               90.82
          1610612736              131072            12105.26            12105.26              133.05              133.05
          1610612736              262144             9459.56             9459.56              170.26              170.26
          1610612736              524288             7387.23             7387.23              218.03              218.03
          1610612736             1048576             6546.62             6546.62              246.02              246.02
          1610612736             2097152             7040.61             7040.61              228.76              228.76
          3221225472               65536            35320.64            35320.64               91.20               91.20
          3221225472              131072            24064.10            24064.10              133.86              133.86
          3221225472              262144            18734.92            18734.92              171.94              171.94
          3221225472              524288            14391.55            14391.55              223.83              223.83
          3221225472             1048576            12513.94            12513.94              257.41              257.41
          3221225472             2097152            12930.57            12930.57              249.12              249.12

####################################################### Allgather #######################################################
nranks=16
k=8
check_iters=0, warmup_iters=100, iters=100
KERNEL_FILE=pipeline_kernel.cu, BENCH_METHOD=2

             size(B)        send_size(B)        avg_time(us)        min_time(us)     avg_algbw(GB/s)     max_algbw(GB/s)
Warning: nblocks=128 > 100
Warning: nblocks=128 > 100
Warning: nblocks=128 > 100
Warning: nblocks=128 > 100
Warning: nblocks=128 > 100
Warning: nblocks=128 > 100
Warning: nblocks=128 > 100
Warning: nblocks=128 > 100
Warning: nblocks=128 > 100
Warning: nblocks=128 > 100
Warning: nblocks=128 > 100
Warning: nblocks=128 > 100
Warning: nblocks=128 > 100
Warning: nblocks=128 > 100
Warning: nblocks=128 > 100
Warning: nblocks=128 > 100
                3072               65536              217.00              217.00                0.01                0.01
                3072              131072              217.05              217.05                0.01                0.01
                3072              262144              216.73              216.73                0.01                0.01
                3072              524288              216.89              216.89                0.01                0.01
                3072             1048576              217.01              217.01                0.01                0.01
                3072             2097152              217.56              217.56                0.01                0.01
                6144               65536              216.14              216.14                0.03                0.03
                6144              131072              215.46              215.46                0.03                0.03
                6144              262144              216.77              216.77                0.03                0.03
                6144              524288              215.88              215.88                0.03                0.03
                6144             1048576              217.45              217.45                0.03                0.03
                6144             2097152              216.20              216.20                0.03                0.03
               12288               65536              216.44              216.44                0.06                0.06
               12288              131072              216.38              216.38                0.06                0.06
               12288              262144              216.80              216.80                0.06                0.06
               12288              524288              216.09              216.09                0.06                0.06
               12288             1048576              216.63              216.63                0.06                0.06
               12288             2097152              217.56              217.56                0.06                0.06
               24576               65536              216.48              216.48                0.11                0.11
               24576              131072              216.82              216.82                0.11                0.11
               24576              262144              216.40              216.40                0.11                0.11
               24576              524288              220.01              220.01                0.11                0.11
               24576             1048576              216.20              216.20                0.11                0.11
               24576             2097152              216.76              216.76                0.11                0.11
               49152               65536              217.21              217.21                0.23                0.23
               49152              131072              217.27              217.27                0.23                0.23
               49152              262144              216.99              216.99                0.23                0.23
               49152              524288              216.42              216.42                0.23                0.23
               49152             1048576              217.30              217.30                0.23                0.23
               49152             2097152              217.45              217.45                0.23                0.23
               98304               65536              217.93              217.93                0.45                0.45
               98304              131072              216.99              216.99                0.45                0.45
               98304              262144              217.25              217.25                0.45                0.45
               98304              524288              216.73              216.73                0.45                0.45
               98304             1048576              218.23              218.23                0.45                0.45
               98304             2097152              217.28              217.28                0.45                0.45
              196608               65536              219.49              219.49                0.90                0.90
              196608              131072              218.07              218.07                0.90                0.90
              196608              262144              219.23              219.23                0.90                0.90
              196608              524288              219.51              219.51                0.90                0.90
              196608             1048576              218.93              218.93                0.90                0.90
              196608             2097152              218.79              218.79                0.90                0.90
              393216               65536              222.47              222.47                1.77                1.77
              393216              131072              221.57              221.57                1.77                1.77
              393216              262144              221.61              221.61                1.77                1.77
              393216              524288              221.32              221.32                1.78                1.78
              393216             1048576              221.08              221.08                1.78                1.78
              393216             2097152              221.67              221.67                1.77                1.77
              786432               65536              233.09              233.09                3.37                3.37
              786432              131072              232.98              232.98                3.38                3.38
              786432              262144              233.19              233.19                3.37                3.37
              786432              524288              233.80              233.80                3.36                3.36
              786432             1048576              233.95              233.95                3.36                3.36
              786432             2097152              233.55              233.55                3.37                3.37
             1572864               65536              244.86              244.86                6.42                6.42
             1572864              131072              244.75              244.75                6.43                6.43
             1572864              262144              244.49              244.49                6.43                6.43
             1572864              524288              244.79              244.79                6.43                6.43
             1572864             1048576              244.81              244.81                6.42                6.42
             1572864             2097152              244.91              244.91                6.42                6.42
             3145728               65536              264.77              264.77               11.88               11.88
             3145728              131072              263.70              263.70               11.93               11.93
             3145728              262144              266.48              266.48               11.80               11.80
             3145728              524288              263.60              263.60               11.93               11.93
             3145728             1048576              264.39              264.39               11.90               11.90
             3145728             2097152              263.84              263.84               11.92               11.92
             6291456               65536              293.74              293.74               21.42               21.42
             6291456              131072              293.23              293.23               21.46               21.46
             6291456              262144              293.19              293.19               21.46               21.46
             6291456              524288              293.49              293.49               21.44               21.44
             6291456             1048576              293.18              293.18               21.46               21.46
             6291456             2097152              294.05              294.05               21.40               21.40
            12582912               65536              433.79              433.79               29.01               29.01
            12582912              131072              351.62              351.62               35.79               35.79
            12582912              262144              351.40              351.40               35.81               35.81
            12582912              524288              351.28              351.28               35.82               35.82
            12582912             1048576              351.80              351.80               35.77               35.77
            12582912             2097152              352.10              352.10               35.74               35.74
            25165824               65536              620.79              620.79               40.54               40.54
            25165824              131072              543.92              543.92               46.27               46.27
            25165824              262144              459.72              459.72               54.74               54.74
            25165824              524288              459.41              459.41               54.78               54.78
            25165824             1048576              459.46              459.46               54.77               54.77
            25165824             2097152              459.02              459.02               54.83               54.83
            50331648               65536             1104.83             1104.83               45.56               45.56
            50331648              131072              835.92              835.92               60.21               60.21
            50331648              262144              736.70              736.70               68.32               68.32
            50331648              524288              644.92              644.92               78.04               78.04
            50331648             1048576              644.34              644.34               78.11               78.11
            50331648             2097152              643.56              643.56               78.21               78.21
           100663296               65536             2033.68             2033.68               49.50               49.50
           100663296              131072             1503.38             1503.38               66.96               66.96
           100663296              262144             1154.72             1154.72               87.18               87.18
           100663296              524288             1073.85             1073.85               93.74               93.74
           100663296             1048576             1009.97             1009.97               99.67               99.67
           100663296             2097152             1012.64             1012.64               99.41               99.41
           201326592               65536             3113.12             3113.12               64.67               64.67
           201326592              131072             2742.56             2742.56               73.41               73.41
           201326592              262144             2097.86             2097.86               95.97               95.97
           201326592              524288             1751.76             1751.76              114.93              114.93
           201326592             1048576             1722.59             1722.59              116.87              116.87
           201326592             2097152             1796.53             1796.53              112.06              112.06
           402653184               65536             5965.99             5965.99               67.49               67.49
           402653184              131072             4736.55             4736.55               85.01               85.01
           402653184              262144             3828.49             3828.49              105.17              105.17
           402653184              524288             3239.63             3239.63              124.29              124.29
           402653184             1048576             2888.99             2888.99              139.38              139.38
           402653184             2097152             3091.62             3091.62              130.24              130.24
           805306368               65536            11127.27            11127.27               72.37               72.37
           805306368              131072             8747.39             8747.39               92.06               92.06
           805306368              262144             7483.45             7483.45              107.61              107.61
           805306368              524288             5862.71             5862.71              137.36              137.36
           805306368             1048576             5420.74             5420.74              148.56              148.56
           805306368             2097152             5240.72             5240.72              153.66              153.66
          1610612736               65536            21562.06            21562.06               74.70               74.70
          1610612736              131072            16524.77            16524.77               97.47               97.47
          1610612736              262144            13737.75            13737.75              117.24              117.24
          1610612736              524288            11879.42            11879.42              135.58              135.58
          1610612736             1048576             9905.04             9905.04              162.61              162.61
          1610612736             2097152             9941.79             9941.79              162.00              162.00
          3221225472               65536            42201.99            42201.99               76.33               76.33
          3221225472              131072            31990.22            31990.22              100.69              100.69
          3221225472              262144            26334.24            26334.24              122.32              122.32
          3221225472              524288            23142.17            23142.17              139.19              139.19
          3221225472             1048576            20464.79            20464.79              157.40              157.40
          3221225472             2097152            18136.59            18136.59              177.61              177.61
