AG_tree_file=symmetric/sym_split2_IB20_NV300_bw_k_1_320
RS_tree_file=symmetric/sym_split2_IB20_NV300_bw_k_1_320
##################################################### ReduceScatter #####################################################
nranks=16
k=1, scratch_size=16777216
check_iters=0, warmup_iters=100, iters=100
use_reduceScatter_kernel=False
skip_leaf_tb=True
nblocks=16, n_parallel_sm_blocks=1, n_parallel_reduce_blocks=1
KERNEL=pipeline_reduceScatter_kernel_parallel_sm_sendtb.cu::pipeline_reduceScatter_sendtb_schedule
BENCH_METHOD=2

             size(B)        send_size(B)        avg_time(us)        min_time(us)     avg_algbw(GB/s)     max_algbw(GB/s)
              393216              262144               82.91               82.91                4.74                4.74
              393216              524288               82.87               82.87                4.74                4.74
              393216             1048576               83.05               83.05                4.73                4.73
              393216             2097152               83.30               83.30                4.72                4.72
              393216             4194304               82.88               82.88                4.74                4.74
              786432               65536               86.85               86.85                9.06                9.06
              786432              131072               87.03               87.03                9.04                9.04
              786432              262144               87.54               87.54                8.98                8.98
              786432              524288               87.01               87.01                9.04                9.04
              786432             1048576               86.86               86.86                9.05                9.05
              786432             2097152               87.10               87.10                9.03                9.03
              786432             4194304               87.24               87.24                9.01                9.01
             1572864               65536              124.68              124.68               12.61               12.61
             1572864              131072               95.43               95.43               16.48               16.48
             1572864              262144               95.67               95.67               16.44               16.44
             1572864              524288               95.51               95.51               16.47               16.47
             1572864             1048576               94.92               94.92               16.57               16.57
             1572864             2097152               94.98               94.98               16.56               16.56
             1572864             4194304               95.55               95.55               16.46               16.46
             3145728               65536              164.77              164.77               19.09               19.09
             3145728              131072              133.02              133.02               23.65               23.65
             3145728              262144              111.42              111.42               28.23               28.23
             3145728              524288              110.46              110.46               28.48               28.48
             3145728             1048576              112.19              112.19               28.04               28.04
             3145728             2097152              110.68              110.68               28.42               28.42
             3145728             4194304              111.12              111.12               28.31               28.31
             6291456               65536              286.81              286.81               21.94               21.94
             6291456              131072              175.93              175.93               35.76               35.76
             6291456              262144              153.66              153.66               40.94               40.94
             6291456              524288              139.64              139.64               45.05               45.05
             6291456             1048576              138.44              138.44               45.44               45.44
             6291456             2097152              139.26              139.26               45.18               45.18
             6291456             4194304              136.52              136.52               46.08               46.08
            12582912               65536              537.03              537.03               23.43               23.43
            12582912              131072              295.70              295.70               42.55               42.55
            12582912              262144              209.09              209.09               60.18               60.18
            12582912              524288              196.44              196.44               64.05               64.05
            12582912             1048576              195.93              195.93               64.22               64.22
            12582912             2097152              196.42              196.42               64.06               64.06
            12582912             4194304              195.60              195.60               64.33               64.33
            25165824               65536             1068.30             1068.30               23.56               23.56
            25165824              131072              565.72              565.72               44.48               44.48
            25165824              262144              359.60              359.60               69.98               69.98
            25165824              524288              287.90              287.90               87.41               87.41
            25165824             1048576              290.07              290.07               86.76               86.76
            25165824             2097152              332.40              332.40               75.71               75.71
            25165824             4194304              326.90              326.90               76.98               76.98
            50331648               65536             2104.84             2104.84               23.91               23.91
            50331648              131072             1089.56             1089.56               46.19               46.19
            50331648              262144              679.65              679.65               74.06               74.06
            50331648              524288              492.09              492.09              102.28              102.28
            50331648             1048576              430.40              430.40              116.94              116.94
            50331648             2097152              459.98              459.98              109.42              109.42
            50331648             4194304              543.56              543.56               92.60               92.60
           100663296               65536             4177.82             4177.82               24.09               24.09
           100663296              131072             2134.76             2134.76               47.15               47.15
           100663296              262144             1311.56             1311.56               76.75               76.75
           100663296              524288              919.57              919.57              109.47              109.47
           100663296             1048576              716.43              716.43              140.51              140.51
           100663296             2097152              683.84              683.84              147.20              147.20
           100663296             4194304              811.77              811.77              124.01              124.01
           201326592               65536             8326.93             8326.93               24.18               24.18
           201326592              131072             4233.47             4233.47               47.56               47.56
           201326592              262144             2575.60             2575.60               78.17               78.17
           201326592              524288             1775.96             1775.96              113.36              113.36
           201326592             1048576             1322.47             1322.47              152.24              152.24
           201326592             2097152             1122.50             1122.50              179.36              179.36
           201326592             4194304             1228.38             1228.38              163.90              163.90
           402653184               65536            16655.43            16655.43               24.18               24.18
           402653184              131072             8433.18             8433.18               47.75               47.75
           402653184              262144             5137.83             5137.83               78.37               78.37
           402653184              524288             3504.20             3504.20              114.91              114.91
           402653184             1048576             2545.08             2545.08              158.21              158.21
           402653184             2097152             2054.45             2054.45              195.99              195.99
           402653184             4194304             2021.06             2021.06              199.23              199.23
           805306368               65536            33271.97            33271.97               24.20               24.20
           805306368              131072            16845.46            16845.46               47.81               47.81
           805306368              262144            10184.38            10184.38               79.07               79.07
           805306368              524288             6925.55             6925.55              116.28              116.28
           805306368             1048576             4979.31             4979.31              161.73              161.73
           805306368             2097152             3925.99             3925.99              205.12              205.12
           805306368             4194304             3679.13             3679.13              218.89              218.89
          1610612736               65536            66471.16            66471.16               24.23               24.23
          1610612736              131072            33619.85            33619.85               47.91               47.91
          1610612736              262144            20367.50            20367.50               79.08               79.08
          1610612736              524288            13810.99            13810.99              116.62              116.62
          1610612736             1048576             9860.14             9860.14              163.35              163.35
          1610612736             2097152             7698.52             7698.52              209.21              209.21
          1610612736             4194304             7113.61             7113.61              226.41              226.41
          3221225472               65536           133232.13           133232.13               24.18               24.18
          3221225472              131072            67403.26            67403.26               47.79               47.79
          3221225472              262144            40694.09            40694.09               79.16               79.16
          3221225472              524288            27627.12            27627.12              116.60              116.60
          3221225472             1048576            19675.71            19675.71              163.72              163.72
          3221225472             2097152            15221.05            15221.05              211.63              211.63
          3221225472             4194304            13942.18            13942.18              231.04              231.04

##################################################### ReduceScatter #####################################################
nranks=16
k=1, scratch_size=16777216
check_iters=0, warmup_iters=100, iters=100
use_reduceScatter_kernel=False
skip_leaf_tb=True
nblocks=66, n_parallel_sm_blocks=3, n_parallel_reduce_blocks=12
KERNEL=pipeline_reduceScatter_kernel_parallel_sm_sendtb.cu::pipeline_reduceScatter_sendtb_schedule
BENCH_METHOD=2

             size(B)        send_size(B)        avg_time(us)        min_time(us)     avg_algbw(GB/s)     max_algbw(GB/s)
                3072               65536               76.02               76.02                0.04                0.04
                3072              131072               76.32               76.32                0.04                0.04
                3072              262144               76.22               76.22                0.04                0.04
                3072              524288               76.33               76.33                0.04                0.04
                3072             1048576               76.07               76.07                0.04                0.04
                3072             2097152               76.27               76.27                0.04                0.04
                3072             4194304               76.08               76.08                0.04                0.04
                6144               65536               76.38               76.38                0.08                0.08
                6144              131072               76.36               76.36                0.08                0.08
                6144              262144               76.22               76.22                0.08                0.08
                6144              524288               76.52               76.52                0.08                0.08
                6144             1048576               76.25               76.25                0.08                0.08
                6144             2097152               76.29               76.29                0.08                0.08
                6144             4194304               76.24               76.24                0.08                0.08
               12288               65536               76.51               76.51                0.16                0.16
               12288              131072               76.36               76.36                0.16                0.16
               12288              262144               76.27               76.27                0.16                0.16
               12288              524288               76.02               76.02                0.16                0.16
               12288             1048576               76.39               76.39                0.16                0.16
               12288             2097152               76.39               76.39                0.16                0.16
               12288             4194304               76.39               76.39                0.16                0.16
               24576               65536               76.51               76.51                0.32                0.32
               24576              131072               76.22               76.22                0.32                0.32
               24576              262144               76.74               76.74                0.32                0.32
               24576              524288               76.21               76.21                0.32                0.32
               24576             1048576               76.35               76.35                0.32                0.32
               24576             2097152               76.44               76.44                0.32                0.32
               24576             4194304               76.32               76.32                0.32                0.32
               49152               65536               77.15               77.15                0.64                0.64
               49152              131072               77.06               77.06                0.64                0.64
               49152              262144               77.22               77.22                0.64                0.64
               49152              524288               77.10               77.10                0.64                0.64
               49152             1048576               76.77               76.77                0.64                0.64
               49152             2097152               76.89               76.89                0.64                0.64
               49152             4194304               76.98               76.98                0.64                0.64
               98304               65536               77.78               77.78                1.26                1.26
               98304              131072               77.89               77.89                1.26                1.26
               98304              262144               77.62               77.62                1.27                1.27
               98304              524288               77.65               77.65                1.27                1.27
               98304             1048576               77.90               77.90                1.26                1.26
               98304             2097152               78.01               78.01                1.26                1.26
               98304             4194304               77.67               77.67                1.27                1.27
              196608               65536               80.17               80.17                2.45                2.45
              196608              131072               80.41               80.41                2.44                2.44
              196608              262144               80.27               80.27                2.45                2.45
              196608              524288               80.13               80.13                2.45                2.45
              196608             1048576               80.17               80.17                2.45                2.45
              196608             2097152               80.20               80.20                2.45                2.45
              196608             4194304               80.07               80.07                2.46                2.46
              393216               65536               82.77               82.77                4.75                4.75
              393216              131072               82.76               82.76                4.75                4.75
              393216              262144               82.78               82.78                4.75                4.75
              393216              524288               82.90               82.90                4.74                4.74
              393216             1048576               82.69               82.69                4.76                4.76
              393216             2097152               82.83               82.83                4.75                4.75
              393216             4194304               82.49               82.49                4.77                4.77
              786432               65536               87.46               87.46                8.99                8.99
              786432              131072               87.30               87.30                9.01                9.01
              786432              262144               87.36               87.36                9.00                9.00
              786432              524288               87.31               87.31                9.01                9.01
              786432             1048576               87.16               87.16                9.02                9.02
              786432             2097152               87.28               87.28                9.01                9.01
              786432             4194304               87.24               87.24                9.01                9.01
             1572864               65536              126.03              126.03               12.48               12.48
             1572864              131072               95.57               95.57               16.46               16.46
             1572864              262144               96.27               96.27               16.34               16.34
             1572864              524288               96.29               96.29               16.34               16.34
             1572864             1048576               95.99               95.99               16.39               16.39
             1572864             2097152               96.39               96.39               16.32               16.32
             1572864             4194304               96.25               96.25               16.34               16.34
             3145728               65536              169.93              169.93               18.51               18.51
             3145728              131072              135.96              135.96               23.14               23.14
             3145728              262144              106.28              106.28               29.60               29.60
             3145728              524288              107.93              107.93               29.15               29.15
             3145728             1048576              106.85              106.85               29.44               29.44
             3145728             2097152              107.52              107.52               29.26               29.26
             3145728             4194304              107.56              107.56               29.25               29.25
             6291456               65536              298.98              298.98               21.04               21.04
             6291456              131072              182.02              182.02               34.57               34.57
             6291456              262144              155.80              155.80               40.38               40.38
             6291456              524288              132.39              132.39               47.52               47.52
             6291456             1048576              133.62              133.62               47.08               47.08
             6291456             2097152              132.86              132.86               47.35               47.35
             6291456             4194304              133.46              133.46               47.14               47.14
            12582912               65536              562.76              562.76               22.36               22.36
            12582912              131072              312.02              312.02               40.33               40.33
            12582912              262144              210.82              210.82               59.69               59.69
            12582912              524288              191.21              191.21               65.81               65.81
            12582912             1048576              189.92              189.92               66.25               66.25
            12582912             2097152              190.59              190.59               66.02               66.02
            12582912             4194304              186.56              186.56               67.45               67.45
            25165824               65536             1111.75             1111.75               22.64               22.64
            25165824              131072              595.11              595.11               42.29               42.29
            25165824              262144              363.93              363.93               69.15               69.15
            25165824              524288              270.91              270.91               92.89               92.89
            25165824             1048576              278.21              278.21               90.46               90.46
            25165824             2097152              310.24              310.24               81.12               81.12
            25165824             4194304              309.25              309.25               81.38               81.38
            50331648               65536             2223.27             2223.27               22.64               22.64
            50331648              131072             1170.18             1170.18               43.01               43.01
            50331648              262144              690.93              690.93               72.85               72.85
            50331648              524288              464.31              464.31              108.40              108.40
            50331648             1048576              400.17              400.17              125.78              125.78
            50331648             2097152              436.76              436.76              115.24              115.24
            50331648             4194304              507.59              507.59               99.16               99.16
           100663296               65536             4423.76             4423.76               22.76               22.76
           100663296              131072             2306.38             2306.38               43.65               43.65
           100663296              262144             1340.03             1340.03               75.12               75.12
           100663296              524288              871.74              871.74              115.47              115.47
           100663296             1048576              659.74              659.74              152.58              152.58
           100663296             2097152              633.59              633.59              158.88              158.88
           100663296             4194304              758.54              758.54              132.71              132.71
           201326592               65536             8836.62             8836.62               22.78               22.78
           201326592              131072             4590.00             4590.00               43.86               43.86
           201326592              262144             2639.27             2639.27               76.28               76.28
           201326592              524288             1687.37             1687.37              119.31              119.31
           201326592             1048576             1215.03             1215.03              165.70              165.70
           201326592             2097152             1032.07             1032.07              195.07              195.07
           201326592             4194304             1161.29             1161.29              173.36              173.36
           402653184               65536            17657.44            17657.44               22.80               22.80
           402653184              131072             9154.23             9154.23               43.99               43.99
           402653184              262144             5240.13             5240.13               76.84               76.84
           402653184              524288             3309.95             3309.95              121.65              121.65
           402653184             1048576             2325.41             2325.41              173.15              173.15
           402653184             2097152             1824.20             1824.20              220.73              220.73
           402653184             4194304             1927.51             1927.51              208.90              208.90
           805306368               65536            35275.88            35275.88               22.83               22.83
           805306368              131072            18288.73            18288.73               44.03               44.03
           805306368              262144            10445.05            10445.05               77.10               77.10
           805306368              524288             6568.71             6568.71              122.60              122.60
           805306368             1048576             4537.44             4537.44              177.48              177.48
           805306368             2097152             3424.95             3424.95              235.13              235.13
           805306368             4194304             3463.30             3463.30              232.53              232.53
          1610612736               65536            70457.69            70457.69               22.86               22.86
          1610612736              131072            36556.83            36556.83               44.06               44.06
          1610612736              262144            20849.45            20849.45               77.25               77.25
          1610612736              524288            13060.79            13060.79              123.32              123.32
          1610612736             1048576             9000.75             9000.75              178.94              178.94
          1610612736             2097152             6691.23             6691.23              240.71              240.71
          1610612736             4194304             6512.03             6512.03              247.33              247.33
          3221225472               65536           140566.61           140566.61               22.92               22.92
          3221225472              131072            73114.37            73114.37               44.06               44.06
          3221225472              262144            41666.68            41666.68               77.31               77.31
          3221225472              524288            26231.68            26231.68              122.80              122.80
          3221225472             1048576            17877.21            17877.21              180.19              180.19
          3221225472             2097152            13324.25            13324.25              241.76              241.76
          3221225472             4194304            12566.46            12566.46              256.34              256.34

##################################################### ReduceScatter #####################################################
nranks=16
k=1, scratch_size=16777216
check_iters=0, warmup_iters=100, iters=100
use_reduceScatter_kernel=False
skip_leaf_tb=True
nblocks=74, n_parallel_sm_blocks=3, n_parallel_reduce_blocks=16
KERNEL=pipeline_reduceScatter_kernel_parallel_sm_sendtb.cu::pipeline_reduceScatter_sendtb_schedule
BENCH_METHOD=2

             size(B)        send_size(B)        avg_time(us)        min_time(us)     avg_algbw(GB/s)     max_algbw(GB/s)
                3072               65536               82.26               82.26                0.04                0.04
                3072              131072               82.52               82.52                0.04                0.04
                3072              262144               82.32               82.32                0.04                0.04
                3072              524288               82.11               82.11                0.04                0.04
                3072             1048576               82.54               82.54                0.04                0.04
                3072             2097152               82.29               82.29                0.04                0.04
                3072             4194304               82.16               82.16                0.04                0.04
                6144               65536               82.29               82.29                0.07                0.07
                6144              131072               82.21               82.21                0.07                0.07
                6144              262144               82.49               82.49                0.07                0.07
                6144              524288               82.74               82.74                0.07                0.07
                6144             1048576               82.67               82.67                0.07                0.07
                6144             2097152               82.41               82.41                0.07                0.07
                6144             4194304               82.37               82.37                0.07                0.07
               12288               65536               82.37               82.37                0.15                0.15
               12288              131072               82.32               82.32                0.15                0.15
               12288              262144               82.21               82.21                0.15                0.15
               12288              524288               82.29               82.29                0.15                0.15
               12288             1048576               82.31               82.31                0.15                0.15
               12288             2097152               82.28               82.28                0.15                0.15
               12288             4194304               82.53               82.53                0.15                0.15
               24576               65536               82.72               82.72                0.30                0.30
               24576              131072               82.35               82.35                0.30                0.30
               24576              262144               82.40               82.40                0.30                0.30
               24576              524288               82.63               82.63                0.30                0.30
               24576             1048576               82.52               82.52                0.30                0.30
               24576             2097152               82.86               82.86                0.30                0.30
               24576             4194304               82.74               82.74                0.30                0.30
               49152               65536               83.47               83.47                0.59                0.59
               49152              131072               82.94               82.94                0.59                0.59
               49152              262144               83.00               83.00                0.59                0.59
               49152              524288               83.03               83.03                0.59                0.59
               49152             1048576               82.89               82.89                0.59                0.59
               49152             2097152               82.94               82.94                0.59                0.59
               49152             4194304               83.28               83.28                0.59                0.59
               98304               65536               84.29               84.29                1.17                1.17
               98304              131072               84.35               84.35                1.17                1.17
               98304              262144               84.43               84.43                1.16                1.16
               98304              524288               84.42               84.42                1.16                1.16
               98304             1048576               84.18               84.18                1.17                1.17
               98304             2097152               84.15               84.15                1.17                1.17
               98304             4194304               84.31               84.31                1.17                1.17
              196608               65536               86.06               86.06                2.28                2.28
              196608              131072               85.70               85.70                2.29                2.29
              196608              262144               85.81               85.81                2.29                2.29
              196608              524288               86.15               86.15                2.28                2.28
              196608             1048576               85.79               85.79                2.29                2.29
              196608             2097152               85.95               85.95                2.29                2.29
              196608             4194304               86.45               86.45                2.27                2.27
              393216               65536               87.76               87.76                4.48                4.48
              393216              131072               87.41               87.41                4.50                4.50
              393216              262144               87.37               87.37                4.50                4.50
              393216              524288               88.00               88.00                4.47                4.47
              393216             1048576               87.57               87.57                4.49                4.49
              393216             2097152               87.45               87.45                4.50                4.50
              393216             4194304               87.57               87.57                4.49                4.49
              786432               65536               90.66               90.66                8.67                8.67
              786432              131072               90.80               90.80                8.66                8.66
              786432              262144               90.88               90.88                8.65                8.65
              786432              524288               90.62               90.62                8.68                8.68
              786432             1048576               90.47               90.47                8.69                8.69
              786432             2097152               90.45               90.45                8.69                8.69
              786432             4194304               90.35               90.35                8.70                8.70
             1572864               65536              133.86              133.86               11.75               11.75
             1572864              131072              100.35              100.35               15.67               15.67
             1572864              262144              100.06              100.06               15.72               15.72
             1572864              524288              100.04              100.04               15.72               15.72
             1572864             1048576               99.99               99.99               15.73               15.73
             1572864             2097152              100.41              100.41               15.66               15.66
             1572864             4194304              100.06              100.06               15.72               15.72
             3145728               65536              182.49              182.49               17.24               17.24
             3145728              131072              143.09              143.09               21.98               21.98
             3145728              262144              112.92              112.92               27.86               27.86
             3145728              524288              113.40              113.40               27.74               27.74
             3145728             1048576              113.20              113.20               27.79               27.79
             3145728             2097152              112.79              112.79               27.89               27.89
             3145728             4194304              112.18              112.18               28.04               28.04
             6291456               65536              324.64              324.64               19.38               19.38
             6291456              131072              193.18              193.18               32.57               32.57
             6291456              262144              156.14              156.14               40.29               40.29
             6291456              524288              137.07              137.07               45.90               45.90
             6291456             1048576              139.91              139.91               44.97               44.97
             6291456             2097152              137.21              137.21               45.85               45.85
             6291456             4194304              137.54              137.54               45.74               45.74
            12582912               65536              617.23              617.23               20.39               20.39
            12582912              131072              341.29              341.29               36.87               36.87
            12582912              262144              209.07              209.07               60.19               60.19
            12582912              524288              188.16              188.16               66.87               66.87
            12582912             1048576              188.81              188.81               66.64               66.64
            12582912             2097152              186.59              186.59               67.43               67.43
            12582912             4194304              185.33              185.33               67.89               67.89
            25165824               65536             1220.21             1220.21               20.62               20.62
            25165824              131072              653.43              653.43               38.51               38.51
            25165824              262144              359.70              359.70               69.96               69.96
            25165824              524288              263.05              263.05               95.67               95.67
            25165824             1048576              264.63              264.63               95.10               95.10
            25165824             2097152              303.10              303.10               83.03               83.03
            25165824             4194304              300.62              300.62               83.71               83.71
            50331648               65536             2436.87             2436.87               20.65               20.65
            50331648              131072             1293.92             1293.92               38.90               38.90
            50331648              262144              679.71              679.71               74.05               74.05
            50331648              524288              449.27              449.27              112.03              112.03
            50331648             1048576              384.51              384.51              130.90              130.90
            50331648             2097152              423.15              423.15              118.95              118.95
            50331648             4194304              494.93              494.93              101.69              101.69
           100663296               65536             4852.25             4852.25               20.75               20.75
           100663296              131072             2549.14             2549.14               39.49               39.49
           100663296              262144             1314.52             1314.52               76.58               76.58
           100663296              524288              839.02              839.02              119.98              119.98
           100663296             1048576              621.53              621.53              161.96              161.96
           100663296             2097152              620.57              620.57              162.21              162.21
           100663296             4194304              739.68              739.68              136.09              136.09
           201326592               65536             9679.34             9679.34               20.80               20.80
           201326592              131072             5075.73             5075.73               39.66               39.66
           201326592              262144             2584.43             2584.43               77.90               77.90
           201326592              524288             1613.08             1613.08              124.81              124.81
           201326592             1048576             1132.33             1132.33              177.80              177.80
