AG_tree_file=symmetric/sym_split2_IB20_NV300_bw_k_1_320
RS_tree_file=symmetric/sym_split2_IB20_NV300_bw_k_1_320
##################################################### ReduceScatter #####################################################
nranks=16
k=1, scratch_size=16777216
check_iters=0, warmup_iters=100, iters=100
use_reduceScatter_kernel=False
skip_leaf_tb=True
nblocks=16, n_parallel_sm_blocks=1, n_parallel_reduce_blocks=1
KERNEL=pipeline_reduceScatter_kernel_parallel_sm_coll_re_synced.cu::pipeline_reduceScatter_coll_re_schedule
BENCH_METHOD=2

             size(B)        send_size(B)        avg_time(us)        min_time(us)     avg_algbw(GB/s)     max_algbw(GB/s)
           805306368             2097152             4257.64             4257.64              189.14              189.14
           805306368             4194304             4154.07             4154.07              193.86              193.86
           805306368             8388608             4144.46             4144.46              194.31              194.31
           805306368            16777216             4338.62             4338.62              185.61              185.61
           805306368            33554432             5120.11             5120.11              157.28              157.28
           805306368            67108864             6117.17             6117.17              131.65              131.65
          1610612736               65536            25686.34            25686.34               62.70               62.70
          1610612736              131072            16218.77            16218.77               99.31               99.31
          1610612736              262144            11337.50            11337.50              142.06              142.06
          1610612736              524288             9413.05             9413.05              171.10              171.10
          1610612736             1048576             8363.05             8363.05              192.59              192.59
          1610612736             2097152             8401.43             8401.43              191.71              191.71
          1610612736             4194304             8120.98             8120.98              198.33              198.33
          1610612736             8388608             8009.30             8009.30              201.09              201.09
          1610612736            16777216             8135.69             8135.69              197.97              197.97
          1610612736            33554432             8467.61             8467.61              190.21              190.21
          1610612736            67108864            10122.03            10122.03              159.12              159.12
          3221225472               65536            51346.41            51346.41               62.74               62.74
          3221225472              131072            32447.65            32447.65               99.27               99.27
          3221225472              262144            22673.54            22673.54              142.07              142.07
          3221225472              524288            18836.53            18836.53              171.01              171.01
          3221225472             1048576            16643.30            16643.30              193.54              193.54
          3221225472             2097152            16704.67            16704.67              192.83              192.83
          3221225472             4194304            16038.04            16038.04              200.85              200.85
          3221225472             8388608            15658.08            15658.08              205.72              205.72
          3221225472            16777216            15614.17            15614.17              206.30              206.30
          3221225472            33554432            15974.64            15974.64              201.65              201.65
          3221225472            67108864            17094.77            17094.77              188.43              188.43

##################################################### ReduceScatter #####################################################
nranks=16
k=1, scratch_size=16777216
check_iters=0, warmup_iters=100, iters=100
use_reduceScatter_kernel=False
skip_leaf_tb=True
nblocks=50, n_parallel_sm_blocks=3, n_parallel_reduce_blocks=4
KERNEL=pipeline_reduceScatter_kernel_parallel_sm_coll_re_synced.cu::pipeline_reduceScatter_coll_re_schedule
BENCH_METHOD=2

             size(B)        send_size(B)        avg_time(us)        min_time(us)     avg_algbw(GB/s)     max_algbw(GB/s)
                3072               65536               37.90               37.90                0.08                0.08
                3072              131072               37.85               37.85                0.08                0.08
                3072              262144               38.36               38.36                0.08                0.08
                3072              524288               37.81               37.81                0.08                0.08
                3072             1048576               37.79               37.79                0.08                0.08
                3072             2097152               37.88               37.88                0.08                0.08
                3072             4194304               37.97               37.97                0.08                0.08
                3072             8388608               37.90               37.90                0.08                0.08
                3072            16777216               38.06               38.06                0.08                0.08
                3072            33554432               37.91               37.91                0.08                0.08
                3072            67108864               37.91               37.91                0.08                0.08
                6144               65536               38.03               38.03                0.16                0.16
                6144              131072               37.98               37.98                0.16                0.16
                6144              262144               37.94               37.94                0.16                0.16
                6144              524288               38.13               38.13                0.16                0.16
                6144             1048576               37.95               37.95                0.16                0.16
                6144             2097152               38.07               38.07                0.16                0.16
                6144             4194304               37.99               37.99                0.16                0.16
                6144             8388608               38.00               38.00                0.16                0.16
                6144            16777216               37.88               37.88                0.16                0.16
                6144            33554432               37.99               37.99                0.16                0.16
                6144            67108864               38.00               38.00                0.16                0.16
               12288               65536               38.16               38.16                0.32                0.32
               12288              131072               38.20               38.20                0.32                0.32
               12288              262144               38.23               38.23                0.32                0.32
               12288              524288               38.24               38.24                0.32                0.32
               12288             1048576               37.96               37.96                0.32                0.32
               12288             2097152               38.01               38.01                0.32                0.32
               12288             4194304               38.13               38.13                0.32                0.32
               12288             8388608               38.15               38.15                0.32                0.32
               12288            16777216               38.25               38.25                0.32                0.32
               12288            33554432               38.34               38.34                0.32                0.32
               12288            67108864               38.11               38.11                0.32                0.32
               24576               65536               38.65               38.65                0.64                0.64
               24576              131072               38.45               38.45                0.64                0.64
               24576              262144               38.58               38.58                0.64                0.64
               24576              524288               38.41               38.41                0.64                0.64
               24576             1048576               38.31               38.31                0.64                0.64
               24576             2097152               38.37               38.37                0.64                0.64
               24576             4194304               38.37               38.37                0.64                0.64
               24576             8388608               38.20               38.20                0.64                0.64
               24576            16777216               38.30               38.30                0.64                0.64
               24576            33554432               38.28               38.28                0.64                0.64
               24576            67108864               38.45               38.45                0.64                0.64
               49152               65536               38.80               38.80                1.27                1.27
               49152              131072               38.79               38.79                1.27                1.27
               49152              262144               38.67               38.67                1.27                1.27
               49152              524288               38.69               38.69                1.27                1.27
               49152             1048576               38.85               38.85                1.27                1.27
               49152             2097152               38.74               38.74                1.27                1.27
               49152             4194304               38.68               38.68                1.27                1.27
               49152             8388608               38.83               38.83                1.27                1.27
               49152            16777216               38.83               38.83                1.27                1.27
               49152            33554432               38.63               38.63                1.27                1.27
               49152            67108864               38.98               38.98                1.26                1.26
               98304               65536               40.01               40.01                2.46                2.46
               98304              131072               39.80               39.80                2.47                2.47
               98304              262144               39.77               39.77                2.47                2.47
               98304              524288               39.93               39.93                2.46                2.46
               98304             1048576               39.80               39.80                2.47                2.47
               98304             2097152               39.79               39.79                2.47                2.47
               98304             4194304               39.81               39.81                2.47                2.47
               98304             8388608               39.65               39.65                2.48                2.48
               98304            16777216               40.08               40.08                2.45                2.45
               98304            33554432               39.85               39.85                2.47                2.47
               98304            67108864               39.66               39.66                2.48                2.48
              196608               65536               42.23               42.23                4.66                4.66
              196608              131072               42.43               42.43                4.63                4.63
              196608              262144               42.25               42.25                4.65                4.65
              196608              524288               42.36               42.36                4.64                4.64
              196608             1048576               42.40               42.40                4.64                4.64
              196608             2097152               42.31               42.31                4.65                4.65
              196608             4194304               42.20               42.20                4.66                4.66
              196608             8388608               42.23               42.23                4.66                4.66
              196608            16777216               42.07               42.07                4.67                4.67
              196608            33554432               42.40               42.40                4.64                4.64
              196608            67108864               42.32               42.32                4.65                4.65
              393216               65536               44.57               44.57                8.82                8.82
              393216              131072               44.51               44.51                8.83                8.83
              393216              262144               44.45               44.45                8.85                8.85
              393216              524288               44.46               44.46                8.84                8.84
              393216             1048576               44.48               44.48                8.84                8.84
              393216             2097152               44.43               44.43                8.85                8.85
              393216             4194304               44.33               44.33                8.87                8.87
              393216             8388608               44.32               44.32                8.87                8.87
              393216            16777216               44.42               44.42                8.85                8.85
              393216            33554432               44.52               44.52                8.83                8.83
              393216            67108864               44.56               44.56                8.82                8.82
              786432               65536               47.68               47.68               16.49               16.49
              786432              131072               47.51               47.51               16.55               16.55
              786432              262144               47.20               47.20               16.66               16.66
              786432              524288               47.25               47.25               16.64               16.64
              786432             1048576               47.38               47.38               16.60               16.60
              786432             2097152               47.26               47.26               16.64               16.64
              786432             4194304               47.42               47.42               16.58               16.58
              786432             8388608               47.86               47.86               16.43               16.43
              786432            16777216               47.76               47.76               16.47               16.47
              786432            33554432               47.94               47.94               16.40               16.40
              786432            67108864               47.64               47.64               16.51               16.51
             1572864               65536               63.00               63.00               24.97               24.97
             1572864              131072               54.47               54.47               28.88               28.88
             1572864              262144               55.60               55.60               28.29               28.29
             1572864              524288               55.56               55.56               28.31               28.31
             1572864             1048576               55.17               55.17               28.51               28.51
             1572864             2097152               55.47               55.47               28.36               28.36
             1572864             4194304               54.82               54.82               28.69               28.69
             1572864             8388608               55.56               55.56               28.31               28.31
             1572864            16777216               55.18               55.18               28.50               28.50
             1572864            33554432               55.34               55.34               28.42               28.42
             1572864            67108864               56.31               56.31               27.93               27.93
             3145728               65536               82.11               82.11               38.31               38.31
             3145728              131072               76.47               76.47               41.14               41.14
             3145728              262144               70.48               70.48               44.63               44.63
             3145728              524288               70.84               70.84               44.41               44.41
             3145728             1048576               70.51               70.51               44.61               44.61
             3145728             2097152               70.60               70.60               44.55               44.55
             3145728             4194304               70.27               70.27               44.77               44.77
             3145728             8388608               69.55               69.55               45.23               45.23
             3145728            16777216               68.27               68.27               46.08               46.08
             3145728            33554432               69.02               69.02               45.58               45.58
             3145728            67108864               68.26               68.26               46.08               46.08
             6291456               65536              130.97              130.97               48.04               48.04
             6291456              131072               95.38               95.38               65.97               65.97
             6291456              262144               92.00               92.00               68.39               68.39
             6291456              524288               90.41               90.41               69.59               69.59
             6291456             1048576               89.90               89.90               69.99               69.99
             6291456             2097152               89.51               89.51               70.29               70.29
             6291456             4194304               90.21               90.21               69.74               69.74
             6291456             8388608               90.98               90.98               69.15               69.15
             6291456            16777216               90.78               90.78               69.31               69.31
             6291456            33554432               91.14               91.14               69.03               69.03
             6291456            67108864               91.18               91.18               69.00               69.00
            12582912               65536              228.76              228.76               55.00               55.00
            12582912              131072              160.89              160.89               78.21               78.21
            12582912              262144              128.78              128.78               97.71               97.71
            12582912              524288              133.92              133.92               93.96               93.96
            12582912             1048576              140.22              140.22               89.74               89.74
            12582912             2097152              140.21              140.21               89.75               89.75
            12582912             4194304              138.42              138.42               90.90               90.90
            12582912             8388608              138.37              138.37               90.93               90.93
            12582912            16777216              139.16              139.16               90.42               90.42
            12582912            33554432              138.10              138.10               91.12               91.12
            12582912            67108864              138.27              138.27               91.00               91.00
            25165824               65536              432.38              432.38               58.20               58.20
            25165824              131072              292.96              292.96               85.90               85.90
            25165824              262144              213.82              213.82              117.70              117.70
            25165824              524288              193.18              193.18              130.27              130.27
            25165824             1048576              214.99              214.99              117.06              117.06
            25165824             2097152              241.68              241.68              104.13              104.13
            25165824             4194304              240.17              240.17              104.78              104.78
            25165824             8388608              242.14              242.14              103.93              103.93
            25165824            16777216              240.38              240.38              104.69              104.69
            25165824            33554432              241.93              241.93              104.02              104.02
            25165824            67108864              239.26              239.26              105.18              105.18
            50331648               65536              826.33              826.33               60.91               60.91
            50331648              131072              546.27              546.27               92.14               92.14
            50331648              262144              388.62              388.62              129.51              129.51
            50331648              524288              337.52              337.52              149.12              149.12
            50331648             1048576              318.67              318.67              157.94              157.94
            50331648             2097152              377.68              377.68              133.26              133.26
            50331648             4194304              433.55              433.55              116.09              116.09
            50331648             8388608              433.26              433.26              116.17              116.17
            50331648            16777216              435.07              435.07              115.69              115.69
            50331648            33554432              435.63              435.63              115.54              115.54
            50331648            67108864              434.22              434.22              115.91              115.91
           100663296               65536             1629.96             1629.96               61.76               61.76
           100663296              131072             1049.78             1049.78               95.89               95.89
           100663296              262144              739.51              739.51              136.12              136.12
           100663296              524288              631.70              631.70              159.35              159.35
           100663296             1048576              598.26              598.26              168.26              168.26
           100663296             2097152              595.37              595.37              169.08              169.08
           100663296             4194304              698.03              698.03              144.21              144.21
           100663296             8388608              815.75              815.75              123.40              123.40
           100663296            16777216              815.68              815.68              123.41              123.41
           100663296            33554432              813.85              813.85              123.69              123.69
           100663296            67108864              813.13              813.13              123.80              123.80
           201326592               65536             3219.34             3219.34               62.54               62.54
           201326592              131072             2072.45             2072.45               97.14               97.14
           201326592              262144             1443.23             1443.23              139.50              139.50
           201326592              524288             1221.05             1221.05              164.88              164.88
           201326592             1048576             1120.57             1120.57              179.66              179.66
           201326592             2097152             1137.04             1137.04              177.06              177.06
           201326592             4194304             1150.92             1150.92              174.93              174.93
           201326592             8388608             1330.22             1330.22              151.35              151.35
           201326592            16777216             1554.77             1554.77              129.49              129.49
           201326592            33554432             1570.58             1570.58              128.19              128.19
           201326592            67108864             1570.38             1570.38              128.20              128.20
           402653184               65536             6420.95             6420.95               62.71               62.71
           402653184              131072             4116.38             4116.38               97.82               97.82
           402653184              262144             2853.18             2853.18              141.12              141.12
           402653184              524288             2389.37             2389.37              168.52              168.52
           402653184             1048576             2152.68             2152.68              187.05              187.05
           402653184             2097152             2178.42             2178.42              184.84              184.84
           402653184             4194304             2162.57             2162.57              186.19              186.19
           402653184             8388608             2194.70             2194.70              183.47              183.47
           402653184            16777216             2570.56             2570.56              156.64              156.64
           402653184            33554432             3069.83             3069.83              131.16              131.16
           402653184            67108864             3071.90             3071.90              131.08              131.08
           805306368               65536            12819.36            12819.36               62.82               62.82
           805306368              131072             8194.39             8194.39               98.28               98.28
           805306368              262144             5685.18             5685.18              141.65              141.65
           805306368              524288             4737.89             4737.89              169.97              169.97
           805306368             1048576             4217.63             4217.63              190.94              190.94
           805306368             2097152             4258.32             4258.32              189.11              189.11
           805306368             4194304             4150.42             4150.42              194.03              194.03
           805306368             8388608             4128.70             4128.70              195.05              195.05
           805306368            16777216             4322.16             4322.16              186.32              186.32
           805306368            33554432             5086.86             5086.86              158.31              158.31
           805306368            67108864             6077.86             6077.86              132.50              132.50
          1610612736               65536            25611.98            25611.98               62.89               62.89
          1610612736              131072            16364.10            16364.10               98.42               98.42
          1610612736              262144            11363.02            11363.02              141.74              141.74
          1610612736              524288             9437.95             9437.95              170.65              170.65
          1610612736             1048576             8346.32             8346.32              192.97              192.97
          1610612736             2097152             8405.31             8405.31              191.62              191.62
          1610612736             4194304             8109.03             8109.03              198.62              198.62
          1610612736             8388608             7959.74             7959.74              202.34              202.34
          1610612736            16777216             8068.19             8068.19              199.63              199.63
          1610612736            33554432             8531.58             8531.58              188.78              188.78
          1610612736            67108864            10094.23            10094.23              159.56              159.56
          3221225472               65536            51249.88            51249.88               62.85               62.85
          3221225472              131072            32685.04            32685.04               98.55               98.55
          3221225472              262144            22760.75            22760.75              141.53              141.53
          3221225472              524288            18843.95            18843.95              170.94              170.94
          3221225472             1048576            16637.32            16637.32              193.61              193.61
          3221225472             2097152            16682.94            16682.94              193.09              193.09
          3221225472             4194304            16020.38            16020.38              201.07              201.07
          3221225472             8388608            15600.59            15600.59              206.48              206.48
          3221225472            16777216            15594.71            15594.71              206.56              206.56
          3221225472            33554432            15884.89            15884.89              202.79              202.79
          3221225472            67108864            16841.78            16841.78              191.26              191.26

##################################################### ReduceScatter #####################################################
nranks=16
k=1, scratch_size=16777216
check_iters=0, warmup_iters=100, iters=100
use_reduceScatter_kernel=False
skip_leaf_tb=True
nblocks=58, n_parallel_sm_blocks=3, n_parallel_reduce_blocks=8
KERNEL=pipeline_reduceScatter_kernel_parallel_sm_coll_re_synced.cu::pipeline_reduceScatter_coll_re_schedule
BENCH_METHOD=2

             size(B)        send_size(B)        avg_time(us)        min_time(us)     avg_algbw(GB/s)     max_algbw(GB/s)
                3072               65536               37.47               37.47                0.08                0.08
                3072              131072               38.21               38.21                0.08                0.08
                3072              262144               37.40               37.40                0.08                0.08
                3072              524288               37.80               37.80                0.08                0.08
                3072             1048576               37.87               37.87                0.08                0.08
                3072             2097152               37.62               37.62                0.08                0.08
                3072             4194304               37.94               37.94                0.08                0.08
                3072             8388608               37.67               37.67                0.08                0.08
                3072            16777216               38.00               38.00                0.08                0.08
                3072            33554432               37.28               37.28                0.08                0.08
                3072            67108864               37.35               37.35                0.08                0.08
                6144               65536               37.47               37.47                0.16                0.16
                6144              131072               37.27               37.27                0.16                0.16
                6144              262144               37.42               37.42                0.16                0.16
                6144              524288               37.36               37.36                0.16                0.16
                6144             1048576               37.39               37.39                0.16                0.16
                6144             2097152               37.30               37.30                0.16                0.16
                6144             4194304               37.46               37.46                0.16                0.16
                6144             8388608               37.41               37.41                0.16                0.16
                6144            16777216               37.51               37.51                0.16                0.16
                6144            33554432               37.20               37.20                0.17                0.17
                6144            67108864               37.39               37.39                0.16                0.16
               12288               65536               37.23               37.23                0.33                0.33
               12288              131072               37.46               37.46                0.33                0.33
               12288              262144               37.34               37.34                0.33                0.33
               12288              524288               37.68               37.68                0.33                0.33
               12288             1048576               37.28               37.28                0.33                0.33
               12288             2097152               37.28               37.28                0.33                0.33
               12288             4194304               37.26               37.26                0.33                0.33
               12288             8388608               37.43               37.43                0.33                0.33
               12288            16777216               37.41               37.41                0.33                0.33
               12288            33554432               37.68               37.68                0.33                0.33
               12288            67108864               37.55               37.55                0.33                0.33
               24576               65536               37.61               37.61                0.65                0.65
               24576              131072               37.86               37.86                0.65                0.65
               24576              262144               37.90               37.90                0.65                0.65
               24576              524288               37.87               37.87                0.65                0.65
               24576             1048576               38.21               38.21                0.64                0.64
               24576             2097152               37.80               37.80                0.65                0.65
               24576             4194304               37.66               37.66                0.65                0.65
               24576             8388608               37.92               37.92                0.65                0.65
               24576            16777216               37.66               37.66                0.65                0.65
               24576            33554432               37.74               37.74                0.65                0.65
               24576            67108864               37.74               37.74                0.65                0.65
               49152               65536               38.13               38.13                1.29                1.29
               49152              131072               38.34               38.34                1.28                1.28
               49152              262144               38.04               38.04                1.29                1.29
               49152              524288               38.17               38.17                1.29                1.29
               49152             1048576               38.03               38.03                1.29                1.29
               49152             2097152               38.07               38.07                1.29                1.29
               49152             4194304               38.06               38.06                1.29                1.29
               49152             8388608               38.04               38.04                1.29                1.29
               49152            16777216               38.21               38.21                1.29                1.29
               49152            33554432               38.01               38.01                1.29                1.29
               49152            67108864               38.00               38.00                1.29                1.29
               98304               65536               39.07               39.07                2.52                2.52
               98304              131072               39.12               39.12                2.51                2.51
               98304              262144               38.96               38.96                2.52                2.52
               98304              524288               39.05               39.05                2.52                2.52
               98304             1048576               39.26               39.26                2.50                2.50
               98304             2097152               39.22               39.22                2.51                2.51
               98304             4194304               39.19               39.19                2.51                2.51
               98304             8388608               39.07               39.07                2.52                2.52
               98304            16777216               39.42               39.42                2.49                2.49
               98304            33554432               39.19               39.19                2.51                2.51
               98304            67108864               39.49               39.49                2.49                2.49
              196608               65536               41.69               41.69                4.72                4.72
              196608              131072               41.40               41.40                4.75                4.75
              196608              262144               41.76               41.76                4.71                4.71
              196608              524288               41.41               41.41                4.75                4.75
              196608             1048576               41.70               41.70                4.72                4.72
              196608             2097152               41.35               41.35                4.75                4.75
              196608             4194304               41.43               41.43                4.75                4.75
              196608             8388608               41.64               41.64                4.72                4.72
              196608            16777216               41.57               41.57                4.73                4.73
              196608            33554432               41.63               41.63                4.72                4.72
              196608            67108864               41.61               41.61                4.73                4.73
              393216               65536               43.55               43.55                9.03                9.03
              393216              131072               44.15               44.15                8.91                8.91
              393216              262144               43.79               43.79                8.98                8.98
              393216              524288               43.88               43.88                8.96                8.96
              393216             1048576               43.85               43.85                8.97                8.97
              393216             2097152               43.93               43.93                8.95                8.95
              393216             4194304               43.45               43.45                9.05                9.05
              393216             8388608               43.69               43.69                9.00                9.00
              393216            16777216               43.50               43.50                9.04                9.04
              393216            33554432               43.58               43.58                9.02                9.02
              393216            67108864               43.43               43.43                9.05                9.05
              786432               65536               46.88               46.88               16.78               16.78
              786432              131072               47.01               47.01               16.73               16.73
              786432              262144               47.01               47.01               16.73               16.73
              786432              524288               46.81               46.81               16.80               16.80
              786432             1048576               46.80               46.80               16.81               16.81
              786432             2097152               46.94               46.94               16.75               16.75
              786432             4194304               46.81               46.81               16.80               16.80
              786432             8388608               46.60               46.60               16.88               16.88
              786432            16777216               46.68               46.68               16.85               16.85
              786432            33554432               46.91               46.91               16.76               16.76
              786432            67108864               47.18               47.18               16.67               16.67
             1572864               65536               63.89               63.89               24.62               24.62
             1572864              131072               55.55               55.55               28.31               28.31
