AG_tree_file=symmetric/sym_split2_IB20_NV300_bw_k_1_320
RS_tree_file=symmetric/sym_split2_IB20_NV300_bw_k_1_320
##################################################### ReduceScatter #####################################################
nranks=16
k=1, scratch_size=16777216
check_iters=0, warmup_iters=100, iters=100
use_reduceScatter_kernel=False
skip_leaf_tb=True, n_pipeline=1
nblocks=14, n_parallel_sm_blocks=1, n_parallel_reduce_blocks=0
KERNEL=pipeline_reduceScatter_kernel_parallel_sm_coll_re_synced.cu::pipeline_reduceScatter_coll_re_schedule
BENCH_METHOD=2

             size(B)        send_size(B)        avg_time(us)        min_time(us)     avg_algbw(GB/s)     max_algbw(GB/s)
              393216               65536               43.80               43.80                8.98                8.98
              393216              131072               43.25               43.25                9.09                9.09
              393216              262144               43.30               43.30                9.08                9.08
              393216              524288               43.43               43.43                9.05                9.05
              393216             1048576               43.70               43.70                9.00                9.00
              393216             2097152               43.40               43.40                9.06                9.06
              393216             4194304               43.59               43.59                9.02                9.02
              786432               65536               47.16               47.16               16.68               16.68
              786432              131072               47.19               47.19               16.67               16.67
              786432              262144               47.26               47.26               16.64               16.64
              786432              524288               46.90               46.90               16.77               16.77
              786432             1048576               47.09               47.09               16.70               16.70
              786432             2097152               47.01               47.01               16.73               16.73
              786432             4194304               47.28               47.28               16.63               16.63
             1572864               65536               60.88               60.88               25.84               25.84
             1572864              131072               53.89               53.89               29.18               29.18
             1572864              262144               53.63               53.63               29.33               29.33
             1572864              524288               53.16               53.16               29.59               29.59
             1572864             1048576               52.94               52.94               29.71               29.71
             1572864             2097152               53.26               53.26               29.53               29.53
             1572864             4194304               53.64               53.64               29.32               29.32
             3145728               65536               80.68               80.68               38.99               38.99
             3145728              131072               73.48               73.48               42.81               42.81
             3145728              262144               67.84               67.84               46.37               46.37
             3145728              524288               68.35               68.35               46.02               46.02
             3145728             1048576               68.43               68.43               45.97               45.97
             3145728             2097152               68.87               68.87               45.67               45.67
             3145728             4194304               68.50               68.50               45.93               45.93
             6291456               65536              127.51              127.51               49.34               49.34
             6291456              131072               97.88               97.88               64.27               64.27
             6291456              262144               98.07               98.07               64.15               64.15
             6291456              524288               96.63               96.63               65.11               65.11
             6291456             1048576               97.35               97.35               64.63               64.63
             6291456             2097152               98.68               98.68               63.75               63.75
             6291456             4194304              101.48              101.48               62.00               62.00
            12582912               65536              227.89              227.89               55.21               55.21
            12582912              131072              168.88              168.88               74.51               74.51
            12582912              262144              148.32              148.32               84.84               84.84
            12582912              524288              150.67              150.67               83.51               83.51
            12582912             1048576              158.03              158.03               79.62               79.62
            12582912             2097152              155.79              155.79               80.77               80.77
            12582912             4194304              158.74              158.74               79.27               79.27
            25165824               65536              440.65              440.65               57.11               57.11
            25165824              131072              319.34              319.34               78.80               78.80
            25165824              262144              271.81              271.81               92.59               92.59
            25165824              524288              250.61              250.61              100.42              100.42
            25165824             1048576              273.76              273.76               91.93               91.93
            25165824             2097152              303.21              303.21               83.00               83.00
            25165824             4194304              303.46              303.46               82.93               82.93
            50331648               65536              843.35              843.35               59.68               59.68
            50331648              131072              599.06              599.06               84.02               84.02
            50331648              262144              492.29              492.29              102.24              102.24
            50331648              524288              436.39              436.39              115.34              115.34
            50331648             1048576              436.70              436.70              115.26              115.26
            50331648             2097152              490.42              490.42              102.63              102.63
            50331648             4194304              552.39              552.39               91.12               91.12
           100663296               65536             1658.85             1658.85               60.68               60.68
           100663296              131072             1149.99             1149.99               87.53               87.53
           100663296              262144              936.92              936.92              107.44              107.44
           100663296              524288              807.16              807.16              124.71              124.71
           100663296             1048576              785.58              785.58              128.14              128.14
           100663296             2097152              819.97              819.97              122.76              122.76
           100663296             4194304              918.66              918.66              109.58              109.58
           201326592               65536             3292.61             3292.61               61.14               61.14
           201326592              131072             2269.01             2269.01               88.73               88.73
           201326592              262144             1820.57             1820.57              110.58              110.58
           201326592              524288             1548.65             1548.65              130.00              130.00
           201326592             1048576             1474.56             1474.56              136.53              136.53
           201326592             2097152             1505.78             1505.78              133.70              133.70
           201326592             4194304             1565.42             1565.42              128.61              128.61
           402653184               65536             6567.91             6567.91               61.31               61.31
           402653184              131072             4517.83             4517.83               89.13               89.13
           402653184              262144             3593.53             3593.53              112.05              112.05
           402653184              524288             3021.74             3021.74              133.25              133.25
           402653184             1048576             2850.69             2850.69              141.25              141.25
           402653184             2097152             2850.90             2850.90              141.24              141.24
           402653184             4194304             2883.75             2883.75              139.63              139.63
           805306368               65536            13237.32            13237.32               60.84               60.84
           805306368              131072             9044.10             9044.10               89.04               89.04
           805306368              262144             7194.42             7194.42              111.93              111.93
           805306368              524288             6022.68             6022.68              133.71              133.71
           805306368             1048576             5621.76             5621.76              143.25              143.25
           805306368             2097152             5541.14             5541.14              145.33              145.33
           805306368             4194304             5498.40             5498.40              146.46              146.46
          1610612736               65536            26608.33            26608.33               60.53               60.53
          1610612736              131072            18124.66            18124.66               88.86               88.86
          1610612736              262144            14392.85            14392.85              111.90              111.90
          1610612736              524288            12040.16            12040.16              133.77              133.77
          1610612736             1048576            11196.31            11196.31              143.85              143.85
          1610612736             2097152            11007.68            11007.68              146.32              146.32
          1610612736             4194304            10714.34            10714.34              150.32              150.32
          3221225472               65536            53232.17            53232.17               60.51               60.51
          3221225472              131072            36221.66            36221.66               88.93               88.93
          3221225472              262144            28801.23            28801.23              111.84              111.84
          3221225472              524288            24105.17            24105.17              133.63              133.63
          3221225472             1048576            22345.43            22345.43              144.16              144.16
          3221225472             2097152            21948.47            21948.47              146.76              146.76
          3221225472             4194304            21139.08            21139.08              152.38              152.38

##################################################### ReduceScatter #####################################################
nranks=16
k=1, scratch_size=16777216
check_iters=0, warmup_iters=100, iters=100
use_reduceScatter_kernel=False
skip_leaf_tb=True, n_pipeline=2
nblocks=44, n_parallel_sm_blocks=1, n_parallel_reduce_blocks=4
KERNEL=pipeline_reduceScatter_kernel_parallel_sm_coll_re_synced.cu::pipeline_reduceScatter_coll_re_schedule
BENCH_METHOD=2

             size(B)        send_size(B)        avg_time(us)        min_time(us)     avg_algbw(GB/s)     max_algbw(GB/s)
                3072               65536               56.37               56.37                0.05                0.05
                3072              131072               56.26               56.26                0.05                0.05
                3072              262144               56.21               56.21                0.05                0.05
                3072              524288               56.22               56.22                0.05                0.05
                3072             1048576               56.13               56.13                0.05                0.05
                3072             2097152               56.23               56.23                0.05                0.05
                3072             4194304               56.31               56.31                0.05                0.05
                6144               65536               56.04               56.04                0.11                0.11
                6144              131072               56.36               56.36                0.11                0.11
                6144              262144               56.18               56.18                0.11                0.11
                6144              524288               56.14               56.14                0.11                0.11
                6144             1048576               56.31               56.31                0.11                0.11
                6144             2097152               56.23               56.23                0.11                0.11
                6144             4194304               56.44               56.44                0.11                0.11
               12288               65536               56.35               56.35                0.22                0.22
               12288              131072               56.89               56.89                0.22                0.22
               12288              262144               56.45               56.45                0.22                0.22
               12288              524288               56.47               56.47                0.22                0.22
               12288             1048576               56.50               56.50                0.22                0.22
               12288             2097152               56.55               56.55                0.22                0.22
               12288             4194304               56.55               56.55                0.22                0.22
               24576               65536               56.45               56.45                0.44                0.44
               24576              131072               56.80               56.80                0.43                0.43
               24576              262144               56.61               56.61                0.43                0.43
               24576              524288               56.68               56.68                0.43                0.43
               24576             1048576               56.70               56.70                0.43                0.43
               24576             2097152               56.62               56.62                0.43                0.43
               24576             4194304               56.49               56.49                0.44                0.44
               49152               65536               56.79               56.79                0.87                0.87
               49152              131072               57.09               57.09                0.86                0.86
               49152              262144               57.03               57.03                0.86                0.86
               49152              524288               56.66               56.66                0.87                0.87
               49152             1048576               57.09               57.09                0.86                0.86
               49152             2097152               56.85               56.85                0.86                0.86
               49152             4194304               57.06               57.06                0.86                0.86
               98304               65536               57.30               57.30                1.72                1.72
               98304              131072               57.83               57.83                1.70                1.70
               98304              262144               57.21               57.21                1.72                1.72
               98304              524288               57.51               57.51                1.71                1.71
               98304             1048576               57.11               57.11                1.72                1.72
               98304             2097152               57.52               57.52                1.71                1.71
               98304             4194304               57.58               57.58                1.71                1.71
              196608               65536               59.29               59.29                3.32                3.32
              196608              131072               59.29               59.29                3.32                3.32
              196608              262144               59.63               59.63                3.30                3.30
              196608              524288               59.36               59.36                3.31                3.31
              196608             1048576               59.54               59.54                3.30                3.30
              196608             2097152               59.34               59.34                3.31                3.31
              196608             4194304               59.57               59.57                3.30                3.30
              393216               65536               62.00               62.00                6.34                6.34
              393216              131072               61.96               61.96                6.35                6.35
              393216              262144               61.93               61.93                6.35                6.35
              393216              524288               62.07               62.07                6.33                6.33
              393216             1048576               61.82               61.82                6.36                6.36
              393216             2097152               62.22               62.22                6.32                6.32
              393216             4194304               61.73               61.73                6.37                6.37
              786432               65536               65.68               65.68               11.97               11.97
              786432              131072               65.75               65.75               11.96               11.96
              786432              262144               65.69               65.69               11.97               11.97
              786432              524288               65.60               65.60               11.99               11.99
              786432             1048576               65.69               65.69               11.97               11.97
              786432             2097152               65.48               65.48               12.01               12.01
              786432             4194304               65.73               65.73               11.96               11.96
             1572864               65536               70.20               70.20               22.41               22.41
             1572864              131072               70.60               70.60               22.28               22.28
             1572864              262144               70.01               70.01               22.47               22.47
             1572864              524288               70.32               70.32               22.37               22.37
             1572864             1048576               70.10               70.10               22.44               22.44
             1572864             2097152               70.65               70.65               22.26               22.26
             1572864             4194304               70.73               70.73               22.24               22.24
             3145728               65536               97.79               97.79               32.17               32.17
             3145728              131072               79.96               79.96               39.34               39.34
             3145728              262144               80.31               80.31               39.17               39.17
             3145728              524288               80.59               80.59               39.03               39.03
             3145728             1048576               79.88               79.88               39.38               39.38
             3145728             2097152               80.40               80.40               39.12               39.12
             3145728             4194304               80.15               80.15               39.25               39.25
             6291456               65536              131.06              131.06               48.00               48.00
             6291456              131072              114.15              114.15               55.12               55.12
             6291456              262144               98.37               98.37               63.96               63.96
             6291456              524288              100.94              100.94               62.33               62.33
             6291456             1048576               99.72               99.72               63.09               63.09
             6291456             2097152               99.25               99.25               63.39               63.39
             6291456             4194304               98.55               98.55               63.84               63.84
            12582912               65536              222.87              222.87               56.46               56.46
            12582912              131072              165.50              165.50               76.03               76.03
            12582912              262144              154.84              154.84               81.26               81.26
            12582912              524288              140.06              140.06               89.84               89.84
            12582912             1048576              139.50              139.50               90.20               90.20
            12582912             2097152              139.49              139.49               90.21               90.21
            12582912             4194304              140.61              140.61               89.49               89.49
            25165824               65536              404.91              404.91               62.15               62.15
            25165824              131072              281.24              281.24               89.48               89.48
            25165824              262144              227.48              227.48              110.63              110.63
            25165824              524288              232.46              232.46              108.26              108.26
            25165824             1048576              240.23              240.23              104.76              104.76
            25165824             2097152              242.62              242.62              103.73              103.73
            25165824             4194304              240.45              240.45              104.66              104.66
            50331648               65536              768.23              768.23               65.52               65.52
            50331648              131072              519.18              519.18               96.94               96.94
            50331648              262144              385.74              385.74              130.48              130.48
            50331648              524288              339.19              339.19              148.39              148.39
            50331648             1048576              384.70              384.70              130.83              130.83
            50331648             2097152              429.73              429.73              117.12              117.12
            50331648             4194304              426.31              426.31              118.06              118.06
           100663296               65536             1515.45             1515.45               66.42               66.42
           100663296              131072              996.18              996.18              101.05              101.05
           100663296              262144              722.16              722.16              139.39              139.39
           100663296              524288              587.29              587.29              171.40              171.40
           100663296             1048576              605.97              605.97              166.12              166.12
           100663296             2097152              693.65              693.65              145.12              145.12
           100663296             4194304              802.32              802.32              125.46              125.46
           201326592               65536             3016.22             3016.22               66.75               66.75
           201326592              131072             1944.50             1944.50              103.54              103.54
           201326592              262144             1384.30             1384.30              145.44              145.44
           201326592              524288             1105.84             1105.84              182.06              182.06
           201326592             1048576             1081.80             1081.80              186.10              186.10
           201326592             2097152             1135.80             1135.80              177.26              177.26
           201326592             4194304             1312.99             1312.99              153.33              153.33
           402653184               65536             6150.78             6150.78               65.46               65.46
           402653184              131072             3887.17             3887.17              103.59              103.59
           402653184              262144             2716.98             2716.98              148.20              148.20
           402653184              524288             2105.37             2105.37              191.25              191.25
           402653184             1048576             2031.47             2031.47              198.21              198.21
           402653184             2097152             2058.51             2058.51              195.60              195.60
           402653184             4194304             2203.74             2203.74              182.71              182.71
           805306368               65536            12159.14            12159.14               66.23               66.23
           805306368              131072             8006.68             8006.68              100.58              100.58
           805306368              262144             5462.18             5462.18              147.43              147.43
           805306368              524288             4099.67             4099.67              196.43              196.43
           805306368             1048576             3971.72             3971.72              202.76              202.76
           805306368             2097152             3979.04             3979.04              202.39              202.39
           805306368             4194304             3963.73             3963.73              203.17              203.17
          1610612736               65536            24334.94            24334.94               66.19               66.19
          1610612736              131072            15822.18            15822.18              101.79              101.79
          1610612736              262144            11018.09            11018.09              146.18              146.18
          1610612736              524288             8183.62             8183.62              196.81              196.81
          1610612736             1048576             7813.01             7813.01              206.15              206.15
          1610612736             2097152             7767.82             7767.82              207.34              207.34
          1610612736             4194304             7578.46             7578.46              212.53              212.53
          3221225472               65536            48817.28            48817.28               65.99               65.99
          3221225472              131072            31456.91            31456.91              102.40              102.40
          3221225472              262144            22624.61            22624.61              142.38              142.38
          3221225472              524288            16192.07            16192.07              198.94              198.94
          3221225472             1048576            15486.87            15486.87              208.00              208.00
          3221225472             2097152            15304.51            15304.51              210.48              210.48
          3221225472             4194304            15028.87            15028.87              214.34              214.34

##################################################### ReduceScatter #####################################################
nranks=16
k=1, scratch_size=16777216
check_iters=0, warmup_iters=100, iters=100
use_reduceScatter_kernel=False
skip_leaf_tb=True, n_pipeline=3
nblocks=66, n_parallel_sm_blocks=1, n_parallel_reduce_blocks=4
KERNEL=pipeline_reduceScatter_kernel_parallel_sm_coll_re_synced.cu::pipeline_reduceScatter_coll_re_schedule
BENCH_METHOD=2

             size(B)        send_size(B)        avg_time(us)        min_time(us)     avg_algbw(GB/s)     max_algbw(GB/s)
                3072               65536               78.30               78.30                0.04                0.04
                3072              131072               78.21               78.21                0.04                0.04
                3072              262144               78.28               78.28                0.04                0.04
                3072              524288               78.05               78.05                0.04                0.04
                3072             1048576               78.11               78.11                0.04                0.04
                3072             2097152               77.70               77.70                0.04                0.04
                3072             4194304               78.12               78.12                0.04                0.04
                6144               65536               78.21               78.21                0.08                0.08
                6144              131072               78.06               78.06                0.08                0.08
                6144              262144               78.01               78.01                0.08                0.08
                6144              524288               78.37               78.37                0.08                0.08
                6144             1048576               77.97               77.97                0.08                0.08
                6144             2097152               78.25               78.25                0.08                0.08
                6144             4194304               78.04               78.04                0.08                0.08
               12288               65536               78.23               78.23                0.16                0.16
               12288              131072               78.28               78.28                0.16                0.16
               12288              262144               78.13               78.13                0.16                0.16
               12288              524288               78.12               78.12                0.16                0.16
               12288             1048576               78.58               78.58                0.16                0.16
               12288             2097152               78.07               78.07                0.16                0.16
               12288             4194304               78.07               78.07                0.16                0.16
               24576               65536               78.42               78.42                0.31                0.31
               24576              131072               78.73               78.73                0.31                0.31
               24576              262144               78.45               78.45                0.31                0.31
               24576              524288               78.33               78.33                0.31                0.31
               24576             1048576               78.38               78.38                0.31                0.31
               24576             2097152               78.71               78.71                0.31                0.31
               24576             4194304               78.41               78.41                0.31                0.31
               49152               65536               78.42               78.42                0.63                0.63
               49152              131072               78.37               78.37                0.63                0.63
               49152              262144               78.83               78.83                0.62                0.62
               49152              524288               78.43               78.43                0.63                0.63
               49152             1048576               78.62               78.62                0.63                0.63
               49152             2097152               78.52               78.52                0.63                0.63
               49152             4194304               78.75               78.75                0.62                0.62
               98304               65536               78.81               78.81                1.25                1.25
               98304              131072               79.04               79.04                1.24                1.24
               98304              262144               78.92               78.92                1.25                1.25
               98304              524288               79.18               79.18                1.24                1.24
               98304             1048576               78.90               78.90                1.25                1.25
               98304             2097152               79.19               79.19                1.24                1.24
               98304             4194304               78.68               78.68                1.25                1.25
              196608               65536               82.33               82.33                2.39                2.39
              196608              131072               81.89               81.89                2.40                2.40
              196608              262144               82.07               82.07                2.40                2.40
              196608              524288               82.04               82.04                2.40                2.40
              196608             1048576               81.80               81.80                2.40                2.40
              196608             2097152               82.01               82.01                2.40                2.40
              196608             4194304               81.76               81.76                2.40                2.40
              393216               65536               83.66               83.66                4.70                4.70
              393216              131072               84.25               84.25                4.67                4.67
              393216              262144               84.17               84.17                4.67                4.67
              393216              524288               83.86               83.86                4.69                4.69
              393216             1048576               83.85               83.85                4.69                4.69
              393216             2097152               84.16               84.16                4.67                4.67
              393216             4194304               84.17               84.17                4.67                4.67
              786432               65536               87.50               87.50                8.99                8.99
              786432              131072               87.41               87.41                9.00                9.00
              786432              262144               87.76               87.76                8.96                8.96
              786432              524288               87.16               87.16                9.02                9.02
              786432             1048576               87.85               87.85                8.95                8.95
              786432             2097152               87.34               87.34                9.00                9.00
              786432             4194304               87.50               87.50                8.99                8.99
             1572864               65536               93.22               93.22               16.87               16.87
             1572864              131072               93.11               93.11               16.89               16.89
             1572864              262144               92.97               92.97               16.92               16.92
             1572864              524288               93.31               93.31               16.86               16.86
             1572864             1048576               92.65               92.65               16.98               16.98
             1572864             2097152               93.07               93.07               16.90               16.90
             1572864             4194304               92.66               92.66               16.97               16.97
             3145728               65536              102.20              102.20               30.78               30.78
             3145728              131072              101.60              101.60               30.96               30.96
             3145728              262144              101.62              101.62               30.96               30.96
             3145728              524288              101.87              101.87               30.88               30.88
             3145728             1048576              102.78              102.78               30.61               30.61
             3145728             2097152              101.70              101.70               30.93               30.93
             3145728             4194304              101.77              101.77               30.91               30.91
             6291456               65536              144.61              144.61               43.51               43.51
             6291456              131072              119.62              119.62               52.59               52.59
             6291456              262144              119.28              119.28               52.75               52.75
             6291456              524288              118.16              118.16               53.25               53.25
             6291456             1048576              119.37              119.37               52.71               52.71
             6291456             2097152              119.74              119.74               52.54               52.54
             6291456             4194304              118.82              118.82               52.95               52.95
            12582912               65536              235.35              235.35               53.47               53.47
            12582912              131072              178.60              178.60               70.45               70.45
            12582912              262144              154.45              154.45               81.47               81.47
            12582912              524288              153.34              153.34               82.06               82.06
            12582912             1048576              154.02              154.02               81.70               81.70
            12582912             2097152              152.97              152.97               82.26               82.26
            12582912             4194304              152.69              152.69               82.41               82.41
            25165824               65536              417.01              417.01               60.35               60.35
            25165824              131072              294.15              294.15               85.55               85.55
            25165824              262144              245.44              245.44              102.53              102.53
            25165824              524288              229.69              229.69              109.56              109.56
            25165824             1048576              228.46              228.46              110.15              110.15
            25165824             2097152              230.97              230.97              108.96              108.96
            25165824             4194304              230.37              230.37              109.24              109.24
            50331648               65536              786.58              786.58               63.99               63.99
            50331648              131072              531.10              531.10               94.77               94.77
            50331648              262144              404.01              404.01              124.58              124.58
            50331648              524288              343.81              343.81              146.39              146.39
            50331648             1048576              396.52              396.52              126.93              126.93
            50331648             2097152              399.79              399.79              125.90              125.90
            50331648             4194304              398.73              398.73              126.23              126.23
           100663296               65536             1529.84             1529.84               65.80               65.80
           100663296              131072             1004.00             1004.00              100.26              100.26
           100663296              262144              736.68              736.68              136.65              136.65
           100663296              524288              600.82              600.82              167.54              167.54
           100663296             1048576              610.90              610.90              164.78              164.78
           100663296             2097152              730.75              730.75              137.75              137.75
           100663296             4194304              727.40              727.40              138.39              138.39
           201326592               65536             3067.12             3067.12               65.64               65.64
           201326592              131072             1956.93             1956.93              102.88              102.88
           201326592              262144             1400.27             1400.27              143.78              143.78
