AG_tree_file=symmetric/sym_split2_IB20_NV300_bw_k_1_320
RS_tree_file=symmetric/sym_split2_IB20_NV300_bw_k_1_320
##################################################### ReduceScatter #####################################################
nranks=16
k=1, scratch_size=16777216
check_iters=0, warmup_iters=100, iters=100
use_reduceScatter_kernel=False
skip_leaf_tb=True
nblocks=14, n_parallel_sm_blocks=1, n_parallel_reduce_blocks=None
KERNEL=pipeline_reduceScatter_kernel_parallel_sm_coll_re_synced.cu::pipeline_reduceScatter_coll_re_schedule
BENCH_METHOD=2

             size(B)        send_size(B)        avg_time(us)        min_time(us)     avg_algbw(GB/s)     max_algbw(GB/s)
               12288              262144               38.03               38.03                0.32                0.32
               12288              524288               37.95               37.95                0.32                0.32
               12288             1048576               37.78               37.78                0.33                0.33
               12288             2097152               37.96               37.96                0.32                0.32
               12288             4194304               37.89               37.89                0.32                0.32
               12288             8388608               37.96               37.96                0.32                0.32
               12288            16777216               37.79               37.79                0.33                0.33
               12288            33554432               37.83               37.83                0.32                0.32
               12288            67108864               37.84               37.84                0.32                0.32
               24576               65536               38.36               38.36                0.64                0.64
               24576              131072               38.17               38.17                0.64                0.64
               24576              262144               38.21               38.21                0.64                0.64
               24576              524288               38.38               38.38                0.64                0.64
               24576             1048576               38.21               38.21                0.64                0.64
               24576             2097152               38.32               38.32                0.64                0.64
               24576             4194304               38.53               38.53                0.64                0.64
               24576             8388608               38.20               38.20                0.64                0.64
               24576            16777216               38.14               38.14                0.64                0.64
               24576            33554432               38.32               38.32                0.64                0.64
               24576            67108864               38.23               38.23                0.64                0.64
               49152               65536               38.58               38.58                1.27                1.27
               49152              131072               38.56               38.56                1.27                1.27
               49152              262144               38.52               38.52                1.28                1.28
               49152              524288               38.60               38.60                1.27                1.27
               49152             1048576               38.81               38.81                1.27                1.27
               49152             2097152               38.47               38.47                1.28                1.28
               49152             4194304               38.67               38.67                1.27                1.27
               49152             8388608               38.27               38.27                1.28                1.28
               49152            16777216               38.57               38.57                1.27                1.27
               49152            33554432               38.39               38.39                1.28                1.28
               49152            67108864               38.35               38.35                1.28                1.28
               98304               65536               39.66               39.66                2.48                2.48
               98304              131072               39.72               39.72                2.47                2.47
               98304              262144               39.79               39.79                2.47                2.47
               98304              524288               39.73               39.73                2.47                2.47
               98304             1048576               39.86               39.86                2.47                2.47
               98304             2097152               39.74               39.74                2.47                2.47
               98304             4194304               39.91               39.91                2.46                2.46
               98304             8388608               39.74               39.74                2.47                2.47
               98304            16777216               40.01               40.01                2.46                2.46
               98304            33554432               39.66               39.66                2.48                2.48
               98304            67108864               39.94               39.94                2.46                2.46
              196608               65536               42.07               42.07                4.67                4.67
              196608              131072               42.02               42.02                4.68                4.68
              196608              262144               41.92               41.92                4.69                4.69
              196608              524288               42.10               42.10                4.67                4.67
              196608             1048576               42.10               42.10                4.67                4.67
              196608             2097152               41.97               41.97                4.68                4.68
              196608             4194304               42.19               42.19                4.66                4.66
              196608             8388608               42.11               42.11                4.67                4.67
              196608            16777216               42.06               42.06                4.67                4.67
              196608            33554432               42.10               42.10                4.67                4.67
              196608            67108864               41.95               41.95                4.69                4.69
              393216               65536               44.64               44.64                8.81                8.81
              393216              131072               44.48               44.48                8.84                8.84
              393216              262144               44.38               44.38                8.86                8.86
              393216              524288               44.27               44.27                8.88                8.88
              393216             1048576               44.35               44.35                8.87                8.87
              393216             2097152               44.37               44.37                8.86                8.86
              393216             4194304               44.42               44.42                8.85                8.85
              393216             8388608               44.45               44.45                8.85                8.85
              393216            16777216               44.18               44.18                8.90                8.90
              393216            33554432               47.00               47.00                8.37                8.37
              393216            67108864               44.19               44.19                8.90                8.90
              786432               65536               47.34               47.34               16.61               16.61
              786432              131072               47.59               47.59               16.53               16.53
              786432              262144               47.25               47.25               16.64               16.64
              786432              524288               47.69               47.69               16.49               16.49
              786432             1048576               47.39               47.39               16.59               16.59
              786432             2097152               47.43               47.43               16.58               16.58
              786432             4194304               47.41               47.41               16.59               16.59
              786432             8388608               47.26               47.26               16.64               16.64
              786432            16777216               47.27               47.27               16.64               16.64
              786432            33554432               47.39               47.39               16.59               16.59
              786432            67108864               47.49               47.49               16.56               16.56
             1572864               65536               63.12               63.12               24.92               24.92
             1572864              131072               56.87               56.87               27.66               27.66
             1572864              262144               54.92               54.92               28.64               28.64
             1572864              524288               56.66               56.66               27.76               27.76
             1572864             1048576               56.30               56.30               27.94               27.94
             1572864             2097152               55.51               55.51               28.33               28.33
             1572864             4194304               56.30               56.30               27.94               27.94
             1572864             8388608               55.62               55.62               28.28               28.28
             1572864            16777216               56.10               56.10               28.03               28.03
             1572864            33554432               55.81               55.81               28.18               28.18
             1572864            67108864               54.81               54.81               28.69               28.69
             3145728               65536               81.46               81.46               38.62               38.62
             3145728              131072               76.53               76.53               41.10               41.10
             3145728              262144               67.80               67.80               46.40               46.40
             3145728              524288               68.49               68.49               45.93               45.93
             3145728             1048576               69.58               69.58               45.21               45.21
             3145728             2097152               68.47               68.47               45.94               45.94
             3145728             4194304               69.89               69.89               45.01               45.01
             3145728             8388608               67.77               67.77               46.42               46.42
             3145728            16777216               68.73               68.73               45.77               45.77
             3145728            33554432               69.34               69.34               45.37               45.37
             3145728            67108864               69.73               69.73               45.11               45.11
             6291456               65536              130.01              130.01               48.39               48.39
             6291456              131072               96.12               96.12               65.45               65.45
             6291456              262144               91.78               91.78               68.55               68.55
             6291456              524288               92.69               92.69               67.87               67.87
             6291456             1048576               91.56               91.56               68.72               68.72
             6291456             2097152               91.90               91.90               68.46               68.46
             6291456             4194304               92.30               92.30               68.16               68.16
             6291456             8388608               93.14               93.14               67.55               67.55
             6291456            16777216               92.94               92.94               67.70               67.70
             6291456            33554432               92.77               92.77               67.81               67.81
             6291456            67108864               92.05               92.05               68.35               68.35
            12582912               65536              226.65              226.65               55.52               55.52
            12582912              131072              159.28              159.28               79.00               79.00
            12582912              262144              126.89              126.89               99.16               99.16
            12582912              524288              136.39              136.39               92.26               92.26
            12582912             1048576              143.69              143.69               87.57               87.57
            12582912             2097152              139.03              139.03               90.51               90.51
            12582912             4194304              138.96              138.96               90.55               90.55
            12582912             8388608              138.52              138.52               90.84               90.84
            12582912            16777216              139.74              139.74               90.05               90.05
            12582912            33554432              139.96              139.96               89.90               89.90
            12582912            67108864              140.43              140.43               89.60               89.60
            25165824               65536              425.44              425.44               59.15               59.15
            25165824              131072              287.65              287.65               87.49               87.49
            25165824              262144              213.51              213.51              117.86              117.86
            25165824              524288              190.20              190.20              132.31              132.31
            25165824             1048576              219.17              219.17              114.83              114.83
            25165824             2097152              245.66              245.66              102.44              102.44
            25165824             4194304              246.75              246.75              101.99              101.99
            25165824             8388608              248.37              248.37              101.32              101.32
            25165824            16777216              246.91              246.91              101.92              101.92
            25165824            33554432              248.34              248.34              101.34              101.34
            25165824            67108864              248.23              248.23              101.38              101.38
            50331648               65536              816.61              816.61               61.63               61.63
            50331648              131072              537.25              537.25               93.68               93.68
            50331648              262144              384.54              384.54              130.89              130.89
            50331648              524288              332.36              332.36              151.44              151.44
            50331648             1048576              315.91              315.91              159.32              159.32
            50331648             2097152              384.45              384.45              130.92              130.92
            50331648             4194304              445.19              445.19              113.06              113.06
            50331648             8388608              441.96              441.96              113.88              113.88
            50331648            16777216              439.49              439.49              114.52              114.52
            50331648            33554432              443.08              443.08              113.59              113.59
            50331648            67108864              441.98              441.98              113.88              113.88
           100663296               65536             1605.46             1605.46               62.70               62.70
           100663296              131072             1037.32             1037.32               97.04               97.04
           100663296              262144              731.83              731.83              137.55              137.55
           100663296              524288              624.11              624.11              161.29              161.29
           100663296             1048576              605.95              605.95              166.12              166.12
           100663296             2097152              613.93              613.93              163.97              163.97
           100663296             4194304              714.56              714.56              140.88              140.88
           100663296             8388608              832.00              832.00              120.99              120.99
           100663296            16777216              830.25              830.25              121.24              121.24
           100663296            33554432              830.25              830.25              121.24              121.24
           100663296            67108864              832.07              832.07              120.98              120.98
           201326592               65536             3181.62             3181.62               63.28               63.28
           201326592              131072             2039.34             2039.34               98.72               98.72
           201326592              262144             1430.20             1430.20              140.77              140.77
           201326592              524288             1212.79             1212.79              166.00              166.00
           201326592             1048576             1135.01             1135.01              177.38              177.38
           201326592             2097152             1149.31             1149.31              175.17              175.17
           201326592             4194304             1179.01             1179.01              170.76              170.76
           201326592             8388608             1354.49             1354.49              148.64              148.64
           201326592            16777216             1588.61             1588.61              126.73              126.73
           201326592            33554432             1597.27             1597.27              126.04              126.04
           201326592            67108864             1588.44             1588.44              126.74              126.74
           402653184               65536             6353.65             6353.65               63.37               63.37
           402653184              131072             4054.41             4054.41               99.31               99.31
           402653184              262144             2830.83             2830.83              142.24              142.24
           402653184              524288             2370.39             2370.39              169.87              169.87
           402653184             1048576             2186.43             2186.43              184.16              184.16
           402653184             2097152             2191.73             2191.73              183.71              183.71
           402653184             4194304             2183.28             2183.28              184.43              184.43
           402653184             8388608             2242.61             2242.61              179.55              179.55
           402653184            16777216             2625.30             2625.30              153.37              153.37
           402653184            33554432             3126.15             3126.15              128.80              128.80
           402653184            67108864             3117.19             3117.19              129.17              129.17
           805306368               65536            12679.05            12679.05               63.51               63.51
           805306368              131072             8073.57             8073.57               99.75               99.75
           805306368              262144             5636.10             5636.10              142.88              142.88
           805306368              524288             4706.90             4706.90              171.09              171.09
           805306368             1048576             4294.65             4294.65              187.51              187.51
           805306368             2097152             4309.70             4309.70              186.86              186.86
           805306368             4194304             4201.75             4201.75              191.66              191.66
           805306368             8388608             4198.76             4198.76              191.80              191.80
           805306368            16777216             4296.49             4296.49              187.43              187.43
           805306368            33554432             5163.35             5163.35              155.97              155.97
           805306368            67108864             6189.30             6189.30              130.11              130.11
          1610612736               65536            25369.26            25369.26               63.49               63.49
          1610612736              131072            16174.00            16174.00               99.58               99.58
          1610612736              262144            11247.36            11247.36              143.20              143.20
          1610612736              524288             9358.57             9358.57              172.10              172.10
          1610612736             1048576             8527.45             8527.45              188.87              188.87
          1610612736             2097152             8511.56             8511.56              189.23              189.23
          1610612736             4194304             8199.29             8199.29              196.43              196.43
          1610612736             8388608             8052.10             8052.10              200.02              200.02
          1610612736            16777216             8155.28             8155.28              197.49              197.49
          1610612736            33554432             8662.06             8662.06              185.94              185.94
          1610612736            67108864            10290.78            10290.78              156.51              156.51
          3221225472               65536            50757.72            50757.72               63.46               63.46
          3221225472              131072            32312.85            32312.85               99.69               99.69
          3221225472              262144            22522.18            22522.18              143.02              143.02
          3221225472              524288            18720.69            18720.69              172.07              172.07
          3221225472             1048576            17012.96            17012.96              189.34              189.34
          3221225472             2097152            16959.29            16959.29              189.94              189.94
          3221225472             4194304            16232.90            16232.90              198.44              198.44
          3221225472             8388608            15787.52            15787.52              204.04              204.04
          3221225472            16777216            15675.86            15675.86              205.49              205.49
          3221225472            33554432            16023.60            16023.60              201.03              201.03
          3221225472            67108864            17092.09            17092.09              188.46              188.46

##################################################### ReduceScatter #####################################################
nranks=16
k=1, scratch_size=16777216
check_iters=0, warmup_iters=100, iters=100
use_reduceScatter_kernel=False
skip_leaf_tb=True
nblocks=56, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=None
KERNEL=pipeline_reduceScatter_kernel_parallel_sm_coll_re_synced.cu::pipeline_reduceScatter_coll_re_schedule
BENCH_METHOD=2

             size(B)        send_size(B)        avg_time(us)        min_time(us)     avg_algbw(GB/s)     max_algbw(GB/s)
                3072               65536               37.40               37.40                0.08                0.08
                3072              131072               37.81               37.81                0.08                0.08
                3072              262144               37.38               37.38                0.08                0.08
                3072              524288               37.54               37.54                0.08                0.08
                3072             1048576               37.50               37.50                0.08                0.08
                3072             2097152               37.47               37.47                0.08                0.08
                3072             4194304               37.35               37.35                0.08                0.08
                3072             8388608               37.52               37.52                0.08                0.08
                3072            16777216               37.49               37.49                0.08                0.08
                3072            33554432               37.31               37.31                0.08                0.08
                3072            67108864               37.37               37.37                0.08                0.08
                6144               65536               37.43               37.43                0.16                0.16
                6144              131072               37.66               37.66                0.16                0.16
                6144              262144               37.60               37.60                0.16                0.16
                6144              524288               37.50               37.50                0.16                0.16
                6144             1048576               37.50               37.50                0.16                0.16
                6144             2097152               37.47               37.47                0.16                0.16
                6144             4194304               37.49               37.49                0.16                0.16
                6144             8388608               37.44               37.44                0.16                0.16
                6144            16777216               37.51               37.51                0.16                0.16
                6144            33554432               37.51               37.51                0.16                0.16
                6144            67108864               37.47               37.47                0.16                0.16
               12288               65536               37.51               37.51                0.33                0.33
               12288              131072               37.88               37.88                0.32                0.32
               12288              262144               37.69               37.69                0.33                0.33
               12288              524288               37.69               37.69                0.33                0.33
               12288             1048576               37.50               37.50                0.33                0.33
               12288             2097152               38.02               38.02                0.32                0.32
               12288             4194304               37.67               37.67                0.33                0.33
               12288             8388608               37.53               37.53                0.33                0.33
               12288            16777216               37.57               37.57                0.33                0.33
               12288            33554432               37.80               37.80                0.33                0.33
               12288            67108864               37.71               37.71                0.33                0.33
               24576               65536               37.81               37.81                0.65                0.65
               24576              131072               37.96               37.96                0.65                0.65
               24576              262144               37.89               37.89                0.65                0.65
               24576              524288               37.90               37.90                0.65                0.65
               24576             1048576               37.91               37.91                0.65                0.65
               24576             2097152               37.81               37.81                0.65                0.65
               24576             4194304               37.81               37.81                0.65                0.65
               24576             8388608               37.90               37.90                0.65                0.65
               24576            16777216               37.88               37.88                0.65                0.65
               24576            33554432               37.83               37.83                0.65                0.65
               24576            67108864               37.79               37.79                0.65                0.65
               49152               65536               38.40               38.40                1.28                1.28
               49152              131072               38.15               38.15                1.29                1.29
               49152              262144               38.35               38.35                1.28                1.28
               49152              524288               38.16               38.16                1.29                1.29
               49152             1048576               38.32               38.32                1.28                1.28
               49152             2097152               38.39               38.39                1.28                1.28
               49152             4194304               38.26               38.26                1.28                1.28
               49152             8388608               38.38               38.38                1.28                1.28
               49152            16777216               38.06               38.06                1.29                1.29
               49152            33554432               38.41               38.41                1.28                1.28
               49152            67108864               38.25               38.25                1.29                1.29
               98304               65536               39.70               39.70                2.48                2.48
               98304              131072               39.36               39.36                2.50                2.50
               98304              262144               39.88               39.88                2.46                2.46
               98304              524288               39.72               39.72                2.47                2.47
               98304             1048576               39.63               39.63                2.48                2.48
               98304             2097152               39.38               39.38                2.50                2.50
               98304             4194304               39.34               39.34                2.50                2.50
               98304             8388608               39.39               39.39                2.50                2.50
               98304            16777216               39.78               39.78                2.47                2.47
               98304            33554432               39.51               39.51                2.49                2.49
               98304            67108864               39.46               39.46                2.49                2.49
              196608               65536               41.88               41.88                4.69                4.69
              196608              131072               42.10               42.10                4.67                4.67
              196608              262144               41.62               41.62                4.72                4.72
              196608              524288               41.50               41.50                4.74                4.74
              196608             1048576               41.62               41.62                4.72                4.72
              196608             2097152               41.76               41.76                4.71                4.71
              196608             4194304               41.75               41.75                4.71                4.71
              196608             8388608               42.04               42.04                4.68                4.68
              196608            16777216               42.04               42.04                4.68                4.68
              196608            33554432               41.86               41.86                4.70                4.70
              196608            67108864               41.67               41.67                4.72                4.72
              393216               65536               43.94               43.94                8.95                8.95
              393216              131072               44.19               44.19                8.90                8.90
              393216              262144               44.13               44.13                8.91                8.91
              393216              524288               43.91               43.91                8.96                8.96
              393216             1048576               44.13               44.13                8.91                8.91
              393216             2097152               43.92               43.92                8.95                8.95
              393216             4194304               44.19               44.19                8.90                8.90
              393216             8388608               44.56               44.56                8.82                8.82
              393216            16777216               43.96               43.96                8.94                8.94
              393216            33554432               44.01               44.01                8.93                8.93
              393216            67108864               43.89               43.89                8.96                8.96
              786432               65536               46.84               46.84               16.79               16.79
              786432              131072               47.32               47.32               16.62               16.62
              786432              262144               47.24               47.24               16.65               16.65
              786432              524288               47.43               47.43               16.58               16.58
              786432             1048576               46.97               46.97               16.74               16.74
              786432             2097152               47.04               47.04               16.72               16.72
              786432             4194304               47.16               47.16               16.68               16.68
              786432             8388608               47.17               47.17               16.67               16.67
              786432            16777216               47.18               47.18               16.67               16.67
              786432            33554432               47.40               47.40               16.59               16.59
              786432            67108864               46.82               46.82               16.80               16.80
             1572864               65536               61.84               61.84               25.43               25.43
             1572864              131072               57.49               57.49               27.36               27.36
             1572864              262144               56.46               56.46               27.86               27.86
             1572864              524288               57.66               57.66               27.28               27.28
             1572864             1048576               57.35               57.35               27.42               27.42
             1572864             2097152               59.34               59.34               26.51               26.51
             1572864             4194304               59.93               59.93               26.24               26.24
             1572864             8388608               58.25               58.25               27.00               27.00
             1572864            16777216               58.14               58.14               27.05               27.05
             1572864            33554432               58.76               58.76               26.77               26.77
             1572864            67108864               58.01               58.01               27.11               27.11
             3145728               65536               78.79               78.79               39.93               39.93
             3145728              131072               74.60               74.60               42.17               42.17
             3145728              262144               73.39               73.39               42.86               42.86
             3145728              524288               70.44               70.44               44.66               44.66
             3145728             1048576               69.60               69.60               45.20               45.20
             3145728             2097152               69.53               69.53               45.24               45.24
             3145728             4194304               69.98               69.98               44.95               44.95
             3145728             8388608               69.57               69.57               45.22               45.22
             3145728            16777216               67.94               67.94               46.30               46.30
             3145728            33554432               71.32               71.32               44.11               44.11
             3145728            67108864               68.21               68.21               46.12               46.12
             6291456               65536              126.87              126.87               49.59               49.59
             6291456              131072               96.11               96.11               65.46               65.46
             6291456              262144               92.46               92.46               68.05               68.05
             6291456              524288               90.55               90.55               69.48               69.48
             6291456             1048576               90.88               90.88               69.23               69.23
             6291456             2097152               89.76               89.76               70.09               70.09
             6291456             4194304               91.15               91.15               69.03               69.03
             6291456             8388608               91.05               91.05               69.10               69.10
             6291456            16777216               91.75               91.75               68.57               68.57
             6291456            33554432               91.45               91.45               68.79               68.79
             6291456            67108864               91.21               91.21               68.98               68.98
            12582912               65536              221.39              221.39               56.84               56.84
            12582912              131072              158.46              158.46               79.41               79.41
            12582912              262144              128.56              128.56               97.87               97.87
            12582912              524288              131.16              131.16               95.93               95.93
            12582912             1048576              142.01              142.01               88.61               88.61
            12582912             2097152              141.43              141.43               88.97               88.97
            12582912             4194304              140.24              140.24               89.73               89.73
            12582912             8388608              139.40              139.40               90.27               90.27
            12582912            16777216              139.67              139.67               90.09               90.09
            12582912            33554432              140.04              140.04               89.85               89.85
            12582912            67108864              140.82              140.82               89.35               89.35
            25165824               65536              409.17              409.17               61.50               61.50
            25165824              131072              286.60              286.60               87.81               87.81
            25165824              262144              208.75              208.75              120.55              120.55
            25165824              524288              191.98              191.98              131.09              131.09
            25165824             1048576              219.18              219.18              114.82              114.82
            25165824             2097152              243.79              243.79              103.23              103.23
            25165824             4194304              242.58              242.58              103.74              103.74
            25165824             8388608              241.34              241.34              104.28              104.28
            25165824            16777216              242.75              242.75              103.67              103.67
            25165824            33554432              241.04              241.04              104.41              104.41
            25165824            67108864              240.31              240.31              104.72              104.72
            50331648               65536              777.46              777.46               64.74               64.74
            50331648              131072              538.00              538.00               93.55               93.55
            50331648              262144              381.69              381.69              131.87              131.87
            50331648              524288              341.32              341.32              147.46              147.46
