AG_tree_file=symmetric/sym_split2_IB20_NV300_bw_k_1_320
RS_tree_file=symmetric/sym_split_IB20_NV300_bw_k_1_320
##################################################### ReduceScatter #####################################################
nranks=16
k=1, scratch_size=16777216
check_iters=0, warmup_iters=100, iters=100
use_reduceScatter_kernel=False
skip_leaf_tb=True
nblocks=15, n_parallel_sm_blocks=1, n_parallel_reduce_blocks=1
KERNEL=pipeline_reduceScatter_kernel_parallel_sm_sendtb.cu::pipeline_reduceScatter_sendtb_schedule
BENCH_METHOD=2

             size(B)        send_size(B)        avg_time(us)        min_time(us)     avg_algbw(GB/s)     max_algbw(GB/s)
                3072             1048576              112.61              112.61                0.03                0.03
                3072             2097152              111.82              111.82                0.03                0.03
                3072             4194304              113.15              113.15                0.03                0.03
                6144               65536              111.07              111.07                0.06                0.06
                6144              131072              111.89              111.89                0.05                0.05
                6144              262144              111.72              111.72                0.05                0.05
                6144              524288              112.68              112.68                0.05                0.05
                6144             1048576              111.48              111.48                0.06                0.06
                6144             2097152              111.65              111.65                0.06                0.06
                6144             4194304              111.59              111.59                0.06                0.06
               12288               65536              111.63              111.63                0.11                0.11
               12288              131072              111.49              111.49                0.11                0.11
               12288              262144              111.58              111.58                0.11                0.11
               12288              524288              111.06              111.06                0.11                0.11
               12288             1048576              111.31              111.31                0.11                0.11
               12288             2097152              111.33              111.33                0.11                0.11
               12288             4194304              111.81              111.81                0.11                0.11
               24576               65536              111.06              111.06                0.22                0.22
               24576              131072              111.37              111.37                0.22                0.22
               24576              262144              110.98              110.98                0.22                0.22
               24576              524288              111.68              111.68                0.22                0.22
               24576             1048576              111.29              111.29                0.22                0.22
               24576             2097152              111.23              111.23                0.22                0.22
               24576             4194304              110.83              110.83                0.22                0.22
               49152               65536              110.87              110.87                0.44                0.44
               49152              131072              110.58              110.58                0.44                0.44
               49152              262144              111.06              111.06                0.44                0.44
               49152              524288              110.79              110.79                0.44                0.44
               49152             1048576              111.37              111.37                0.44                0.44
               49152             2097152              110.34              110.34                0.45                0.45
               49152             4194304              110.84              110.84                0.44                0.44
               98304               65536              111.49              111.49                0.88                0.88
               98304              131072              111.02              111.02                0.89                0.89
               98304              262144              111.82              111.82                0.88                0.88
               98304              524288              110.81              110.81                0.89                0.89
               98304             1048576              117.29              117.29                0.84                0.84
               98304             2097152              112.99              112.99                0.87                0.87
               98304             4194304              111.67              111.67                0.88                0.88
              196608               65536              112.82              112.82                1.74                1.74
              196608              131072              112.83              112.83                1.74                1.74
              196608              262144              113.06              113.06                1.74                1.74
              196608              524288              112.40              112.40                1.75                1.75
              196608             1048576              112.96              112.96                1.74                1.74
              196608             2097152              112.88              112.88                1.74                1.74
              196608             4194304              112.38              112.38                1.75                1.75
              393216               65536              114.58              114.58                3.43                3.43
              393216              131072              114.35              114.35                3.44                3.44
              393216              262144              115.47              115.47                3.41                3.41
              393216              524288              114.58              114.58                3.43                3.43
              393216             1048576              114.76              114.76                3.43                3.43
              393216             2097152              114.42              114.42                3.44                3.44
              393216             4194304              114.59              114.59                3.43                3.43
              786432               65536              117.19              117.19                6.71                6.71
              786432              131072              117.36              117.36                6.70                6.70
              786432              262144              117.53              117.53                6.69                6.69
              786432              524288              116.74              116.74                6.74                6.74
              786432             1048576              117.42              117.42                6.70                6.70
              786432             2097152              117.54              117.54                6.69                6.69
              786432             4194304              117.10              117.10                6.72                6.72
             1572864               65536              123.22              123.22               12.76               12.76
             1572864              131072              124.14              124.14               12.67               12.67
             1572864              262144              123.42              123.42               12.74               12.74
             1572864              524288              123.02              123.02               12.79               12.79
             1572864             1048576              123.02              123.02               12.79               12.79
             1572864             2097152              123.21              123.21               12.77               12.77
             1572864             4194304              123.11              123.11               12.78               12.78
             3145728               65536              155.73              155.73               20.20               20.20
             3145728              131072              139.00              139.00               22.63               22.63
             3145728              262144              139.68              139.68               22.52               22.52
             3145728              524288              139.49              139.49               22.55               22.55
             3145728             1048576              140.37              140.37               22.41               22.41
             3145728             2097152              140.74              140.74               22.35               22.35
             3145728             4194304              139.08              139.08               22.62               22.62
             6291456               65536              195.98              195.98               32.10               32.10
             6291456              131072              182.07              182.07               34.56               34.56
             6291456              262144              176.68              176.68               35.61               35.61
             6291456              524288              177.39              177.39               35.47               35.47
             6291456             1048576              175.06              175.06               35.94               35.94
             6291456             2097152              172.50              172.50               36.47               36.47
             6291456             4194304              173.78              173.78               36.20               36.20
            12582912               65536              289.01              289.01               43.54               43.54
            12582912              131072              234.94              234.94               53.56               53.56
            12582912              262144              233.44              233.44               53.90               53.90
            12582912              524288              237.34              237.34               53.02               53.02
            12582912             1048576              234.99              234.99               53.55               53.55
            12582912             2097152              236.10              236.10               53.29               53.29
            12582912             4194304              241.51              241.51               52.10               52.10
            25165824               65536              472.50              472.50               53.26               53.26
            25165824              131072              364.41              364.41               69.06               69.06
            25165824              262144              327.29              327.29               76.89               76.89
            25165824              524288              339.19              339.19               74.19               74.19
            25165824             1048576              380.17              380.17               66.20               66.20
            25165824             2097152              381.50              381.50               65.97               65.97
            25165824             4194304              382.57              382.57               65.78               65.78
            50331648               65536              833.48              833.48               60.39               60.39
            50331648              131072              605.83              605.83               83.08               83.08
            50331648              262144              518.37              518.37               97.10               97.10
            50331648              524288              487.78              487.78              103.18              103.18
            50331648             1048576              531.49              531.49               94.70               94.70
            50331648             2097152              657.02              657.02               76.61               76.61
            50331648             4194304              646.74              646.74               77.82               77.82
           100663296               65536             1577.11             1577.11               63.83               63.83
           100663296              131072             1088.52             1088.52               92.48               92.48
           100663296              262144              875.12              875.12              115.03              115.03
           100663296              524288              795.99              795.99              126.46              126.46
           100663296             1048576              813.11              813.11              123.80              123.80
           100663296             2097152              958.85              958.85              104.98              104.98
           100663296             4194304             1232.03             1232.03               81.71               81.71
           201326592               65536             3037.80             3037.80               66.27               66.27
           201326592              131072             2050.53             2050.53               98.18               98.18
           201326592              262144             1575.52             1575.52              127.78              127.78
           201326592              524288             1347.16             1347.16              149.44              149.44
           201326592             1048576             1346.04             1346.04              149.57              149.57
           201326592             2097152             1476.85             1476.85              136.32              136.32
           201326592             4194304             1738.93             1738.93              115.78              115.78
           402653184               65536             5987.23             5987.23               67.25               67.25
           402653184              131072             3943.56             3943.56              102.10              102.10
           402653184              262144             2960.15             2960.15              136.02              136.02
           402653184              524288             2408.55             2408.55              167.18              167.18
           402653184             1048576             2279.16             2279.16              176.67              176.67
           402653184             2097152             2439.59             2439.59              165.05              165.05
           402653184             4194304             2798.71             2798.71              143.87              143.87
           805306368               65536            12045.00            12045.00               66.86               66.86
           805306368              131072             7769.31             7769.31              103.65              103.65
           805306368              262144             5707.66             5707.66              141.09              141.09
           805306368              524288             4454.78             4454.78              180.77              180.77
           805306368             1048576             3971.56             3971.56              202.77              202.77
           805306368             2097152             4104.70             4104.70              196.19              196.19
           805306368             4194304             4653.29             4653.29              173.06              173.06
          1610612736               65536            24271.07            24271.07               66.36               66.36
          1610612736              131072            15651.15            15651.15              102.91              102.91
          1610612736              262144            11237.92            11237.92              143.32              143.32
          1610612736              524288             8517.51             8517.51              189.09              189.09
          1610612736             1048576             7219.52             7219.52              223.09              223.09
          1610612736             2097152             7341.62             7341.62              219.38              219.38
          1610612736             4194304             7931.11             7931.11              203.08              203.08
          3221225472               65536            48631.84            48631.84               66.24               66.24
          3221225472              131072            31556.94            31556.94              102.08              102.08
          3221225472              262144            22459.07            22459.07              143.43              143.43
          3221225472              524288            16665.77            16665.77              193.28              193.28
          3221225472             1048576            13585.76            13585.76              237.10              237.10
          3221225472             2097152            13365.41            13365.41              241.01              241.01
          3221225472             4194304            14338.22            14338.22              224.66              224.66

Warning: nblocks=108 > 100
Warning: nblocks=108 > 100
Warning: nblocks=108 > 100
Warning: nblocks=108 > 100
Warning: nblocks=108 > 100
Warning: nblocks=108 > 100
Warning: nblocks=108 > 100
Warning: nblocks=108 > 100
Warning: nblocks=108 > 100
Warning: nblocks=108 > 100
Warning: nblocks=108 > 100
Warning: nblocks=108 > 100
Warning: nblocks=108 > 100
Warning: nblocks=108 > 100
##################################################### ReduceScatter #####################################################
nranks=16
k=2, scratch_size=16777216
check_iters=0, warmup_iters=100, iters=100
use_reduceScatter_kernel=False
skip_leaf_tb=True
nblocks=108, n_parallel_sm_blocks=3, n_parallel_reduce_blocks=12
KERNEL=pipeline_reduceScatter_kernel_parallel_sm_sendtb.cu::pipeline_reduceScatter_sendtb_schedule
BENCH_METHOD=2

             size(B)        send_size(B)        avg_time(us)        min_time(us)     avg_algbw(GB/s)     max_algbw(GB/s)
Warning: nblocks=108 > 100
Warning: nblocks=108 > 100
                3072               65536              112.88              112.88                0.03                0.03
                3072              131072              112.45              112.45                0.03                0.03
                3072              262144              113.03              113.03                0.03                0.03
                3072              524288              113.14              113.14                0.03                0.03
                3072             1048576              113.00              113.00                0.03                0.03
                3072             2097152              112.65              112.65                0.03                0.03
                3072             4194304              111.84              111.84                0.03                0.03
                6144               65536              112.39              112.39                0.05                0.05
                6144              131072              111.47              111.47                0.06                0.06
                6144              262144              110.83              110.83                0.06                0.06
                6144              524288              112.71              112.71                0.05                0.05
                6144             1048576              111.41              111.41                0.06                0.06
                6144             2097152              111.43              111.43                0.06                0.06
                6144             4194304              111.51              111.51                0.06                0.06
               12288               65536              110.66              110.66                0.11                0.11
               12288              131072              111.50              111.50                0.11                0.11
               12288              262144              111.88              111.88                0.11                0.11
               12288              524288              111.97              111.97                0.11                0.11
               12288             1048576              111.23              111.23                0.11                0.11
               12288             2097152              111.70              111.70                0.11                0.11
               12288             4194304              114.54              114.54                0.11                0.11
               24576               65536              110.99              110.99                0.22                0.22
               24576              131072              111.63              111.63                0.22                0.22
               24576              262144              111.61              111.61                0.22                0.22
               24576              524288              110.98              110.98                0.22                0.22
               24576             1048576              111.38              111.38                0.22                0.22
               24576             2097152              110.87              110.87                0.22                0.22
               24576             4194304              110.87              110.87                0.22                0.22
               49152               65536              111.08              111.08                0.44                0.44
               49152              131072              111.30              111.30                0.44                0.44
               49152              262144              110.69              110.69                0.44                0.44
               49152              524288              111.27              111.27                0.44                0.44
               49152             1048576              111.24              111.24                0.44                0.44
               49152             2097152              111.17              111.17                0.44                0.44
               49152             4194304              111.36              111.36                0.44                0.44
               98304               65536              111.47              111.47                0.88                0.88
               98304              131072              111.94              111.94                0.88                0.88
               98304              262144              111.30              111.30                0.88                0.88
               98304              524288              112.03              112.03                0.88                0.88
               98304             1048576              111.25              111.25                0.88                0.88
               98304             2097152              113.04              113.04                0.87                0.87
               98304             4194304              112.15              112.15                0.88                0.88
              196608               65536              112.82              112.82                1.74                1.74
              196608              131072              113.21              113.21                1.74                1.74
              196608              262144              113.04              113.04                1.74                1.74
              196608              524288              112.89              112.89                1.74                1.74
              196608             1048576              112.84              112.84                1.74                1.74
              196608             2097152              112.80              112.80                1.74                1.74
              196608             4194304              112.49              112.49                1.75                1.75
              393216               65536              114.49              114.49                3.43                3.43
              393216              131072              114.50              114.50                3.43                3.43
              393216              262144              114.93              114.93                3.42                3.42
              393216              524288              115.40              115.40                3.41                3.41
              393216             1048576              115.50              115.50                3.40                3.40
              393216             2097152              115.50              115.50                3.40                3.40
              393216             4194304              114.92              114.92                3.42                3.42
              786432               65536              117.60              117.60                6.69                6.69
              786432              131072              116.65              116.65                6.74                6.74
              786432              262144              116.34              116.34                6.76                6.76
              786432              524288              117.33              117.33                6.70                6.70
              786432             1048576              117.26              117.26                6.71                6.71
              786432             2097152              117.30              117.30                6.70                6.70
              786432             4194304              116.73              116.73                6.74                6.74
             1572864               65536              123.37              123.37               12.75               12.75
             1572864              131072              123.40              123.40               12.75               12.75
             1572864              262144              123.29              123.29               12.76               12.76
             1572864              524288              123.30              123.30               12.76               12.76
             1572864             1048576              123.44              123.44               12.74               12.74
             1572864             2097152              123.27              123.27               12.76               12.76
             1572864             4194304              124.42              124.42               12.64               12.64
             3145728               65536              155.75              155.75               20.20               20.20
             3145728              131072              140.52              140.52               22.39               22.39
             3145728              262144              140.53              140.53               22.38               22.38
             3145728              524288              139.83              139.83               22.50               22.50
             3145728             1048576              139.80              139.80               22.50               22.50
             3145728             2097152              140.05              140.05               22.46               22.46
             3145728             4194304              139.25              139.25               22.59               22.59
             6291456               65536              193.53              193.53               32.51               32.51
             6291456              131072              181.90              181.90               34.59               34.59
             6291456              262144              173.76              173.76               36.21               36.21
             6291456              524288              175.36              175.36               35.88               35.88
             6291456             1048576              174.21              174.21               36.11               36.11
             6291456             2097152              172.06              172.06               36.56               36.56
             6291456             4194304              174.79              174.79               36.00               36.00
            12582912               65536              288.42              288.42               43.63               43.63
            12582912              131072              235.09              235.09               53.52               53.52
            12582912              262144              232.67              232.67               54.08               54.08
            12582912              524288              234.61              234.61               53.63               53.63
            12582912             1048576              236.49              236.49               53.21               53.21
            12582912             2097152              240.40              240.40               52.34               52.34
            12582912             4194304              233.49              233.49               53.89               53.89
            25165824               65536              472.03              472.03               53.31               53.31
            25165824              131072              363.02              363.02               69.32               69.32
            25165824              262144              324.08              324.08               77.65               77.65
            25165824              524288              345.95              345.95               72.74               72.74
            25165824             1048576              389.44              389.44               64.62               64.62
            25165824             2097152              373.21              373.21               67.43               67.43
            25165824             4194304              382.83              382.83               65.74               65.74
            50331648               65536              834.83              834.83               60.29               60.29
            50331648              131072              607.28              607.28               82.88               82.88
            50331648              262144              516.17              516.17               97.51               97.51
            50331648              524288              484.53              484.53              103.88              103.88
            50331648             1048576              519.30              519.30               96.92               96.92
            50331648             2097152              624.41              624.41               80.61               80.61
            50331648             4194304              633.88              633.88               79.40               79.40
           100663296               65536             1578.27             1578.27               63.78               63.78
           100663296              131072             1085.84             1085.84               92.71               92.71
           100663296              262144              876.05              876.05              114.91              114.91
           100663296              524288              789.84              789.84              127.45              127.45
           100663296             1048576              813.76              813.76              123.70              123.70
           100663296             2097152              944.86              944.86              106.54              106.54
           100663296             4194304             1268.52             1268.52               79.35               79.35
           201326592               65536             3040.67             3040.67               66.21               66.21
           201326592              131072             2055.15             2055.15               97.96               97.96
           201326592              262144             1579.75             1579.75              127.44              127.44
           201326592              524288             1358.21             1358.21              148.23              148.23
           201326592             1048576             1337.98             1337.98              150.47              150.47
           201326592             2097152             1478.56             1478.56              136.16              136.16
           201326592             4194304             1774.60             1774.60              113.45              113.45
           402653184               65536             6008.63             6008.63               67.01               67.01
           402653184              131072             3954.84             3954.84              101.81              101.81
           402653184              262144             2961.65             2961.65              135.96              135.96
           402653184              524288             2411.41             2411.41              166.98              166.98
           402653184             1048576             2278.99             2278.99              176.68              176.68
           402653184             2097152             2424.48             2424.48              166.08              166.08
           402653184             4194304             2829.45             2829.45              142.31              142.31
           805306368               65536            12067.30            12067.30               66.73               66.73
           805306368              131072             7784.27             7784.27              103.45              103.45
           805306368              262144             5708.20             5708.20              141.08              141.08
           805306368              524288             4455.50             4455.50              180.74              180.74
           805306368             1048576             3972.28             3972.28              202.73              202.73
           805306368             2097152             4086.54             4086.54              197.06              197.06
           805306368             4194304             4632.71             4632.71              173.83              173.83
          1610612736               65536            24296.29            24296.29               66.29               66.29
          1610612736              131072            15688.68            15688.68              102.66              102.66
          1610612736              262144            11242.25            11242.25              143.26              143.26
          1610612736              524288             8528.83             8528.83              188.84              188.84
          1610612736             1048576             7197.59             7197.59              223.77              223.77
          1610612736             2097152             7303.52             7303.52              220.53              220.53
          1610612736             4194304             7887.94             7887.94              204.19              204.19
          3221225472               65536            48616.33            48616.33               66.26               66.26
          3221225472              131072            31577.43            31577.43              102.01              102.01
          3221225472              262144            22479.99            22479.99              143.29              143.29
          3221225472              524288            16672.50            16672.50              193.21              193.21
          3221225472             1048576            13599.76            13599.76              236.86              236.86
          3221225472             2097152            13363.40            13363.40              241.05              241.05
          3221225472             4194304            14275.90            14275.90              225.64              225.64

ThreadBlockLimitException: nblocks=116, ninstance=2, n_parallel_sm_blocks=3, n_parallel_reduce_blocks=16
ThreadBlockLimitException: nblocks=116, ninstance=2, n_parallel_sm_blocks=3, n_parallel_reduce_blocks=16
ThreadBlockLimitException: nblocks=116, ninstance=2, n_parallel_sm_blocks=3, n_parallel_reduce_blocks=16
ThreadBlockLimitException: nblocks=116, ninstance=2, n_parallel_sm_blocks=3, n_parallel_reduce_blocks=16
ThreadBlockLimitException: nblocks=116, ninstance=2, n_parallel_sm_blocks=3, n_parallel_reduce_blocks=16
ThreadBlockLimitException: nblocks=116, ninstance=2, n_parallel_sm_blocks=3, n_parallel_reduce_blocks=16
ThreadBlockLimitException: nblocks=116, ninstance=2, n_parallel_sm_blocks=3, n_parallel_reduce_blocks=16
ThreadBlockLimitException: nblocks=116, ninstance=2, n_parallel_sm_blocks=3, n_parallel_reduce_blocks=16
ThreadBlockLimitException: nblocks=116, ninstance=2, n_parallel_sm_blocks=3, n_parallel_reduce_blocks=16
ThreadBlockLimitException: nblocks=116, ninstance=2, n_parallel_sm_blocks=3, n_parallel_reduce_blocks=16
ThreadBlockLimitException: nblocks=116, ninstance=2, n_parallel_sm_blocks=3, n_parallel_reduce_blocks=16
ThreadBlockLimitException: nblocks=116, ninstance=2, n_parallel_sm_blocks=3, n_parallel_reduce_blocks=16
ThreadBlockLimitException: nblocks=116, ninstance=2, n_parallel_sm_blocks=3, n_parallel_reduce_blocks=16
ThreadBlockLimitException: nblocks=116, ninstance=2, n_parallel_sm_blocks=3, n_parallel_reduce_blocks=16
ThreadBlockLimitException: nblocks=116, ninstance=2, n_parallel_sm_blocks=3, n_parallel_reduce_blocks=16
ThreadBlockLimitException: nblocks=116, ninstance=2, n_parallel_sm_blocks=3, n_parallel_reduce_blocks=16

ThreadBlockLimitException: nblocks=114, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=1
ThreadBlockLimitException: nblocks=114, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=1
ThreadBlockLimitException: nblocks=114, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=1
ThreadBlockLimitException: nblocks=114, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=1
ThreadBlockLimitException: nblocks=114, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=1
ThreadBlockLimitException: nblocks=114, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=1
ThreadBlockLimitException: nblocks=114, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=1
ThreadBlockLimitException: nblocks=114, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=1
ThreadBlockLimitException: nblocks=114, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=1
ThreadBlockLimitException: nblocks=114, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=1
ThreadBlockLimitException: nblocks=114, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=1
ThreadBlockLimitException: nblocks=114, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=1
ThreadBlockLimitException: nblocks=114, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=1
ThreadBlockLimitException: nblocks=114, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=1
ThreadBlockLimitException: nblocks=114, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=1
ThreadBlockLimitException: nblocks=114, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=1

ThreadBlockLimitException: nblocks=116, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=2
ThreadBlockLimitException: nblocks=116, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=2
ThreadBlockLimitException: nblocks=116, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=2
ThreadBlockLimitException: nblocks=116, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=2
ThreadBlockLimitException: nblocks=116, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=2
ThreadBlockLimitException: nblocks=116, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=2
ThreadBlockLimitException: nblocks=116, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=2
ThreadBlockLimitException: nblocks=116, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=2
ThreadBlockLimitException: nblocks=116, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=2
ThreadBlockLimitException: nblocks=116, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=2
ThreadBlockLimitException: nblocks=116, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=2
ThreadBlockLimitException: nblocks=116, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=2
ThreadBlockLimitException: nblocks=116, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=2
ThreadBlockLimitException: nblocks=116, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=2
ThreadBlockLimitException: nblocks=116, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=2
ThreadBlockLimitException: nblocks=116, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=2

ThreadBlockLimitException: nblocks=120, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=4
ThreadBlockLimitException: nblocks=120, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=4
ThreadBlockLimitException: nblocks=120, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=4
ThreadBlockLimitException: nblocks=120, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=4
ThreadBlockLimitException: nblocks=120, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=4
ThreadBlockLimitException: nblocks=120, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=4
ThreadBlockLimitException: nblocks=120, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=4
ThreadBlockLimitException: nblocks=120, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=4
ThreadBlockLimitException: nblocks=120, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=4
ThreadBlockLimitException: nblocks=120, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=4
ThreadBlockLimitException: nblocks=120, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=4
ThreadBlockLimitException: nblocks=120, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=4
ThreadBlockLimitException: nblocks=120, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=4
ThreadBlockLimitException: nblocks=120, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=4
ThreadBlockLimitException: nblocks=120, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=4
ThreadBlockLimitException: nblocks=120, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=4

ThreadBlockLimitException: nblocks=128, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=8
ThreadBlockLimitException: nblocks=128, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=8
ThreadBlockLimitException: nblocks=128, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=8
ThreadBlockLimitException: nblocks=128, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=8
ThreadBlockLimitException: nblocks=128, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=8
ThreadBlockLimitException: nblocks=128, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=8
ThreadBlockLimitException: nblocks=128, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=8
ThreadBlockLimitException: nblocks=128, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=8
ThreadBlockLimitException: nblocks=128, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=8
ThreadBlockLimitException: nblocks=128, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=8
ThreadBlockLimitException: nblocks=128, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=8
ThreadBlockLimitException: nblocks=128, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=8
ThreadBlockLimitException: nblocks=128, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=8
ThreadBlockLimitException: nblocks=128, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=8
ThreadBlockLimitException: nblocks=128, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=8
ThreadBlockLimitException: nblocks=128, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=8

ThreadBlockLimitException: nblocks=136, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=12
ThreadBlockLimitException: nblocks=136, ninstance=2, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=12
