AG_tree_file=symmetric/sym_split2_IB20_NV300_bw_k_1_320
RS_tree_file=symmetric/sym_split_IB20_NV300_bw_k_1_320
##################################################### ReduceScatter #####################################################
nranks=16
k=1, scratch_size=16777216
check_iters=0, warmup_iters=100, iters=100
use_reduceScatter_kernel=False
skip_leaf_tb=True
nblocks=15, n_parallel_sm_blocks=1, n_parallel_reduce_blocks=1
KERNEL=pipeline_reduceScatter_kernel_parallel_sm_sendtb.cu::pipeline_reduceScatter_sendtb_schedule
BENCH_METHOD=2

             size(B)        send_size(B)        avg_time(us)        min_time(us)     avg_algbw(GB/s)     max_algbw(GB/s)
            12582912              262144              212.48              212.48               59.22               59.22
            12582912              524288              232.59              232.59               54.10               54.10
            12582912             1048576              261.69              261.69               48.08               48.08
            12582912             2097152              254.72              254.72               49.40               49.40
            12582912             4194304              262.44              262.44               47.95               47.95
            25165824               65536              463.76              463.76               54.26               54.26
            25165824              131072              348.79              348.79               72.15               72.15
            25165824              262144              303.34              303.34               82.96               82.96
            25165824              524288              298.00              298.00               84.45               84.45
            25165824             1048576              361.98              361.98               69.52               69.52
            25165824             2097152              436.78              436.78               57.62               57.62
            25165824             4194304              439.97              439.97               57.20               57.20
            50331648               65536              829.75              829.75               60.66               60.66
            50331648              131072              590.90              590.90               85.18               85.18
            50331648              262144              480.22              480.22              104.81              104.81
            50331648              524288              441.24              441.24              114.07              114.07
            50331648             1048576              466.80              466.80              107.82              107.82
            50331648             2097152              588.89              588.89               85.47               85.47
            50331648             4194304              818.62              818.62               61.48               61.48
           100663296               65536             1567.39             1567.39               64.22               64.22
           100663296              131072             1066.36             1066.36               94.40               94.40
           100663296              262144              821.11              821.11              122.59              122.59
           100663296              524288              709.35              709.35              141.91              141.91
           100663296             1048576              717.98              717.98              140.20              140.20
           100663296             2097152              815.60              815.60              123.42              123.42
           100663296             4194304             1226.58             1226.58               82.07               82.07
           201326592               65536             3067.75             3067.75               65.63               65.63
           201326592              131072             2042.90             2042.90               98.55               98.55
           201326592              262144             1513.91             1513.91              132.98              132.98
           201326592              524288             1228.15             1228.15              163.93              163.93
           201326592             1048576             1188.50             1188.50              169.40              169.40
           201326592             2097152             1303.86             1303.86              154.41              154.41
           201326592             4194304             1585.48             1585.48              126.98              126.98
           402653184               65536             6185.53             6185.53               65.10               65.10
           402653184              131072             3982.43             3982.43              101.11              101.11
           402653184              262144             2892.47             2892.47              139.21              139.21
           402653184              524288             2257.12             2257.12              178.39              178.39
           402653184             1048576             2032.39             2032.39              198.12              198.12
           402653184             2097152             2144.03             2144.03              187.80              187.80
           402653184             4194304             2464.54             2464.54              163.38              163.38
           805306368               65536            12520.87            12520.87               64.32               64.32
           805306368              131072             7893.26             7893.26              102.02              102.02
           805306368              262144             5670.21             5670.21              142.02              142.02
           805306368              524288             4300.28             4300.28              187.27              187.27
           805306368             1048576             3684.00             3684.00              218.60              218.60
           805306368             2097152             3703.84             3703.84              217.42              217.42
           805306368             4194304             4076.91             4076.91              197.53              197.53
          1610612736               65536            25155.07            25155.07               64.03               64.03
          1610612736              131072            15769.69            15769.69              102.13              102.13
          1610612736              262144            11275.89            11275.89              142.84              142.84
          1610612736              524288             8394.84             8394.84              191.86              191.86
          1610612736             1048576             6939.54             6939.54              232.09              232.09
          1610612736             2097152             6805.57             6805.57              236.66              236.66
          1610612736             4194304             7179.55             7179.55              224.33              224.33
          3221225472               65536            50396.65            50396.65               63.92               63.92
          3221225472              131072            31552.84            31552.84              102.09              102.09
          3221225472              262144            22468.99            22468.99              143.36              143.36
          3221225472              524288            16585.85            16585.85              194.22              194.22
          3221225472             1048576            13357.65            13357.65              241.15              241.15
          3221225472             2097152            12765.68            12765.68              252.33              252.33
          3221225472             4194304            13188.63            13188.63              244.24              244.24

##################################################### ReduceScatter #####################################################
nranks=16
k=1, scratch_size=16777216
check_iters=0, warmup_iters=100, iters=100
use_reduceScatter_kernel=False
skip_leaf_tb=True
nblocks=58, n_parallel_sm_blocks=3, n_parallel_reduce_blocks=16
KERNEL=pipeline_reduceScatter_kernel_parallel_sm_sendtb.cu::pipeline_reduceScatter_sendtb_schedule
BENCH_METHOD=2

             size(B)        send_size(B)        avg_time(us)        min_time(us)     avg_algbw(GB/s)     max_algbw(GB/s)
                3072               65536               98.24               98.24                0.03                0.03
                3072              131072               97.89               97.89                0.03                0.03
                3072              262144               99.05               99.05                0.03                0.03
                3072              524288               97.72               97.72                0.03                0.03
                3072             1048576               98.33               98.33                0.03                0.03
                3072             2097152               97.09               97.09                0.03                0.03
                3072             4194304               96.73               96.73                0.03                0.03
                6144               65536               97.99               97.99                0.06                0.06
                6144              131072               98.23               98.23                0.06                0.06
                6144              262144               97.81               97.81                0.06                0.06
                6144              524288               97.51               97.51                0.06                0.06
                6144             1048576               97.14               97.14                0.06                0.06
                6144             2097152               97.94               97.94                0.06                0.06
                6144             4194304               97.55               97.55                0.06                0.06
               12288               65536               97.13               97.13                0.13                0.13
               12288              131072               96.41               96.41                0.13                0.13
               12288              262144               96.71               96.71                0.13                0.13
               12288              524288               96.75               96.75                0.13                0.13
               12288             1048576               97.51               97.51                0.13                0.13
               12288             2097152               97.05               97.05                0.13                0.13
               12288             4194304               98.05               98.05                0.13                0.13
               24576               65536               97.94               97.94                0.25                0.25
               24576              131072               97.77               97.77                0.25                0.25
               24576              262144               97.80               97.80                0.25                0.25
               24576              524288               97.41               97.41                0.25                0.25
               24576             1048576               97.76               97.76                0.25                0.25
               24576             2097152               98.44               98.44                0.25                0.25
               24576             4194304               97.79               97.79                0.25                0.25
               49152               65536               97.65               97.65                0.50                0.50
               49152              131072               98.55               98.55                0.50                0.50
               49152              262144               97.77               97.77                0.50                0.50
               49152              524288               97.32               97.32                0.51                0.51
               49152             1048576               97.88               97.88                0.50                0.50
               49152             2097152               98.22               98.22                0.50                0.50
               49152             4194304               97.36               97.36                0.50                0.50
               98304               65536               98.41               98.41                1.00                1.00
               98304              131072               98.74               98.74                1.00                1.00
               98304              262144               98.44               98.44                1.00                1.00
               98304              524288               98.51               98.51                1.00                1.00
               98304             1048576               98.67               98.67                1.00                1.00
               98304             2097152               98.22               98.22                1.00                1.00
               98304             4194304               98.50               98.50                1.00                1.00
              196608               65536              100.27              100.27                1.96                1.96
              196608              131072              105.94              105.94                1.86                1.86
              196608              262144               99.89               99.89                1.97                1.97
              196608              524288               99.83               99.83                1.97                1.97
              196608             1048576               99.86               99.86                1.97                1.97
              196608             2097152               99.66               99.66                1.97                1.97
              196608             4194304               99.60               99.60                1.97                1.97
              393216               65536              102.50              102.50                3.84                3.84
              393216              131072              101.51              101.51                3.87                3.87
              393216              262144              102.24              102.24                3.85                3.85
              393216              524288              102.34              102.34                3.84                3.84
              393216             1048576              101.92              101.92                3.86                3.86
              393216             2097152              101.74              101.74                3.86                3.86
              393216             4194304              101.65              101.65                3.87                3.87
              786432               65536              105.93              105.93                7.42                7.42
              786432              131072              106.49              106.49                7.39                7.39
              786432              262144              105.75              105.75                7.44                7.44
              786432              524288              105.11              105.11                7.48                7.48
              786432             1048576              105.65              105.65                7.44                7.44
              786432             2097152              105.53              105.53                7.45                7.45
              786432             4194304              105.82              105.82                7.43                7.43
             1572864               65536              121.21              121.21               12.98               12.98
             1572864              131072              118.02              118.02               13.33               13.33
             1572864              262144              117.91              117.91               13.34               13.34
             1572864              524288              118.57              118.57               13.27               13.27
             1572864             1048576              117.89              117.89               13.34               13.34
             1572864             2097152              118.59              118.59               13.26               13.26
             1572864             4194304              118.69              118.69               13.25               13.25
             3145728               65536              142.57              142.57               22.06               22.06
             3145728              131072              137.86              137.86               22.82               22.82
             3145728              262144              139.49              139.49               22.55               22.55
             3145728              524288              140.42              140.42               22.40               22.40
             3145728             1048576              140.21              140.21               22.44               22.44
             3145728             2097152              139.83              139.83               22.50               22.50
             3145728             4194304              140.35              140.35               22.41               22.41
             6291456               65536              188.69              188.69               33.34               33.34
             6291456              131072              162.80              162.80               38.65               38.65
             6291456              262144              169.65              169.65               37.09               37.09
             6291456              524288              182.65              182.65               34.45               34.45
             6291456             1048576              181.25              181.25               34.71               34.71
             6291456             2097152              179.98              179.98               34.96               34.96
             6291456             4194304              183.23              183.23               34.34               34.34
            12582912               65536              281.03              281.03               44.77               44.77
            12582912              131072              226.60              226.60               55.53               55.53
            12582912              262144              210.35              210.35               59.82               59.82
            12582912              524288              232.10              232.10               54.21               54.21
            12582912             1048576              255.56              255.56               49.24               49.24
            12582912             2097152              263.65              263.65               47.73               47.73
            12582912             4194304              258.31              258.31               48.71               48.71
            25165824               65536              465.22              465.22               54.09               54.09
            25165824              131072              349.69              349.69               71.97               71.97
            25165824              262144              303.18              303.18               83.01               83.01
            25165824              524288              299.05              299.05               84.15               84.15
            25165824             1048576              364.90              364.90               68.97               68.97
            25165824             2097152              441.33              441.33               57.02               57.02
            25165824             4194304              440.61              440.61               57.12               57.12
            50331648               65536              829.18              829.18               60.70               60.70
            50331648              131072              587.90              587.90               85.61               85.61
            50331648              262144              477.73              477.73              105.36              105.36
            50331648              524288              440.71              440.71              114.21              114.21
            50331648             1048576              467.36              467.36              107.69              107.69
            50331648             2097152              587.66              587.66               85.65               85.65
            50331648             4194304              799.73              799.73               62.94               62.94
           100663296               65536             1566.92             1566.92               64.24               64.24
           100663296              131072             1065.40             1065.40               94.48               94.48
           100663296              262144              816.93              816.93              123.22              123.22
           100663296              524288              704.24              704.24              142.94              142.94
           100663296             1048576              711.28              711.28              141.52              141.52
           100663296             2097152              810.28              810.28              124.23              124.23
           100663296             4194304             1219.68             1219.68               82.53               82.53
           201326592               65536             3069.82             3069.82               65.58               65.58
           201326592              131072             2039.09             2039.09               98.73               98.73
           201326592              262144             1515.26             1515.26              132.87              132.87
           201326592              524288             1229.53             1229.53              163.74              163.74
           201326592             1048576             1183.58             1183.58              170.10              170.10
           201326592             2097152             1310.75             1310.75              153.60              153.60
           201326592             4194304             1602.48             1602.48              125.63              125.63
           402653184               65536             6195.02             6195.02               65.00               65.00
           402653184              131072             3987.31             3987.31              100.98              100.98
           402653184              262144             2886.31             2886.31              139.50              139.50
           402653184              524288             2249.22             2249.22              179.02              179.02
           402653184             1048576             2060.49             2060.49              195.42              195.42
           402653184             2097152             2141.45             2141.45              188.03              188.03
           402653184             4194304             2459.32             2459.32              163.73              163.73
           805306368               65536            12514.09            12514.09               64.35               64.35
           805306368              131072             7889.86             7889.86              102.07              102.07
           805306368              262144             5664.66             5664.66              142.16              142.16
           805306368              524288             4297.25             4297.25              187.40              187.40
           805306368             1048576             3692.83             3692.83              218.07              218.07
           805306368             2097152             3727.11             3727.11              216.07              216.07
           805306368             4194304             4062.26             4062.26              198.24              198.24
          1610612736               65536            25098.21            25098.21               64.17               64.17
          1610612736              131072            15764.83            15764.83              102.16              102.16
          1610612736              262144            11274.78            11274.78              142.85              142.85
          1610612736              524288             8419.86             8419.86              191.29              191.29
          1610612736             1048576             6960.18             6960.18              231.40              231.40
          1610612736             2097152             6792.42             6792.42              237.12              237.12
          1610612736             4194304             7177.55             7177.55              224.40              224.40
          3221225472               65536            50229.88            50229.88               64.13               64.13
          3221225472              131072            31522.25            31522.25              102.19              102.19
          3221225472              262144            22461.81            22461.81              143.41              143.41
          3221225472              524288            16605.13            16605.13              193.99              193.99
          3221225472             1048576            13359.07            13359.07              241.13              241.13
          3221225472             2097152            12781.67            12781.67              252.02              252.02
          3221225472             4194304            13121.43            13121.43              245.49              245.49

##################################################### ReduceScatter #####################################################
nranks=16
k=1, scratch_size=16777216
check_iters=0, warmup_iters=100, iters=100
use_reduceScatter_kernel=False
skip_leaf_tb=True
nblocks=57, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=1
KERNEL=pipeline_reduceScatter_kernel_parallel_sm_sendtb.cu::pipeline_reduceScatter_sendtb_schedule
BENCH_METHOD=2

             size(B)        send_size(B)        avg_time(us)        min_time(us)     avg_algbw(GB/s)     max_algbw(GB/s)
                3072               65536               93.77               93.77                0.03                0.03
                3072              131072               94.53               94.53                0.03                0.03
                3072              262144               93.73               93.73                0.03                0.03
                3072              524288               94.30               94.30                0.03                0.03
                3072             1048576               94.79               94.79                0.03                0.03
                3072             2097152               94.45               94.45                0.03                0.03
                3072             4194304               94.69               94.69                0.03                0.03
                6144               65536               93.55               93.55                0.07                0.07
                6144              131072               94.09               94.09                0.07                0.07
                6144              262144               94.39               94.39                0.07                0.07
                6144              524288               94.22               94.22                0.07                0.07
                6144             1048576               94.35               94.35                0.07                0.07
                6144             2097152               94.48               94.48                0.07                0.07
                6144             4194304               94.33               94.33                0.07                0.07
               12288               65536               94.20               94.20                0.13                0.13
               12288              131072               93.73               93.73                0.13                0.13
               12288              262144               92.94               92.94                0.13                0.13
               12288              524288               94.39               94.39                0.13                0.13
               12288             1048576               93.83               93.83                0.13                0.13
               12288             2097152               93.74               93.74                0.13                0.13
               12288             4194304               93.43               93.43                0.13                0.13
               24576               65536               94.26               94.26                0.26                0.26
               24576              131072               94.26               94.26                0.26                0.26
               24576              262144               93.61               93.61                0.26                0.26
               24576              524288               94.42               94.42                0.26                0.26
               24576             1048576               94.66               94.66                0.26                0.26
               24576             2097152               94.19               94.19                0.26                0.26
               24576             4194304               94.19               94.19                0.26                0.26
               49152               65536               95.28               95.28                0.52                0.52
               49152              131072               94.26               94.26                0.52                0.52
               49152              262144               94.47               94.47                0.52                0.52
               49152              524288               94.76               94.76                0.52                0.52
               49152             1048576               94.11               94.11                0.52                0.52
               49152             2097152               94.41               94.41                0.52                0.52
               49152             4194304               94.83               94.83                0.52                0.52
               98304               65536               95.64               95.64                1.03                1.03
               98304              131072               95.53               95.53                1.03                1.03
               98304              262144               95.82               95.82                1.03                1.03
               98304              524288               94.68               94.68                1.04                1.04
               98304             1048576               95.85               95.85                1.03                1.03
               98304             2097152               96.35               96.35                1.02                1.02
               98304             4194304               94.70               94.70                1.04                1.04
              196608               65536               97.32               97.32                2.02                2.02
              196608              131072               97.24               97.24                2.02                2.02
              196608              262144               97.22               97.22                2.02                2.02
              196608              524288               98.58               98.58                1.99                1.99
              196608             1048576               99.30               99.30                1.98                1.98
              196608             2097152               97.66               97.66                2.01                2.01
              196608             4194304               98.04               98.04                2.01                2.01
              393216               65536               99.73               99.73                3.94                3.94
              393216              131072               99.85               99.85                3.94                3.94
              393216              262144               99.96               99.96                3.93                3.93
              393216              524288               99.96               99.96                3.93                3.93
              393216             1048576               99.06               99.06                3.97                3.97
              393216             2097152               98.90               98.90                3.98                3.98
              393216             4194304               99.96               99.96                3.93                3.93
              786432               65536              105.29              105.29                7.47                7.47
              786432              131072              104.50              104.50                7.53                7.53
              786432              262144              104.76              104.76                7.51                7.51
              786432              524288              104.80              104.80                7.50                7.50
              786432             1048576              103.76              103.76                7.58                7.58
              786432             2097152              103.74              103.74                7.58                7.58
              786432             4194304              104.84              104.84                7.50                7.50
             1572864               65536              115.26              115.26               13.65               13.65
             1572864              131072              118.36              118.36               13.29               13.29
             1572864              262144              118.86              118.86               13.23               13.23
             1572864              524288              118.12              118.12               13.32               13.32
             1572864             1048576              118.35              118.35               13.29               13.29
             1572864             2097152              118.33              118.33               13.29               13.29
             1572864             4194304              119.12              119.12               13.20               13.20
             3145728               65536              135.95              135.95               23.14               23.14
             3145728              131072              132.75              132.75               23.70               23.70
             3145728              262144              137.88              137.88               22.81               22.81
             3145728              524288              137.80              137.80               22.83               22.83
             3145728             1048576              138.75              138.75               22.67               22.67
             3145728             2097152              138.05              138.05               22.79               22.79
             3145728             4194304              136.80              136.80               23.00               23.00
             6291456               65536              183.90              183.90               34.21               34.21
             6291456              131072              159.38              159.38               39.48               39.48
             6291456              262144              166.95              166.95               37.68               37.68
             6291456              524288              182.28              182.28               34.51               34.51
             6291456             1048576              179.88              179.88               34.98               34.98
             6291456             2097152              179.58              179.58               35.03               35.03
             6291456             4194304              182.14              182.14               34.54               34.54
            12582912               65536              277.00              277.00               45.43               45.43
            12582912              131072              221.05              221.05               56.92               56.92
            12582912              262144              205.34              205.34               61.28               61.28
            12582912              524288              228.49              228.49               55.07               55.07
            12582912             1048576              261.40              261.40               48.14               48.14
            12582912             2097152              262.59              262.59               47.92               47.92
            12582912             4194304              261.84              261.84               48.06               48.06
            25165824               65536              461.96              461.96               54.48               54.48
            25165824              131072              344.45              344.45               73.06               73.06
            25165824              262144              301.86              301.86               83.37               83.37
            25165824              524288              310.33              310.33               81.09               81.09
            25165824             1048576              357.03              357.03               70.49               70.49
            25165824             2097152              444.86              444.86               56.57               56.57
            25165824             4194304              439.67              439.67               57.24               57.24
            50331648               65536              827.06              827.06               60.86               60.86
            50331648              131072              584.83              584.83               86.06               86.06
            50331648              262144              480.11              480.11              104.83              104.83
            50331648              524288              489.69              489.69              102.78              102.78
            50331648             1048576              529.93              529.93               94.98               94.98
            50331648             2097152              600.63              600.63               83.80               83.80
            50331648             4194304              811.40              811.40               62.03               62.03
           100663296               65536             1564.47             1564.47               64.34               64.34
           100663296              131072             1058.92             1058.92               95.06               95.06
           100663296              262144              827.44              827.44              121.66              121.66
           100663296              524288              815.46              815.46              123.44              123.44
           100663296             1048576              871.38              871.38              115.52              115.52
           100663296             2097152              959.99              959.99              104.86              104.86
           100663296             4194304             1118.43             1118.43               90.00               90.00
           201326592               65536             3057.71             3057.71               65.84               65.84
           201326592              131072             2023.97             2023.97               99.47               99.47
           201326592              262144             1563.50             1563.50              128.77              128.77
           201326592              524288             1481.49             1481.49              135.89              135.89
           201326592             1048576             1560.39             1560.39              129.02              129.02
           201326592             2097152             1727.88             1727.88              116.52              116.52
           201326592             4194304             1934.99             1934.99              104.05              104.05
           402653184               65536             6062.16             6062.16               66.42               66.42
           402653184              131072             4348.57             4348.57               92.59               92.59
           402653184              262144             3430.65             3430.65              117.37              117.37
           402653184              524288             2833.87             2833.87              142.09              142.09
           402653184             1048576             2867.03             2867.03              140.44              140.44
           402653184             2097152             3078.57             3078.57              130.79              130.79
           402653184             4194304             3481.92             3481.92              115.64              115.64
           805306368               65536            12043.91            12043.91               66.86               66.86
           805306368              131072             8705.97             8705.97               92.50               92.50
           805306368              262144             6752.47             6752.47              119.26              119.26
           805306368              524288             6241.79             6241.79              129.02              129.02
           805306368             1048576             5421.69             5421.69              148.53              148.53
           805306368             2097152             5609.84             5609.84              143.55              143.55
           805306368             4194304             6068.48             6068.48              132.70              132.70
          1610612736               65536            24082.29            24082.29               66.88               66.88
          1610612736              131072            17436.02            17436.02               92.37               92.37
          1610612736              262144            13801.47            13801.47              116.70              116.70
          1610612736              524288            12198.10            12198.10              132.04              132.04
          1610612736             1048576            10873.56            10873.56              148.12              148.12
          1610612736             2097152            10478.36            10478.36              153.71              153.71
          1610612736             4194304            11036.47            11036.47              145.94              145.94
          3221225472               65536            48070.13            48070.13               67.01               67.01
          3221225472              131072            34954.99            34954.99               92.15               92.15
          3221225472              262144            27724.58            27724.58              116.19              116.19
          3221225472              524288            22885.29            22885.29              140.76              140.76
          3221225472             1048576            20918.71            20918.71              153.99              153.99
          3221225472             2097152            20472.38            20472.38              157.34              157.34
          3221225472             4194304            20723.52            20723.52              155.44              155.44

##################################################### ReduceScatter #####################################################
nranks=16
k=1, scratch_size=16777216
check_iters=0, warmup_iters=100, iters=100
use_reduceScatter_kernel=False
skip_leaf_tb=True
nblocks=58, n_parallel_sm_blocks=4, n_parallel_reduce_blocks=2
KERNEL=pipeline_reduceScatter_kernel_parallel_sm_sendtb.cu::pipeline_reduceScatter_sendtb_schedule
BENCH_METHOD=2

             size(B)        send_size(B)        avg_time(us)        min_time(us)     avg_algbw(GB/s)     max_algbw(GB/s)
